Row,CovParm,CovP1,CovP2,CovP3,CovP4,CovP5,CovP6,CovP7,CovP8,CovP9,CovP10,CovP11,CovP12,CovP13,CovP14,CovP15,CovP16,CovP17,CovP18,CovP19,CovP20,CovP21,CovP22,CovP23,CovP24,CovP25,CovP26,CovP27,CovP28,CovP29,CovP30,CovP31,CovP32,CovP33,CovP34,CovP35,CovP36,CovP37,CovP38,CovP39,CovP40,CovP41,CovP42,CovP43,CovP44,CovP45,CovP46,CovP47,CovP48,CovP49,CovP50,CovP51,CovP52,CovP53,CovP54,CovP55,CovP56,CovP57,CovP58,CovP59,CovP60,CovP61,CovP62,CovP63
11,"UN(5,1)",0.003184,0.001853,0.000930,-0.00009,-0.00009,-0.00002,0.000418,0.000172,-0.00004,0.000024,0.002690,0.001319,-0.00012,0.000230,0.001864,-0.00095,-0.00049,0.000035,-0.00008,-0.00071,0.000276,-0.00173,-0.00094,-0.00045,-0.00003,-0.00003,2.373E-6,-0.00005,-0.00002,-3.3E-6,4.277E-7,-0.00158,-0.00071,-0.00006,-0.00002,-0.00111,0.000729,0.000365,0.000020,0.000016,0.000594,-0.00029,-1.75E-8,-2.44E-8,-1.82E-8,6.948E-9,8.02E-9,-3.75E-9,-1.8E-8,-1.27E-8,3.426E-9,-6.91E-9,-2.1E-8,-1.93E-8,1.119E-8,-1.45E-8,-2.06E-8,-5.15E-9,4.51E-10,-2.06E-9,2.711E-9,-1.76E-9,4.286E-9
12,"UN(5,2)",0.001164,0.001262,0.001281,0.000296,0.000253,0.000022,0.000383,0.000401,0.000089,0.000142,0.001319,0.001445,0.000345,0.000434,0.001484,-0.00073,-0.00071,-0.00012,-0.00021,-0.00083,0.000379,-0.00062,-0.00057,-0.00050,-0.00005,-0.00003,2.571E-6,-0.00004,-0.00004,-2.96E-6,-2.85E-6,-0.00071,-0.00068,-0.00007,-0.00005,-0.00081,0.000360,0.000323,0.000024,0.000024,0.000426,-0.00021,-7.96E-9,-2.49E-8,-7.12E-8,1.272E-9,6.661E-9,1.302E-9,-1.01E-8,-2.97E-8,2.242E-9,-7.3E-9,-1.9E-8,-6.03E-8,2.638E-9,-2.64E-8,-4.67E-8,9.49E-10,2.862E-9,-395E-12,5.679E-9,1.707E-9,3.115E-9
13,"UN(5,3)",-0.00026,0.000172,0.000457,0.000930,0.000768,0.000062,0.000240,0.000306,0.000251,0.000133,-0.00012,0.000345,0.001111,0.000352,0.000047,-0.00064,-0.00065,-0.00038,-0.00029,-0.00081,0.000509,-0.00010,-0.00009,-0.00008,-0.00034,-0.00025,0.000016,-0.00017,-0.00013,-0.00002,-0.00002,-0.00006,-0.00007,-0.00046,-0.00023,0.000026,0.000244,0.000187,0.000170,0.000100,0.000288,-0.00022,5.415E-9,4.849E-9,-4.18E-9,-1.54E-8,-2.97E-8,1.478E-8,8.408E-9,1.4E-8,-2.11E-8,9.667E-9,1.1E-8,2.473E-9,-3.33E-8,2.397E-8,9.776E-9,5.077E-9,1.645E-8,-5.61E-9,4.091E-9,1.921E-8,-1.08E-9
14,"UN(5,4)",0.000077,0.000275,0.000400,0.000287,0.000238,0.000015,0.000830,0.000725,0.000089,0.000392,0.000230,0.000434,0.000352,0.001036,0.000433,-0.00033,-0.00034,-0.00012,-0.00040,-0.00044,0.000244,6.692E-6,-0.00002,-0.00003,-0.00017,-0.00012,7.798E-6,-0.00044,-0.00032,-3.85E-7,-0.00006,-0.00002,-0.00005,-0.00023,-0.00059,-0.00007,0.000154,0.000125,0.000083,0.000235,0.000223,-0.00016,-6.51E-9,-1.18E-8,-2.07E-8,8.779E-9,1.775E-8,-8.51E-9,-1.85E-8,-3.76E-8,1.279E-8,-3.91E-8,-1.43E-8,-2.7E-8,2.407E-8,-4.02E-8,-3.27E-8,-1.34E-9,-1.11E-9,-2.55E-9,-2.56E-9,-4.91E-9,5.239E-9
15,"UN(5,5)",0.001553,0.001241,0.000995,0.000043,0.000036,2.594E-6,0.000373,0.000305,0.000015,0.000107,0.001864,0.001484,0.000047,0.000433,0.002250,-0.00061,-0.00048,-0.00001,-0.00013,-0.00074,0.000247,-0.00082,-0.00060,-0.00043,0.000019,0.000014,-4.36E-7,-0.00005,-0.00004,1.199E-6,-3.26E-6,-0.00111,-0.00081,0.000026,-0.00007,-0.00150,0.000424,0.000308,-9.86E-6,0.000027,0.000572,-0.00022,-8.95E-9,-2.02E-8,-4.53E-8,4.828E-9,1.075E-8,-2.16E-9,-1.19E-8,-2.57E-8,6.947E-9,-1.1E-8,-2.03E-8,-4.68E-8,9.767E-9,-3.21E-8,-4.01E-8,-1.87E-9,-3.14E-9,1.995E-9,3.252E-9,-1.08E-8,6.733E-9
16,"UN(6,1)",-0.00136,-0.00126,-0.00075,-0.00136,-0.00042,0.000281,-0.00065,-0.00026,0.000015,-0.00003,-0.00095,-0.00073,-0.00064,-0.00033,-0.00061,0.002250,0.000965,0.000082,0.000184,0.001159,-0.00084,0.001192,0.000636,0.000301,0.000493,0.000188,0.000054,0.000325,0.000115,0.000018,-2.53E-6,0.000729,0.000360,0.000244,0.000154,0.000424,-0.00121,-0.00050,-0.00021,-0.00010,-0.00063,0.000662,-2.54E-9,2.877E-9,3.272E-9,1.447E-8,4.421E-9,-5.66E-9,-5.71E-9,1.64E-10,3.466E-9,-731E-12,-5.09E-9,9.73E-10,5.065E-9,-1.28E-9,-1.84E-9,-1.83E-8,-9.46E-9,6.658E-9,-7.04E-9,-9.04E-9,-454E-12
17,"UN(6,2)",-0.00049,-0.00070,-0.00104,-0.00061,-0.00091,-0.00053,-0.00032,-0.00049,-0.00035,-0.00020,-0.00049,-0.00071,-0.00065,-0.00034,-0.00048,0.000965,0.001380,0.000828,0.000532,0.001008,-0.00132,0.000424,0.000386,0.000335,0.000201,0.000208,0.000058,0.000132,0.000141,0.000033,0.000017,0.000365,0.000323,0.000187,0.000125,0.000308,-0.00050,-0.00050,-0.00017,-0.00010,-0.00045,0.000470,7.58E-10,4.279E-9,1.537E-8,6.897E-9,2.533E-8,1.841E-9,7.12E-10,-1.83E-9,5.965E-9,1.731E-9,4.53E-10,3.255E-9,1.649E-8,-1.34E-9,-2.88E-9,-9.31E-9,-4.12E-8,-6.29E-9,-1.19E-8,-2.39E-8,7.909E-9
18,"UN(6,3)",0.000066,-7.72E-6,-0.00038,-0.00023,-0.00088,-0.00171,-0.00007,-0.00030,-0.00063,-0.00023,0.000035,-0.00012,-0.00038,-0.00012,-0.00001,0.000082,0.000828,0.001876,0.000650,0.000284,-0.00182,0.000070,0.000063,0.000054,0.000261,0.000196,0.000360,0.000135,0.000103,0.000217,0.000127,0.000020,0.000024,0.000170,0.000083,-9.86E-6,-0.00021,-0.00017,-0.00051,-0.00028,-0.00010,0.000508,-3.6E-9,-1.53E-9,9.82E-10,-614E-12,7.385E-9,4.229E-8,-4.94E-9,-4.58E-9,-1.24E-8,-3.48E-9,-2.05E-9,-517E-12,-5.53E-9,-2.53E-9,1.821E-9,6.538E-9,-6.48E-9,-4.51E-8,2.175E-8,5.088E-9,3.831E-8
19,"UN(6,4)",-0.00002,-0.00011,-0.00033,-0.00016,-0.00042,-0.00049,-0.00036,-0.00062,-0.00083,-0.00066,-0.00008,-0.00021,-0.00029,-0.00040,-0.00013,0.000184,0.000532,0.000650,0.001202,0.000374,-0.00083,-4.61E-6,0.000014,0.000022,0.000114,0.000094,0.000177,0.000300,0.000223,0.000295,0.000331,0.000016,0.000024,0.000100,0.000235,0.000027,-0.00010,-0.00010,-0.00028,-0.00057,-0.00011,0.000363,1.934E-9,4.108E-9,6.031E-9,8.69E-10,8.86E-10,-1.64E-8,1.474E-9,7.68E-9,2.238E-8,-1.11E-8,2.712E-9,5.782E-9,4.072E-9,-2.44E-9,3.425E-9,-6.86E-9,-1.22E-8,2.171E-8,-3.59E-8,-1.42E-8,-1.24E-8
20,"UN(6,5)",-0.00066,-0.00076,-0.00080,-0.00069,-0.00057,-0.00005,-0.00038,-0.00038,-0.00019,-0.00015,-0.00071,-0.00083,-0.00081,-0.00044,-0.00074,0.001159,0.001008,0.000284,0.000374,0.001343,-0.00079,0.000567,0.000407,0.000293,0.000211,0.000153,-0.00001,0.000173,0.000126,0.000010,0.000020,0.000594,0.000426,0.000288,0.000223,0.000572,-0.00063,-0.00045,-0.00010,-0.00011,-0.00076,0.000495,9.6E-10,3.222E-9,9.359E-9,7.167E-9,1.497E-8,-8.47E-9,5.53E-10,2.62E-11,9.307E-9,2.27E-10,-1.76E-9,2.068E-9,1.927E-8,-5.13E-9,-1.05E-8,-8.94E-9,-2.4E-8,5.071E-9,-1.4E-8,-1.99E-8,-9.3E-9
21,"UN(6,6)",0.000319,0.000400,0.000650,0.000525,0.000900,0.001257,0.000262,0.000403,0.000553,0.000253,0.000276,0.000379,0.000509,0.000244,0.000247,-0.00084,-0.00132,-0.00182,-0.00083,-0.00079,0.002696,-0.00039,-0.00028,-0.00020,-0.00030,-0.00021,-0.00023,-0.00021,-0.00015,-0.00016,-0.00012,-0.00029,-0.00021,-0.00022,-0.00016,-0.00022,0.000662,0.000470,0.000508,0.000363,0.000495,-0.00112,2.22E-9,9.86E-10,-727E-12,-3.82E-9,-7.34E-9,-2.06E-8,3.802E-9,3.479E-9,2.176E-9,3.711E-9,4.29E-9,3.06E-9,-1.14E-9,5.317E-9,6.634E-9,-406E-12,8.284E-9,3.856E-8,-1.28E-8,-9.01E-9,-5.25E-8
22,"UN(1,1)",-0.00364,-0.00129,-0.00046,-0.00021,-0.00008,-0.00001,0.000014,5.009E-6,8.288E-7,-4.95E-8,-0.00173,-0.00062,-0.00010,6.692E-6,-0.00082,0.001192,0.000424,0.000070,-4.61E-6,0.000567,-0.00039,0.007329,0.002603,0.000925,0.000430,0.000153,0.000025,-0.00002,-7.54E-6,-1.42E-6,1.695E-6,0.003475,0.001235,0.000204,-0.00001,0.001649,-0.00239,-0.00085,-0.00014,7.612E-6,-0.00114,0.000782,-0.00028,-0.00008,-0.00002,-7.85E-6,-2.25E-6,-2.17E-7,-0.00005,-0.00001,-1.44E-6,-9.6E-6,-0.00009,-0.00002,-2.39E-6,-0.00002,-0.00003,0.000053,0.000015,1.455E-6,9.671E-6,0.000016,-9.75E-6
23,"UN(2,1)",-0.00129,-0.00095,-0.00051,-0.00015,-0.00008,-0.00001,-0.00005,-0.00001,-2.35E-6,3.695E-7,-0.00094,-0.00057,-0.00009,-0.00002,-0.00060,0.000636,0.000386,0.000063,0.000014,0.000407,-0.00028,0.002603,0.001933,0.001042,0.000307,0.000168,0.000027,0.000093,0.000034,4.508E-6,-1.3E-7,0.001896,0.001147,0.000185,0.000044,0.001208,-0.00128,-0.00078,-0.00013,-0.00003,-0.00082,0.000557,-0.00008,-0.00019,-0.00010,6.65E-6,-2.82E-6,4.294E-7,-0.00002,-0.00004,1.156E-6,-3.66E-6,-0.00013,-0.00009,-9.88E-7,-0.00003,-0.00007,0.000038,0.000043,-5.9E-7,7.49E-6,0.000032,-0.00001
24,"UN(2,2)",-0.00046,-0.00051,-0.00057,-0.00008,-0.00009,-0.00001,-0.00003,-0.00004,-6.06E-6,-2.48E-6,-0.00045,-0.00050,-0.00008,-0.00003,-0.00043,0.000301,0.000335,0.000054,0.000022,0.000293,-0.00020,0.000925,0.001042,0.001217,0.000164,0.000180,0.000030,0.000069,0.000079,0.000012,5.191E-6,0.000906,0.001047,0.000158,0.000068,0.000904,-0.00061,-0.00068,-0.00011,-0.00004,-0.00059,0.000397,-0.00002,-0.00010,-0.00047,4.45E-6,0.000020,-8.55E-7,-5.69E-6,-0.00003,1.091E-6,-1.39E-6,-0.00007,-0.00031,0.000013,-0.00002,-0.00021,0.000018,0.000079,-3.36E-6,4.305E-6,0.000053,-0.00001
25,"UN(3,1)",-0.00021,-0.00015,-0.00008,-0.00072,-0.00026,-0.00008,-0.00035,-0.00012,-0.00002,2.717E-6,-0.00003,-0.00005,-0.00034,-0.00017,0.000019,0.000493,0.000201,0.000261,0.000114,0.000211,-0.00030,0.000430,0.000307,0.000164,0.001469,0.000530,0.000170,0.000699,0.000248,0.000040,-6.96E-6,0.000054,0.000093,0.000685,0.000332,-0.00004,-0.00099,-0.00040,-0.00053,-0.00023,-0.00042,0.000602,-7.85E-6,6.65E-6,4.45E-6,-0.00015,-0.00004,-8.27E-6,0.000024,8.565E-6,-0.00003,9.175E-6,0.000046,0.000016,-0.00004,0.000016,0.000028,0.000049,0.000013,0.000029,4.34E-6,6.176E-6,-0.00002
26,"UN(3,2)",-0.00008,-0.00008,-0.00009,-0.00026,-0.00029,-0.00009,-0.00013,-0.00014,-0.00004,-0.00002,-0.00003,-0.00003,-0.00025,-0.00012,0.000014,0.000188,0.000208,0.000196,0.000094,0.000153,-0.00021,0.000153,0.000168,0.000180,0.000530,0.000613,0.000180,0.000255,0.000279,0.000084,0.000036,0.000058,0.000053,0.000514,0.000238,-0.00004,-0.00038,-0.00043,-0.00040,-0.00019,-0.00031,0.000430,-2.25E-6,-2.82E-6,0.000020,-0.00004,-0.00019,0.000016,6.859E-6,0.000033,-0.00001,3.496E-6,0.000010,0.000067,-0.00013,0.000025,0.000080,0.000015,0.000061,0.000030,-1.98E-6,0.000032,-0.00002
27,"UN(3,3)",-0.00001,-0.00001,-0.00001,-0.00008,-0.00009,-0.00056,-0.00004,-0.00004,-0.00028,-0.00014,2.373E-6,2.571E-6,0.000016,7.798E-6,-4.36E-7,0.000054,0.000058,0.000360,0.000177,-0.00001,-0.00023,0.000025,0.000027,0.000030,0.000170,0.000180,0.001177,0.000083,0.000090,0.000545,0.000274,-5.18E-6,-4.29E-6,-0.00005,-0.00001,5.995E-6,-0.00011,-0.00012,-0.00074,-0.00035,0.000026,0.000466,-2.17E-7,4.294E-7,-8.55E-7,-8.27E-6,0.000016,-0.00032,1.378E-6,-2.74E-6,0.000053,-8.78E-6,2.585E-6,-5.13E-6,0.000099,-0.00002,-0.00003,2.695E-6,-5.34E-6,0.000103,-0.00002,-0.00003,-0.00003
28,"UN(4,1)",0.000014,-0.00005,-0.00003,-0.00035,-0.00013,-0.00004,-0.00092,-0.00033,-0.00005,7.145E-6,-0.00005,-0.00004,-0.00017,-0.00044,-0.00005,0.000325,0.000132,0.000135,0.000300,0.000173,-0.00021,-0.00002,0.000093,0.000069,0.000699,0.000255,0.000083,0.001872,0.000663,0.000106,-3.28E-6,0.000109,0.000086,0.000340,0.000885,0.000107,-0.00065,-0.00027,-0.00027,-0.00061,-0.00035,0.000430,-0.00005,-0.00002,-5.69E-6,0.000024,6.859E-6,1.378E-6,-0.00018,-0.00005,-3.91E-7,-0.00007,-0.00004,-0.00001,6.633E-6,-0.00006,-0.00002,0.000021,6.434E-6,-4.17E-6,0.000036,0.000011,-5.95E-6
29,"UN(4,2)",5.01E-6,-0.00001,-0.00004,-0.00012,-0.00014,-0.00004,-0.00033,-0.00037,-0.00007,-0.00005,-0.00002,-0.00004,-0.00013,-0.00032,-0.00004,0.000115,0.000141,0.000103,0.000223,0.000126,-0.00015,-7.54E-6,0.000034,0.000079,0.000248,0.000279,0.000090,0.000663,0.000769,0.000134,0.000100,0.000039,0.000085,0.000246,0.000665,0.000085,-0.00023,-0.00028,-0.00020,-0.00045,-0.00026,0.000306,-0.00001,-0.00004,-0.00003,8.565E-6,0.000033,-2.74E-6,-0.00005,-0.00023,0.000012,-0.00003,-0.00003,-0.00005,0.000023,-0.00016,-0.00006,0.000010,0.000023,-6.27E-6,0.000040,0.000021,-6.95E-6
30,"UN(4,3)",8.288E-7,-2.35E-6,-6.06E-6,-0.00002,-0.00004,-0.00028,-0.00005,-0.00007,-0.00043,-0.00036,-3.3E-6,-2.96E-6,-0.00002,-3.85E-7,1.199E-6,0.000018,0.000033,0.000217,0.000295,0.000010,-0.00016,-1.42E-6,4.508E-6,0.000012,0.000040,0.000084,0.000545,0.000106,0.000134,0.000892,0.000702,5.319E-6,5.051E-6,0.000043,-0.00001,-6.2E-6,-0.00004,-0.00007,-0.00044,-0.00060,-0.00002,0.000331,-1.44E-6,1.156E-6,1.091E-6,-0.00003,-0.00001,0.000053,-3.91E-7,0.000012,-0.00019,0.000063,7.64E-6,5.181E-6,-0.00004,0.000065,0.000023,9.401E-6,2.535E-6,8.351E-6,0.000059,6.629E-6,-0.00001
31,"UN(4,4)",-4.93E-8,3.694E-7,-2.48E-6,2.717E-6,-0.00002,-0.00014,7.146E-6,-0.00005,-0.00036,-0.00093,4.277E-7,-2.85E-6,-0.00002,-0.00006,-3.26E-6,-2.53E-6,0.000017,0.000127,0.000331,0.000020,-0.00012,1.695E-6,-1.3E-7,5.191E-6,-6.96E-6,0.000036,0.000274,-3.28E-6,0.000100,0.000702,0.001938,1.268E-6,6.501E-6,0.000040,0.000125,9.35E-6,4.086E-6,-0.00003,-0.00025,-0.00067,-0.00004,0.000236,-9.6E-6,-3.66E-6,-1.39E-6,9.175E-6,3.496E-6,-8.78E-6,-0.00007,-0.00003,0.000063,-0.00046,-0.00001,-4.86E-6,0.000012,-0.00009,-0.00002,5.899E-6,2.248E-6,-5.63E-6,0.000041,7.844E-6,-3.63E-6
32,"UN(5,1)",-0.00173,-0.00094,-0.00045,-0.00003,-0.00003,2.373E-6,-0.00005,-0.00002,-3.29E-6,4.277E-7,-0.00158,-0.00071,-0.00006,-0.00002,-0.00111,0.000729,0.000365,0.000020,0.000016,0.000594,-0.00029,0.003475,0.001896,0.000906,0.000054,0.000058,-5.18E-6,0.000109,0.000039,5.319E-6,1.268E-6,0.003187,0.001442,0.000117,0.000050,0.002236,-0.00147,-0.00073,-0.00004,-0.00003,-0.00120,0.000586,-0.00009,-0.00013,-0.00007,0.000046,0.000010,2.585E-6,-0.00004,-0.00003,7.64E-6,-0.00001,-0.00018,-0.00009,9.512E-6,-0.00004,-0.00010,0.000044,0.000033,-7.66E-6,0.000013,0.000043,-0.00001
33,"UN(5,2)",-0.00062,-0.00057,-0.00050,-0.00005,-0.00003,2.571E-6,-0.00004,-0.00004,-2.96E-6,-2.85E-6,-0.00071,-0.00068,-0.00007,-0.00005,-0.00081,0.000360,0.000323,0.000024,0.000024,0.000426,-0.00021,0.001235,0.001147,0.001047,0.000093,0.000053,-4.29E-6,0.000086,0.000085,5.051E-6,6.501E-6,0.001442,0.001412,0.000127,0.000106,0.001662,-0.00072,-0.00066,-0.00005,-0.00005,-0.00086,0.000418,-0.00002,-0.00009,-0.00031,0.000016,0.000067,-5.13E-6,-0.00001,-0.00005,5.181E-6,-4.86E-6,-0.00009,-0.00032,0.000049,-0.00004,-0.00029,0.000020,0.000073,-0.00001,0.000010,0.000068,-0.00002
