Row,CovParm,CovP1,CovP2,CovP3,CovP4,CovP5,CovP6,CovP7,CovP8,CovP9,CovP10,CovP11,CovP12,CovP13,CovP14,CovP15,CovP16,CovP17,CovP18,CovP19,CovP20,CovP21,CovP22,CovP23,CovP24,CovP25,CovP26,CovP27,CovP28,CovP29,CovP30,CovP31,CovP32,CovP33,CovP34,CovP35,CovP36,CovP37,CovP38,CovP39,CovP40,CovP41,CovP42,CovP43,CovP44,CovP45,CovP46,CovP47,CovP48,CovP49,CovP50,CovP51,CovP52,CovP53,CovP54,CovP55,CovP56,CovP57,CovP58,CovP59,CovP60,CovP61,CovP62,CovP63
11,"UN(5,1)",0.000356,0.000610,0.000122,-0.00021,-0.00004,6.773E-7,-0.00003,0.000060,-6.86E-8,-0.00004,0.000966,0.000166,-0.00003,0.000098,0.000181,-0.00028,-0.00023,0.000070,-0.00003,-0.00035,0.000156,-0.00021,-0.00023,0,0.000157,-1.36E-6,0.000020,5.431E-6,0.000045,-0.00004,0.000025,-0.00037,-0.00002,-0.00003,0.000090,0,6.64E-6,0.000078,-0.00004,7.244E-6,0.000120,-1.12E-6,-3.7E-6,-9.96E-6,-0.00004,0.000017,7.06E-6,-2.17E-6,-0.00001,-7.7E-6,3.964E-6,-5.88E-6,-0.00002,-0.00004,0.000015,-0.00001,-0.00007,0.000013,8.2E-6,-1.21E-6,4.829E-7,7.057E-6,-6.94E-6
12,"UN(5,2)",0.000037,0.000158,0.000710,0.000023,0.000029,-0.00009,-0.00002,-0.00009,-0.00001,3.104E-6,0.000166,0.000829,0.000203,-0.00010,0.000693,-0.00009,-0.00038,-0.00002,0.000050,-0.00043,0.000193,3.741E-6,0.000013,0,3.547E-6,0.000046,0.000044,9.036E-6,9.041E-6,-0.00002,0.000019,4.791E-6,-0.00008,-0.00004,0.000042,0,-8.42E-6,-1.95E-6,0.000013,-0.00001,-0.00002,6.536E-6,-7.46E-6,-0.00003,-0.00015,7.016E-6,0.000027,-7.9E-6,-9.39E-6,-0.00004,8.355E-6,-0.00001,-0.00003,-0.00013,0.000037,-0.00004,-0.00015,0.000012,0.000060,-9.24E-6,0.000014,0.000052,-0.00002
13,"UN(5,3)",-0.00001,0.000029,0.000312,0.000248,0.000807,-0.00055,0.000022,0.000050,-0.00008,-0.00004,-0.00003,0.000203,0.001392,0.000108,-0.00020,-0.00017,-0.00066,-0.00016,2.277E-6,-0.00091,0.000446,4.211E-7,-6.03E-6,0,-0.00010,-0.00023,0.000332,0.000030,0.000065,-0.00007,0.000013,-0.00002,-0.00003,-0.00041,0.000122,0,0.000094,0.000211,-0.00015,0.000029,0.000328,0.000016,3.926E-6,0.000011,0.000022,-4.62E-6,-0.00002,0.000047,5.283E-6,0.000021,-0.00003,0.000016,0.000023,0.000081,-0.00004,0.000043,0.000152,-5.72E-6,-0.00002,0.000018,-7.93E-6,-0.00004,-4.06E-6
14,"UN(5,4)",0.000034,0.000058,-0.00008,8.454E-6,0.000084,0.000015,0.000084,0.000331,-0.00015,-0.00006,0.000098,-0.00010,0.000108,0.000532,-0.00010,-0.00007,-0.00011,-0.00003,-0.00009,-0.00018,0.000138,0.000024,0.000021,0,9.344E-6,0.000045,-0.00010,-0.00009,-0.00020,0.000142,-8.6E-6,0.000036,0.000015,0.000098,-0.00032,0,-0.00001,-0.00003,0.000041,-0.00003,-0.00005,-0.00001,2.676E-6,8.711E-6,0.000019,7.599E-7,8.667E-6,-0.00001,3.187E-6,0.000014,0.000017,-0.00002,9.459E-6,7.175E-6,0.000018,6.094E-6,-4.8E-6,-1.22E-6,-2.8E-6,-6.72E-6,8.319E-6,2.937E-6,-2.38E-6
15,"UN(5,5)",0.000030,0.000110,0.000424,-0.00003,-0.00012,0.000042,-0.00002,-0.00007,7.908E-6,6.577E-6,0.000181,0.000693,-0.00020,-0.00010,0.001122,-0.00006,-0.00021,0.000056,0.000033,-0.00033,0.000095,7.937E-6,0.000017,0,-3E-6,6.63E-6,-3.08E-6,9.808E-6,0.000014,-5.33E-6,0.000015,0.000022,-8.91E-6,3.852E-6,0.000030,0,-8.96E-6,-0.00001,9.771E-6,-0.00001,-0.00003,0.000012,-8.53E-6,-0.00003,-0.00010,0.000013,0.000048,-0.00003,-0.00001,-0.00004,0.000021,-0.00002,-0.00005,-0.00016,0.000085,-0.00008,-0.00027,0.000012,0.000041,-0.00002,0.000017,0.000068,-0.00002
16,"UN(6,1)",-0.00080,-0.00049,-0.00013,-0.00117,-0.00018,0.000107,-0.00032,-0.00012,-0.00017,-0.00013,-0.00028,-0.00009,-0.00017,-0.00007,-0.00006,0.001896,0.000442,0.000317,0.000328,0.000330,-0.00115,0.000205,2.8E-6,0,0.000384,0.000110,-0.00002,-0.00011,-0.00003,-0.00004,0.000016,0.000017,-1.23E-6,0.000092,-0.00002,0,-0.00070,-0.00018,-0.00009,0.000130,-0.00015,0.000347,8.212E-6,-9.27E-6,-0.00002,-4.89E-6,-4.55E-6,-1.04E-6,-9.2E-6,-7.7E-6,-1.44E-6,-5.65E-6,-0.00001,-0.00001,-3.02E-6,-6.28E-6,-0.00001,-0.00002,0.000018,4.15E-6,3.585E-6,8.941E-6,-0.00002
17,"UN(6,2)",-0.00013,-0.00040,-0.00069,-0.00031,-0.00112,-0.00068,-0.00001,-0.00017,-0.00002,0.000040,-0.00023,-0.00038,-0.00066,-0.00011,-0.00021,0.000442,0.001612,0.000913,0.000017,0.000954,-0.00124,0.000051,0.000082,0,0.000100,0.000344,-0.00001,-0.00003,-0.00008,-0.00002,5.087E-6,0.000050,5.836E-6,0.000220,-0.00005,0,-0.00016,-0.00057,0.000011,0.000052,-0.00036,-0.00005,1.465E-7,-3.21E-6,-0.00005,-4.1E-6,-0.00003,-5.02E-6,-2.14E-6,-0.00001,-5.97E-6,1.171E-6,-3.17E-6,-0.00004,-0.00002,-7.31E-6,-0.00002,-1.49E-6,0.000028,0.000013,-7.17E-7,0.000023,9.468E-6
18,"UN(6,3)",0.000032,-0.00010,-0.00029,-0.00055,-0.00101,-0.00356,-0.00004,-0.00021,-0.00057,-0.00017,0.000070,-0.00002,-0.00016,-0.00003,0.000056,0.000317,0.000913,0.003764,0.000461,-0.00006,-0.00338,-8.98E-6,5.246E-6,0,0.000109,-0.00001,0.000923,-0.00003,0.000016,-0.00025,0.000071,-0.00003,8.968E-6,-0.00012,0.000040,0,-0.00005,-2.42E-6,-0.00106,0.000297,0.000205,0.000983,-4.11E-7,-1.77E-6,-7.31E-6,1.592E-6,-0.00003,-0.00003,-8.44E-7,-2.07E-6,-0.00002,1.508E-6,-2.42E-6,-1.65E-6,-0.00003,4.108E-6,7.548E-6,4.135E-6,0.000035,1.095E-6,0.000024,0.000034,-0.00004
19,"UN(6,4)",-0.00012,-0.00006,0.000070,-0.00023,-0.00002,-0.00029,-0.00031,-0.00019,-0.00079,-0.00023,-0.00003,0.000050,2.277E-6,-0.00009,0.000033,0.000328,0.000017,0.000461,0.001136,1.638E-6,-0.00076,-0.00001,3.524E-6,0,-0.00006,6.013E-6,-0.00025,0.000103,-0.00002,0.000388,-0.00018,0.000013,-1.17E-6,0.000043,-9.38E-6,0,0.000060,0.000016,0.000255,-0.00061,-0.00006,-0.00017,-3.05E-6,-6E-6,3.262E-8,-7.74E-6,-4.22E-6,-1.18E-6,-3.28E-6,-0.00002,-0.00002,-0.00002,-5.73E-6,-4.62E-6,-7E-6,-0.00002,-7.48E-6,0.000013,6.23E-6,0.000013,0.000017,0.000011,6.725E-6
20,"UN(6,5)",-0.00012,-0.00026,-0.00041,-0.00011,-0.00054,0.000366,-0.00002,-0.00009,0.000071,0.000050,-0.00035,-0.00043,-0.00091,-0.00018,-0.00033,0.000330,0.000954,-0.00006,1.638E-6,0.001410,-0.00064,0.000046,0.000049,0,0.000057,0.000227,-0.00026,-0.00002,-0.00005,0.000061,-0.00002,0.000083,-7.71E-6,0.000342,-0.00008,0,-0.00014,-0.00035,0.000224,-0.00003,-0.00055,-0.00004,-7.88E-7,-4.09E-6,-0.00003,-7.54E-6,-0.00002,-4.18E-6,-1.44E-6,-6.86E-6,-1.62E-6,-2.86E-7,-2.52E-6,-0.00003,-0.00002,-0.00001,-0.00003,6.613E-7,0.000014,0.000017,-9.53E-6,7.45E-6,0.000029
21,"UN(6,6)",0.000253,0.000305,0.000380,0.000764,0.000879,0.002310,0.000196,0.000274,0.000568,0.000206,0.000156,0.000193,0.000446,0.000138,0.000095,-0.00115,-0.00124,-0.00338,-0.00076,-0.00064,0.005002,-0.00003,0.000012,0,-0.00015,5.853E-6,-0.00054,0.000027,-7.96E-6,0.000112,-0.00002,5.379E-6,-2.2E-6,-9.03E-6,-6.5E-6,0,0.000276,-0.00002,0.001018,-0.00024,0.000019,-0.00179,-2.96E-6,-1.25E-6,6.243E-7,1.496E-6,0.000022,0.000019,3.259E-6,6.392E-6,0.000015,4.209E-6,1.191E-6,4.815E-6,0.000021,5.663E-6,4.604E-6,4.748E-6,-0.00003,-0.00004,-0.00003,-0.00004,4.491E-6
22,"UN(1,1)",-0.00103,-0.00023,0.000011,0.000042,9.606E-6,-1.61E-7,0.000096,0.000026,-0.00001,-0.00002,-0.00021,3.741E-6,4.211E-7,0.000024,7.937E-6,0.000205,0.000051,-8.98E-6,-0.00001,0.000046,-0.00003,0.002087,0.000502,0,-0.00016,-0.00002,3.837E-6,-0.00022,-0.00005,0.000019,0.000026,0.000445,0.000013,-8.48E-6,-0.00005,0,-0.00040,-0.00011,0.000031,0.000035,-0.00010,0.000066,-0.00027,-0.00006,0.000049,0.000011,-7.09E-7,6.124E-7,-0.00004,-1.97E-6,1.723E-7,-4.91E-6,-0.00006,0.000035,-3.93E-6,-1.72E-6,0.000035,0.000058,-2.06E-6,-1.2E-6,6.796E-6,1.869E-6,-7.83E-6
23,"UN(2,1)",-0.00024,-0.00037,0.000037,5.948E-7,6.152E-6,4.382E-6,0.000041,0.000028,-7.31E-6,-0.00001,-0.00023,0.000013,-6.03E-6,0.000021,0.000017,2.8E-6,0.000082,5.246E-6,3.524E-6,0.000049,0.000012,0.000502,0.000743,0,-0.00004,-0.00004,-9.59E-6,-0.00009,-0.00007,9.521E-6,0.000014,0.000459,0.000026,-4.57E-6,-0.00005,0,0.000012,-0.00018,2.91E-7,1.633E-6,-0.00011,-0.00003,-0.00006,-0.00018,0.000090,-4.03E-6,6.667E-6,2.885E-6,-0.00002,-0.00001,-1.56E-6,-2.79E-6,-0.00011,0.000049,-8.31E-7,-5.03E-6,0.000042,0.000054,7.267E-6,3.678E-7,7.343E-6,8.565E-6,-8.2E-6
24,"UN(2,2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"UN(3,1)",0.000016,6.19E-6,-5.42E-6,-0.00060,-0.00012,0.000019,0.000159,0.000031,0.000039,-0.00004,0.000157,3.547E-6,-0.00010,9.344E-6,-3E-6,0.000384,0.000100,0.000109,-0.00006,0.000057,-0.00015,-0.00016,-0.00004,0,0.001191,0.000276,-0.00015,-0.00035,-0.00008,-0.00010,0.000088,-0.00033,-0.00002,0.000236,-0.00003,0,-0.00070,-0.00019,-0.00018,0.000140,-0.00010,0.000265,1.01E-6,-0.00001,-0.00001,-0.00023,-0.00005,0.000013,0.000038,1.716E-6,-0.00003,9.45E-6,0.000025,-0.00003,-0.00004,5.111E-7,-0.00006,0.000066,0.000020,0.000047,2.154E-6,0.000016,-0.00003
26,"UN(3,2)",-1.31E-6,-0.00002,-0.00003,-0.00014,-0.00044,-0.00005,0.000032,0.000102,0.000032,-0.00003,-1.36E-6,0.000046,-0.00023,0.000045,6.63E-6,0.000110,0.000344,-0.00001,6.013E-6,0.000227,5.853E-6,-0.00002,-0.00004,0,0.000276,0.000852,-3.49E-7,-0.00008,-0.00024,-0.00007,0.000055,-0.00004,-0.00011,0.000442,-0.00011,0,-0.00020,-0.00059,0.000088,5.905E-6,-0.00039,-0.00009,-2.97E-6,-0.00001,-0.00005,-0.00005,-0.00032,-0.00003,3.695E-6,0.000042,-0.00003,7.835E-6,-0.00002,-0.00003,-0.00017,0.000013,-0.00008,0.000020,0.000107,0.000096,-1.26E-6,0.000068,-0.00005
27,"UN(3,3)",-6.01E-6,-4.03E-7,-3.01E-6,-0.00002,-0.00003,-0.00138,-6.49E-6,-1.58E-7,0.000364,-0.00011,0.000020,0.000044,0.000332,-0.00010,-3.08E-6,-0.00002,-0.00001,0.000923,-0.00025,-0.00026,-0.00054,3.837E-6,-9.59E-6,0,-0.00015,-3.49E-7,0.002707,0.000053,6E-6,-0.00080,0.000252,-3.7E-6,-0.00008,-0.00067,0.000226,0,0.000111,0.000048,-0.00164,0.000494,0.000489,0.000963,2.234E-6,5.754E-6,-2.89E-7,-3.99E-6,-0.00005,-0.00079,2.201E-6,0.000017,0.000128,-0.00002,0.000016,0.000057,0.000097,-1.86E-7,0.000092,-3.96E-6,9.69E-6,0.000219,-0.00004,-0.00005,-0.00007
28,"UN(4,1)",0.000178,0.000062,9.706E-6,0.000181,0.000035,-0.00001,-0.00045,-0.00011,-5.09E-6,0.000081,5.431E-6,9.036E-6,0.000030,-0.00009,9.808E-6,-0.00011,-0.00003,-0.00003,0.000103,-0.00002,0.000027,-0.00022,-0.00009,0,-0.00035,-0.00008,0.000053,0.000949,0.000250,-0.00003,-0.00020,0.000027,3.165E-6,-0.00007,0.000208,0,0.000182,0.000054,0.000055,-0.00020,0.000024,-0.00005,-0.00006,-0.00004,-0.00003,0.000035,7.144E-6,-3.51E-6,-0.00020,-0.00006,0.000011,-0.00006,-0.00005,-0.00002,5.244E-6,-0.00006,-0.00001,0.000014,0.000013,-7.75E-6,0.000046,0.000014,-4.48E-6
29,"UN(4,2)",0.000039,0.000080,0.000034,0.000040,0.000126,3.083E-6,-0.00012,-0.00034,-0.00002,0.000054,0.000045,9.041E-6,0.000065,-0.00020,0.000014,-0.00003,-0.00008,0.000016,-0.00002,-0.00005,-7.96E-6,-0.00005,-0.00007,0,-0.00008,-0.00024,6E-6,0.000250,0.000704,5.748E-6,-0.00012,-0.00004,0.000030,-0.00012,0.000420,0,0.000032,0.000123,-0.00004,0.000050,0.000080,0.000033,-0.00001,-0.00005,-0.00012,4.19E-6,0.000046,4.962E-6,-0.00005,-0.00030,-5.47E-6,-0.00006,-0.00003,-0.00010,0.000020,-0.00018,-0.00006,0.000016,0.000037,-0.00001,0.000084,0.000029,-0.00001
30,"UN(4,3)",-0.00001,-6.87E-6,-9.49E-7,0.000112,0.000054,0.000427,-0.00004,-0.00002,-0.00058,0.000273,-0.00004,-0.00002,-0.00007,0.000142,-5.33E-6,-0.00004,-0.00002,-0.00025,0.000388,0.000061,0.000112,0.000019,9.521E-6,0,-0.00010,-0.00007,-0.00080,-0.00003,5.748E-6,0.001185,-0.00062,0.000046,0.000035,0.000172,-0.00031,0,0.000058,0.000034,0.000428,-0.00070,-0.00010,-0.00021,-1.98E-6,-2.99E-6,-1.6E-6,-0.00005,-0.00004,0.000120,8.782E-6,-0.00001,-0.00035,0.000112,6.543E-6,-1.64E-6,-0.00009,0.000064,0.000013,0.000016,0.000012,-7E-7,0.000091,0.000023,-5.18E-6
31,"UN(4,4)",-6.76E-6,2.435E-6,0.000011,-0.00007,-0.00003,-0.00014,0.000187,0.000092,0.000324,-0.00075,0.000025,0.000019,0.000013,-8.6E-6,0.000015,0.000016,5.087E-6,0.000071,-0.00018,-0.00002,-0.00002,0.000026,0.000014,0,0.000088,0.000055,0.000252,-0.00020,-0.00012,-0.00062,0.001624,-0.00001,-0.00001,-0.00003,0.000081,0,-0.00004,-0.00003,-0.00012,0.000287,0.000013,0.000048,-9.01E-6,-8.13E-6,-2.48E-6,0.000019,0.000016,-0.00002,-0.00009,-0.00007,0.000106,-0.00057,-0.00002,-0.00001,0.000026,-0.00013,-0.00003,4.178E-6,4.003E-6,-8.05E-6,0.000030,8.209E-6,1.294E-6
32,"UN(5,1)",-0.00020,-0.00023,0.000024,0.000153,9.35E-6,0.000013,-0.00002,0.000017,-0.00002,5.296E-7,-0.00037,4.791E-6,-0.00002,0.000036,0.000022,0.000017,0.000050,-0.00003,0.000013,0.000083,5.379E-6,0.000445,0.000459,0,-0.00033,-0.00004,-3.7E-6,0.000027,-0.00004,0.000046,-0.00001,0.000748,0.000044,-6.01E-6,-0.00009,0,-0.00002,-0.00011,0.000072,-0.00002,-0.00017,-0.00001,-0.00007,-0.00011,0.000053,0.000038,-1.85E-6,2.809E-6,-0.00004,-5E-6,1.614E-6,-5.17E-6,-0.00018,0.000045,-0.00001,-6.68E-6,0.000072,0.000033,6.819E-6,-6.19E-6,8.256E-6,0.000022,-5.77E-6
33,"UN(5,2)",-6.13E-6,-9.07E-6,-3.64E-7,0.000011,0.000055,0.000046,-2.52E-6,-0.00002,-0.00002,5.907E-6,-0.00002,-0.00008,-0.00003,0.000015,-8.91E-6,-1.23E-6,5.836E-6,8.968E-6,-1.17E-6,-7.71E-6,-2.2E-6,0.000013,0.000026,0,-0.00002,-0.00011,-0.00008,3.165E-6,0.000030,0.000035,-0.00001,0.000044,0.000174,0.000064,-0.00003,0,1.526E-6,-0.00001,-0.00002,5.474E-6,0.000023,3.233E-6,-1.65E-6,-0.00001,3.017E-7,-1.13E-6,0.000031,0.000016,-9.25E-7,-0.00002,-4.95E-6,6.797E-7,-5.5E-6,-0.00008,-0.00002,1.418E-6,1.832E-6,3.155E-6,-2.32E-6,-9.55E-6,4.49E-6,0.000023,1.381E-6
34,"UN(5,3)",-7.82E-6,-0.00002,-0.00002,-0.00010,-0.00023,0.000307,0.000021,0.000047,-0.00009,6.549E-6,-0.00003,-0.00004,-0.00041,0.000098,3.852E-6,0.000092,0.000220,-0.00012,0.000043,0.000342,-9.03E-6,-8.48E-6,-4.57E-6,0,0.000236,0.000442,-0.00067,-0.00007,-0.00012,0.000172,-0.00003,-6.01E-6,0.000064,0.000806,-0.00023,0,-0.00017,-0.00037,0.000250,-0.00006,-0.00059,-0.00003,-6.22E-6,-0.00002,-0.00003,-0.00005,-0.00017,0.000132,2.66E-6,9.927E-6,-0.00007,0.000013,-0.00003,-0.00010,-0.00029,0.000022,-0.00014,0.000023,0.000066,0.000027,0.000016,0.000120,-0.00003
35,"UN(5,4)",0.000039,0.000055,0.000021,-2E-6,0.000055,-0.00012,-0.00008,-0.00020,0.000141,-0.00004,0.000090,0.000042,0.000122,-0.00032,0.000030,-0.00002,-0.00005,0.000040,-9.38E-6,-0.00008,-6.5E-6,-0.00005,-0.00005,0,-0.00003,-0.00011,0.000226,0.000208,0.000420,-0.00031,0.000081,-0.00009,-0.00003,-0.00023,0.000696,0,0.000030,0.000074,-0.00007,0.000024,0.000125,0.000019,-0.00001,-0.00003,-0.00007,0.000018,0.000034,-0.00002,-0.00006,-0.00019,0.000071,-0.00011,-0.00005,-0.00007,0.000057,-0.00029,-0.00010,0.000011,0.000021,-9.18E-6,0.000050,0.000023,-5.37E-6
36,"UN(5,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
