Row,CovParm,CovP1,CovP2,CovP3,CovP4,CovP5,CovP6,CovP7,CovP8,CovP9,CovP10,CovP11,CovP12,CovP13,CovP14,CovP15,CovP16,CovP17,CovP18,CovP19,CovP20,CovP21,CovP22,CovP23,CovP24,CovP25,CovP26,CovP27,CovP28,CovP29,CovP30,CovP31,CovP32,CovP33,CovP34,CovP35,CovP36,CovP37,CovP38,CovP39,CovP40,CovP41,CovP42,CovP43,CovP44,CovP45,CovP46,CovP47,CovP48,CovP49,CovP50,CovP51,CovP52,CovP53,CovP54,CovP55,CovP56,CovP57,CovP58,CovP59,CovP60,CovP61,CovP62,CovP63
11,"UN(5,1)",0.000169,0.000400,0.000057,-0.00025,-0.00005,-0.00001,0.000198,-5.09E-6,-6.7E-6,-0.00005,0.000566,0.000070,-0.00004,-0.00002,0.000068,-0.00023,-0.00007,0.000067,4.251E-6,-0.00009,0.000048,-0.00005,-0.00016,-0.00007,0.000111,-0.00006,0.000133,-0.00009,-0.00009,4.064E-6,0,-0.00024,-0.00005,-0.00013,-0.00010,0,0.000083,0.000073,-8.22E-6,0.000036,0.000083,-0.00004,-0.00001,-8.72E-6,-0.00002,3.813E-6,0.000011,-5.92E-6,1.314E-6,1.285E-6,4.704E-6,-0.00002,-8.45E-6,-0.00003,0.000020,-6.36E-6,-0.00005,-2.98E-6,3.701E-6,-4.79E-6,2.564E-6,9.986E-6,-3.06E-7
12,"UN(5,2)",0.000016,0.000085,0.000478,-0.00001,-0.00009,-0.00010,0.000023,0.000129,0.000055,0.000019,0.000070,0.000444,0.000062,0.000043,0.000254,-0.00004,-0.00024,0.000027,-0.00008,-0.00022,0.000138,-0.00001,-0.00005,-0.00029,0.000019,0.000087,0.000049,-0.00002,-0.00005,-0.00006,0,-0.00004,-0.00023,-0.00005,0.000055,0,0.000021,0.000105,-2.43E-6,0.000019,0.000049,-0.00004,-6.19E-6,-0.00003,-0.00008,7.58E-6,0.000037,-0.00002,-5.76E-6,-0.00003,0.000020,-4.92E-6,-0.00003,-0.00013,0.000063,-0.00006,-0.00021,5.267E-6,0.000011,-0.00001,4.232E-6,0.000029,3.733E-7
13,"UN(5,3)",-8.51E-6,-6.74E-6,0.000171,0.000113,0.000499,-0.00072,-1.95E-6,0.000079,0.000285,0.000034,-0.00004,0.000062,0.000848,5.503E-6,-0.00019,-0.00004,-0.00035,-0.00010,-0.00019,-0.00041,0.000339,-0.00003,-0.00010,-0.00012,0.000030,-0.00020,0.000397,-0.00005,-0.00005,-0.00014,0,-0.00013,-0.00011,-0.00039,-6.85E-7,0,0.000065,0.000176,1.12E-8,0.000089,0.000226,-0.00014,1.768E-6,0.000016,0.000104,-0.00001,-0.00004,0.000016,7.615E-6,0.000040,1.886E-6,7.053E-6,0.000027,0.000157,-0.00005,0.000045,0.000220,-2.18E-6,-0.00003,-2.8E-6,-0.00001,-0.00004,0.000015
14,"UN(5,4)",-0.00002,-0.00002,-7.6E-6,6.263E-6,0.000041,-0.00003,0.000055,0.000466,-0.00030,0.000312,-0.00002,0.000043,5.503E-6,0.000690,0.000146,0.000011,-0.00011,0.000060,-0.00024,-0.00019,0.000085,-0.00001,-0.00006,0.000069,0.000044,-0.00006,0.000037,-0.00002,-0.00031,0.000254,0,-0.00010,0.000052,-0.00004,-0.00047,0,0.000028,0.000103,-0.00009,0.000100,0.000175,-0.00006,-3.23E-6,-2.3E-7,-0.00003,2.712E-6,0.000021,-0.00001,-0.00003,-0.00003,0.000020,-0.00012,-4.61E-6,-0.00006,0.000038,-0.00006,-0.00010,3.557E-6,9.537E-6,-5.87E-6,0.000015,0.000016,-1.6E-6
15,"UN(5,5)",0.000011,0.000045,0.000170,-0.00003,-0.00012,0.000096,0.000022,0.000098,-0.00007,0.000051,0.000068,0.000254,-0.00019,0.000146,0.000388,-0.00002,-0.00011,0.000066,-0.00006,-0.00015,0.000066,2.967E-6,7.762E-6,0.000025,-3.73E-7,5.139E-6,-0.00002,3.479E-6,-3.68E-6,0.000018,0,9.281E-6,0.000021,0.000024,-0.00002,0,-5.11E-7,5.815E-6,-0.00001,7.516E-6,0.000019,-5.73E-6,-6.94E-6,-0.00003,-0.00014,0.000014,0.000060,-0.00003,-0.00001,-0.00005,0.000021,-0.00002,-0.00005,-0.00022,0.000093,-0.00008,-0.00035,7.166E-6,0.000031,-0.00001,0.000011,0.000048,-5.37E-6
16,"UN(6,1)",-0.00025,-0.00038,-0.00005,-0.00083,-0.00001,0.000223,-0.00025,2.895E-6,0.000099,0.000070,-0.00023,-0.00004,-0.00004,0.000011,-0.00002,0.001276,0.000140,-0.00004,-0.00009,0.000125,-0.00032,0.000131,0.000111,0.000055,0.000167,0.000091,0.000108,0.000147,0.000083,0.000132,0,0.000067,0.000025,0.000061,0.000025,0,-0.00033,-0.00014,-0.00019,-0.00016,-0.00007,0.000230,4.323E-6,-6.08E-6,-3.64E-6,-6.73E-6,-8.97E-6,-8.09E-6,6.906E-6,-2.72E-6,-0.00001,0.000040,3.548E-6,4.897E-6,-3.43E-6,9.889E-6,0.000013,5.494E-6,6.1E-6,0.000011,5.263E-6,-6.24E-6,-2.21E-6
17,"UN(6,2)",-0.00003,-0.00013,-0.00046,-0.00006,-0.00059,-0.00024,-0.00003,-0.00023,-0.00009,-0.00002,-0.00007,-0.00024,-0.00035,-0.00011,-0.00011,0.000140,0.000962,0.000463,0.000159,0.000529,-0.00085,0.000039,0.000124,0.000235,0.000029,0.000255,-0.00008,0.000040,0.000207,-0.00001,0,0.000067,0.000101,0.000165,0.000099,0,-0.00012,-0.00053,-0.00002,-0.00007,-0.00028,0.000282,2.369E-6,4.914E-6,-0.00001,6.685E-7,-0.00003,-9.37E-6,4.195E-6,9.477E-6,-3.91E-6,4.274E-6,6.934E-6,0.000023,-0.00003,0.000015,0.000056,-7.22E-6,0.000030,0.000020,-1.43E-6,8.883E-6,-0.00002
18,"UN(6,3)",3.576E-7,0.000026,-0.00013,-0.00008,-0.00063,-0.00233,8.847E-6,-0.00006,-0.00045,-0.00003,0.000067,0.000027,-0.00010,0.000060,0.000066,-0.00004,0.000463,0.002404,0.000281,-0.00014,-0.00188,0.000061,0.000031,0.000047,0.000181,0.000127,0.000541,0.000060,-0.00002,0.000211,0,-0.00001,-6.34E-6,-0.00003,-0.00008,0,-0.00019,-0.00007,-0.00067,-0.00005,0.000158,0.000462,-1.47E-6,-8.27E-6,-0.00004,8.051E-7,-0.00003,-0.00003,-5.58E-6,-0.00001,0.000012,-0.00002,-9.48E-6,-0.00004,6.652E-6,-0.00002,-0.00005,6.432E-6,0.000050,0.000024,-4.17E-6,0.000027,-0.00002
19,"UN(6,4)",0.000012,0.000031,-0.00003,0.000090,-0.00007,-0.00011,-0.00010,-0.00042,-0.00093,-0.00040,4.251E-6,-0.00008,-0.00019,-0.00024,-0.00006,-0.00009,0.000159,0.000281,0.001411,0.000289,-0.00063,0.000038,0.000038,-4.05E-6,0.000062,0.000011,-0.00004,0.000107,0.000192,0.000343,0,0.000035,0.000022,0.000086,0.000064,0,-0.00016,-0.00008,-0.00010,-0.00063,-0.00015,0.000454,2.255E-6,-3.62E-6,1.844E-6,-8.82E-6,-7.44E-6,-4.91E-6,0.000027,-9.49E-6,-0.00003,0.000234,5.422E-6,5.639E-6,-0.00001,0.000049,0.000024,6.572E-6,9.239E-6,0.000016,-0.00002,-2.26E-6,-9.16E-6
20,"UN(6,5)",-0.00002,-0.00008,-0.00023,-0.00002,-0.00023,0.000398,-0.00004,-0.00018,-0.00009,-0.00007,-0.00009,-0.00022,-0.00041,-0.00019,-0.00015,0.000125,0.000529,-0.00014,0.000289,0.000707,-0.00050,0.000018,0.000061,0.000073,-0.00002,0.000118,-0.00024,0.000029,0.000135,3.28E-7,0,0.000082,0.000061,0.000231,0.000151,0,-0.00006,-0.00028,0.000141,-0.00017,-0.00041,0.000242,3.336E-6,8.094E-6,0.000021,-9.03E-7,-0.00001,8.305E-6,0.000010,0.000015,-0.00002,0.000047,0.000013,0.000042,-0.00003,0.000037,0.000089,-8.7E-6,-4.95E-6,9.767E-6,3.339E-6,-6.29E-6,-0.00002
21,"UN(6,6)",0.000042,0.000092,0.000242,0.000198,0.000553,0.001228,0.000063,0.000188,0.000416,0.000071,0.000048,0.000138,0.000339,0.000085,0.000066,-0.00032,-0.00085,-0.00188,-0.00063,-0.00050,0.002897,-0.00005,-0.00006,-0.00007,-0.00011,-0.00015,-0.00021,-0.00007,-0.00012,-0.00023,0,-0.00004,-0.00004,-0.00011,-0.00004,0,0.000221,0.000303,0.000492,0.000409,0.000188,-0.00106,-2.1E-6,-7.65E-7,6.347E-6,-4.09E-8,0.000018,0.000018,-0.00001,-1.05E-6,7.077E-6,-0.00008,-3.85E-6,-7.83E-6,6.034E-6,-0.00002,-0.00002,4.679E-6,-0.00003,-0.00003,0.000014,2.785E-6,0.000047
22,"UN(1,1)",-0.00035,-0.00010,-0.00003,-0.00016,-0.00005,-0.00006,-0.00016,-0.00005,-0.00007,-0.00002,-0.00005,-0.00001,-0.00003,-0.00001,2.967E-6,0.000131,0.000039,0.000061,0.000038,0.000018,-0.00005,0.000742,0.000205,0.000050,0.000322,0.000093,0.000120,0.000287,0.000080,0.000140,0,0.000120,0.000024,0.000069,0.000022,0,-0.00027,-0.00008,-0.00012,-0.00007,-0.00004,0.000092,-0.00025,-0.00006,-0.00001,-0.00003,-9.64E-6,-5.34E-6,-0.00006,-0.00001,-0.00001,0.000030,-0.00006,-9.08E-6,-8.68E-6,-4.08E-6,-4.23E-6,0.000030,7.711E-6,6.362E-6,-9.22E-7,4.154E-6,-2.47E-6
23,"UN(2,1)",-0.00013,-0.00031,-0.00013,-0.00002,-0.00014,0.000043,-0.00004,-0.00014,-0.00001,2.127E-6,-0.00016,-0.00005,-0.00010,-0.00006,7.762E-6,0.000111,0.000124,0.000031,0.000038,0.000061,-0.00006,0.000205,0.000595,0.000256,-0.00003,0.000261,-0.00011,0.000070,0.000224,-1.13E-6,0,0.000360,0.000109,0.000195,0.000113,0,-0.00019,-0.00023,-0.00004,-0.00006,-0.00013,0.000105,-0.00004,-0.00022,-0.00009,-0.00004,-0.00005,-5.69E-6,-9.84E-6,-0.00005,-0.00001,5.172E-6,-0.00014,-0.00005,-0.00004,-0.00002,-3.06E-6,0.000055,0.000035,0.000014,0.000011,0.000018,-0.00001
24,"UN(2,2)",-0.00004,-0.00017,-0.00078,-0.00002,-0.00010,4.218E-6,-1.65E-6,0.000024,-0.00005,5.517E-7,-0.00007,-0.00029,-0.00012,0.000069,0.000025,0.000055,0.000235,0.000047,-4.05E-6,0.000073,-0.00007,0.000050,0.000256,0.001436,-6.3E-6,0.000017,-0.00005,5.73E-6,-0.00004,0.000088,0,0.000114,0.000614,0.000159,-0.00015,0,-0.00007,-0.00036,-0.00005,0.000013,-0.00010,0.000090,-2.61E-6,-0.00005,-0.00066,-0.00002,-0.00018,-6.35E-6,3.146E-6,0.000031,-0.00003,2.999E-6,-0.00001,-0.00028,-0.00016,0.000076,0.000034,0.000011,0.000156,0.000050,-6.85E-6,0.000055,-0.00004
25,"UN(3,1)",-0.00015,0.000013,4.223E-6,-0.00036,-0.00006,-0.00031,-0.00002,4.837E-6,-0.00014,3.108E-6,0.000111,0.000019,0.000030,0.000044,-3.73E-7,0.000167,0.000029,0.000181,0.000062,-0.00002,-0.00011,0.000322,-0.00003,-6.3E-6,0.000730,0.000115,0.000602,0.000042,-0.00002,0.000249,0,-0.00022,-0.00003,-0.00004,-0.00008,0,-0.00033,-0.00005,-0.00035,-0.00011,0.000029,0.000208,-0.00003,-0.00005,-0.00004,-0.00021,-0.00005,-0.00006,0.000016,-0.00001,-0.00005,1.483E-6,0.000040,-0.00002,-0.00003,8.921E-7,-0.00002,0.000081,0.000031,0.000035,0.000021,0.000020,-0.00002
26,"UN(3,2)",-0.00005,-0.00013,-7.84E-6,-0.00009,-0.00049,-0.00001,-2.54E-6,-0.00004,0.000017,2.63E-6,-0.00006,0.000087,-0.00020,-0.00006,5.139E-6,0.000091,0.000255,0.000127,0.000011,0.000118,-0.00015,0.000093,0.000261,0.000017,0.000115,0.000927,-0.00019,0.000015,0.000054,-0.00002,0,0.000142,-0.00013,0.000477,0.000107,0,-0.00016,-0.00049,-0.00016,-0.00004,-0.00029,0.000268,-7.41E-6,-0.00005,-0.00025,-0.00003,-0.00034,-0.00013,-2.78E-6,-2.99E-6,0.000012,-1.89E-6,-0.00003,-0.00011,-0.00015,-0.00004,-0.00013,0.000023,0.000185,0.000099,5.731E-6,0.000110,-0.00007
27,"UN(3,3)",-0.00006,0.000050,0.000023,-0.00029,0.000085,-0.00119,0.000020,0.000029,0.000019,6.686E-6,0.000133,0.000049,0.000397,0.000037,-0.00002,0.000108,-0.00008,0.000541,-0.00004,-0.00024,-0.00021,0.000120,-0.00011,-0.00005,0.000602,-0.00019,0.002347,-0.00004,-0.00008,-0.00006,0,-0.00027,-0.00010,-0.00076,-0.00008,0,-0.00021,0.000180,-0.00103,0.000075,0.000481,0.000361,-3.36E-6,8.274E-7,0.000033,-0.00006,-0.00017,-0.00066,5.697E-6,0.000051,0.000061,-7.73E-6,0.000029,0.000144,0.000110,0.000034,0.000148,0.000019,0.000033,0.000263,-0.00003,-0.00009,-0.00009
28,"UN(4,1)",-0.00016,-0.00003,1.092E-6,1.702E-7,2.892E-6,0.000038,-0.00038,-0.00011,-0.00020,-0.00007,-0.00009,-0.00002,-0.00005,-0.00002,3.479E-6,0.000147,0.000040,0.000060,0.000107,0.000029,-0.00007,0.000287,0.000070,5.73E-6,0.000042,0.000015,-0.00004,0.000803,0.000222,0.000399,0,0.000176,0.000034,0.000092,0.000052,0,-0.00032,-0.00009,-0.00014,-0.00020,-0.00006,0.000144,-0.00006,-0.00002,-6.07E-7,4.381E-6,-1.27E-6,1.283E-6,-0.00027,-0.00007,-0.00005,0.000105,-0.00006,-7.99E-6,-9.28E-6,-0.00003,-5.27E-6,0.000057,0.000014,0.000012,1.887E-6,8.602E-6,-6.09E-6
29,"UN(4,2)",-0.00005,-0.00013,0.000043,5.506E-6,0.000016,0.000062,-0.00014,-0.00066,-0.00003,8.554E-6,-0.00009,-0.00005,-0.00005,-0.00031,-3.68E-6,0.000083,0.000207,-0.00002,0.000192,0.000135,-0.00012,0.000080,0.000224,-0.00004,-0.00002,0.000054,-0.00008,0.000222,0.001282,-0.00009,0,0.000154,0.000087,0.000105,0.000698,0,-0.00014,-0.00043,0.000041,-0.00033,-0.00027,0.000223,-8.78E-6,-0.00005,0.000022,-0.00001,-8.09E-6,0.000018,-0.00004,-0.00049,-0.00010,0.000018,-0.00003,-0.00001,-0.00004,-0.00027,0.000035,0.000021,0.000090,0.000018,0.000113,0.000058,-0.00004
30,"UN(4,3)",-0.00007,-1.33E-6,-0.00004,-0.00014,0.000026,0.000119,-0.00019,0.000048,-0.00074,-0.00003,4.064E-6,-0.00006,-0.00014,0.000254,0.000018,0.000132,-0.00001,0.000211,0.000343,3.28E-7,-0.00023,0.000140,-1.13E-6,0.000088,0.000249,-0.00002,-0.00006,0.000399,-0.00009,0.001518,0,1.834E-6,0.000107,0.000226,-0.00050,0,-0.00026,6.244E-6,-0.00050,-0.00068,0.000011,0.000483,-0.00001,-0.00002,-0.00005,-0.00005,7.605E-6,0.000027,-0.00004,-0.00013,-0.00047,0.000064,-6.61E-6,-0.00009,-0.00006,0.000077,-0.00008,0.000034,0.000038,0.000086,0.000186,0.000035,-0.00008
31,"UN(4,4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"UN(5,1)",-0.00006,-0.00017,-0.00005,0.000111,-0.00006,0.000144,-0.00009,-0.00009,1.841E-6,-0.00001,-0.00024,-0.00004,-0.00013,-0.00010,9.281E-6,0.000067,0.000067,-0.00001,0.000035,0.000082,-0.00004,0.000120,0.000360,0.000114,-0.00022,0.000142,-0.00027,0.000176,0.000154,1.834E-6,0,0.000517,0.000086,0.000270,0.000165,0,-0.00017,-0.00014,0.000011,-0.00007,-0.00017,0.000085,-0.00004,-0.00013,-0.00003,0.000048,-0.00002,0.000019,-0.00006,-0.00003,-4.11E-6,0.000020,-0.00021,-0.00003,-0.00004,-0.00003,-0.00001,0.000040,0.000016,3.507E-6,5.133E-6,0.000018,-5.7E-6
33,"UN(5,2)",-0.00002,-0.00007,-0.00032,0.000016,0.000051,0.000086,-0.00002,-0.00005,-0.00007,-1.34E-6,-0.00005,-0.00023,-0.00011,0.000052,0.000021,0.000025,0.000101,-6.34E-6,0.000022,0.000061,-0.00004,0.000024,0.000109,0.000614,-0.00003,-0.00013,-0.00010,0.000034,0.000087,0.000107,0,0.000086,0.000458,0.000125,-0.00011,0,-0.00004,-0.00019,-3.54E-6,-0.00002,-0.00008,0.000055,-1.62E-6,-0.00003,-0.00027,-8.35E-6,-0.00002,0.000058,-1.1E-6,-0.00003,-0.00005,7.234E-6,-9.7E-6,-0.00022,-0.00012,0.000057,0.000023,7.012E-6,0.000071,0.000013,8.268E-6,0.000042,-0.00002
34,"UN(5,3)",-0.00003,-0.00009,-0.00008,0.000021,-0.00023,0.000398,-0.00005,-0.00005,-0.00011,-6.34E-6,-0.00013,-0.00005,-0.00039,-0.00004,0.000024,0.000061,0.000165,-0.00003,0.000086,0.000231,-0.00011,0.000069,0.000195,0.000159,-0.00004,0.000477,-0.00076,0.000092,0.000105,0.000226,0,0.000270,0.000125,0.000787,0.000074,0,-0.00013,-0.00036,0.000013,-0.00017,-0.00049,0.000275,-7.65E-6,-0.00004,-0.00022,-0.00002,-0.00014,0.000151,-0.00001,-0.00006,-0.00009,0.000012,-0.00005,-0.00024,-0.00028,-0.00004,-0.00019,0.000023,0.000132,0.000017,0.000049,0.000180,-0.00006
35,"UN(5,4)",-0.00001,-0.00006,0.000085,0.000045,-0.00003,0.000018,-0.00003,-0.00034,0.000239,9.9E-6,-0.00010,0.000055,-6.85E-7,-0.00047,-0.00002,0.000025,0.000099,-0.00008,0.000064,0.000151,-0.00004,0.000022,0.000113,-0.00015,-0.00008,0.000107,-0.00008,0.000052,0.000698,-0.00050,0,0.000165,-0.00011,0.000074,0.000996,0,-0.00005,-0.00021,0.000156,-0.00018,-0.00032,0.000117,-4.66E-6,-0.00002,0.000062,8.535E-6,-0.00002,7.354E-6,-0.00002,-0.00025,0.000102,-0.00001,-0.00004,0.000065,-0.00002,-0.00040,0.000046,9.423E-6,0.000035,-0.00002,0.000059,0.000065,-0.00002
36,"UN(5,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
