Row,CovParm,CovP1,CovP2,CovP3,CovP4,CovP5,CovP6,CovP7,CovP8,CovP9,CovP10,CovP11,CovP12,CovP13,CovP14,CovP15,CovP16,CovP17,CovP18,CovP19,CovP20,CovP21,CovP22,CovP23,CovP24,CovP25,CovP26,CovP27,CovP28,CovP29,CovP30,CovP31,CovP32,CovP33,CovP34,CovP35,CovP36,CovP37,CovP38,CovP39,CovP40,CovP41,CovP42,CovP43,CovP44,CovP45,CovP46,CovP47,CovP48,CovP49,CovP50,CovP51,CovP52,CovP53,CovP54,CovP55,CovP56,CovP57,CovP58,CovP59,CovP60,CovP61,CovP62,CovP63
13,"UN(5,3)",-0.00004,-0.00003,0.000131,0.000320,0.000870,0.000159,0.000045,0.000088,-0.00010,-0.00003,-0.00004,0.000116,0.000996,0.000094,0.000063,-0.00014,-0.00048,-0.00044,9.204E-6,-0.00054,0.000417,-0.00002,-7.28E-6,0.000041,-0.00009,-0.00018,0.000181,-5.32E-7,-3.61E-6,9.91E-6,3.068E-7,9.635E-6,0.000111,-0.00034,-8.19E-6,0.000261,0.000049,0.000082,-0.00003,-4E-6,0.000139,-0.00001,-6.86E-9,-2.45E-8,-7.24E-8,-9.22E-8,-2.49E-7,-7.24E-8,-1.12E-8,-3.47E-8,-2.74E-8,-1.83E-8,-1.04E-8,-4.58E-8,-2.15E-7,-4.96E-8,-5.52E-8,3.685E-8,9.98E-8,1.202E-7,1.811E-8,7.391E-8,-7.46E-8
14,"UN(5,4)",0.000037,-0.00004,-0.00049,0.000050,0.000074,0.000030,0.000226,0.000597,-3.26E-6,-0.00014,0.000020,-0.00036,0.000094,0.000689,-0.00018,-0.00005,0.000063,-0.00006,-0.00023,-0.00002,0.000050,0.000014,0.000037,0.000088,-8.01E-6,-0.00003,2.719E-6,-0.00013,-0.00024,0.000125,0.000023,0.000025,0.000084,-8.21E-6,-0.00041,0.000024,3.585E-6,4.608E-6,-3.97E-6,0.000016,0.000013,-1.12E-6,-1.39E-8,-3.12E-9,9.049E-8,-9.56E-9,-3.01E-8,1.694E-8,-6.38E-8,-1.77E-7,-8.31E-8,-2.75E-8,-1.94E-8,5.776E-8,-4.68E-8,-1.26E-7,2.972E-8,1.95E-8,2.499E-8,1.566E-8,1.073E-7,3.6E-8,-3.77E-8
15,"UN(5,5)",0.000203,0.000501,0.001265,0.000026,0.000108,0.000070,-0.00006,-0.00017,-0.00002,0.000023,0.000586,0.001436,0.000063,-0.00018,0.001689,-0.00022,-0.00058,-0.00009,0.000081,-0.00063,0.000293,-0.00009,-0.00016,-0.00028,0.000086,0.000150,-0.00008,8.135E-6,0.000014,-7.46E-6,-7.88E-7,-0.00028,-0.00049,0.000261,0.000025,-0.00085,0.000012,0.000020,-0.00001,-1.11E-6,0.000035,-1.5E-6,-4.37E-8,-1.29E-7,-3.68E-7,-1.98E-8,-3.65E-8,6.274E-8,-2.03E-8,-6.22E-8,-2.67E-8,-2.07E-9,-1.21E-7,-3.65E-7,-1.01E-7,-4.14E-8,-2.98E-7,5.488E-8,1.498E-7,-1.51E-8,3.582E-8,1.781E-7,-4.72E-8
16,"UN(6,1)",-0.00019,-0.00045,-0.00024,-0.00059,-0.00014,0.000077,-0.00007,-0.00005,-0.00003,-9.39E-6,-0.00041,-0.00023,-0.00014,-0.00005,-0.00022,0.000979,0.000302,-0.00001,0.000056,0.000298,-0.00018,0.000310,0.000125,0.000050,0.000153,0.000055,0.000023,5.089E-6,8.748E-7,-6.21E-6,-1.38E-6,0.000070,0.000030,0.000049,3.532E-6,0.000012,-0.00044,-0.00016,-0.00008,0.000015,-0.00014,0.000294,3.449E-8,9.82E-8,8.132E-8,8.602E-8,4.529E-8,1.028E-9,7.014E-8,4.933E-8,2.658E-8,3.241E-8,8.926E-8,7.5E-8,4.604E-8,4.381E-8,6.818E-8,-1.46E-7,-7.93E-8,1.485E-8,-5.71E-8,-8.49E-8,-7.97E-8
17,"UN(6,2)",-0.00007,-0.00021,-0.00093,-0.00017,-0.00068,-0.00010,8.646E-7,0.000050,0.000168,0.000041,-0.00017,-0.00074,-0.00048,0.000063,-0.00058,0.000302,0.001200,0.000291,-0.00025,0.000862,-0.00070,0.000108,0.000167,0.000130,0.000035,0.000122,-0.00002,-0.00002,-1.26E-6,-0.00003,-4.86E-6,0.000098,0.000058,0.000082,4.54E-6,0.000020,-0.00016,-0.00036,7.943E-6,0.000068,-0.00023,0.000135,1.123E-8,6.329E-8,2.86E-7,3.788E-8,1.548E-7,2.549E-8,2.007E-8,9.255E-8,2.05E-10,-1.19E-8,5.06E-8,2.203E-7,1.024E-7,6.031E-8,1.65E-7,-6.62E-8,-2.91E-7,-6.64E-8,-3.25E-9,-1.97E-7,1.504E-7
18,"UN(6,3)",-9.03E-6,0.000035,-0.00007,-0.00004,-0.00048,-0.00120,1.291E-6,-0.00006,-0.00014,-0.00002,0.000053,-0.00008,-0.00044,-0.00006,-0.00009,-0.00001,0.000291,0.001263,0.000142,0.000246,-0.00099,0.000025,-7.75E-6,-0.00001,0.000122,0.000039,0.000201,2.735E-6,-3.71E-7,0.000011,2.627E-7,-0.00005,-0.00002,-0.00003,-3.97E-6,-0.00001,-0.00008,7.984E-6,-0.00032,-8.69E-6,0.000114,0.000266,1.5E-10,1.325E-8,3.125E-8,3.091E-8,1.561E-7,2.729E-7,1.187E-8,2.019E-8,1.08E-7,1.615E-8,1.471E-8,2.747E-9,1.233E-7,1.47E-9,-2.83E-8,-1.63E-8,-9.18E-8,-2.88E-7,-7.43E-8,-7.12E-8,1.7E-7
19,"UN(6,4)",4.817E-6,-8.7E-6,0.000252,-0.00004,0.000121,-0.00014,-0.00009,-0.00025,-0.00040,-0.00009,-0.00002,0.000159,9.204E-6,-0.00023,0.000081,0.000056,-0.00025,0.000142,0.000665,-0.00006,-0.00012,-0.00002,-0.00003,-0.00003,-5.56E-6,-0.00003,3.065E-6,0.000152,0.000068,0.000138,0.000026,-5.48E-6,-5.34E-6,-3.97E-6,0.000016,-1.08E-6,0.000014,0.000068,-8.74E-6,-0.00037,0.000011,0.000025,3.359E-9,2.4E-11,-3.2E-8,1.603E-8,-1.92E-8,1.524E-8,1.233E-8,1.087E-7,1.107E-7,1.525E-7,4.188E-9,2.215E-9,5.699E-9,1.263E-7,3.07E-8,-1.98E-8,4.175E-8,-4.47E-8,-1.44E-7,-6.9E-9,4.717E-8
20,"UN(6,5)",-0.00006,-0.00019,-0.00064,-0.00015,-0.00048,-0.00009,-0.00002,-9.11E-6,0.000053,0.000014,-0.00021,-0.00065,-0.00054,-0.00002,-0.00063,0.000298,0.000862,0.000246,-0.00006,0.000974,-0.00062,0.000105,0.000116,0.000084,-1.39E-6,0.000061,-0.00009,-1.68E-7,5.622E-6,-8.36E-6,-7.7E-7,0.000166,0.000084,0.000139,0.000013,0.000035,-0.00014,-0.00023,0.000114,0.000011,-0.00039,0.000032,1.288E-8,5.622E-8,1.932E-7,4.652E-8,9.498E-8,1.522E-8,2.429E-8,8.798E-8,2.011E-8,2.404E-8,4.316E-8,1.942E-7,8.922E-8,9.162E-8,2.068E-7,-7.29E-8,-2.16E-7,-9.13E-8,-4.65E-8,-1.74E-7,1.798E-7
21,"UN(6,6)",0.000061,0.000044,0.000332,0.000077,0.000455,0.000629,7.721E-6,0.000054,0.000074,8.77E-6,0.000022,0.000308,0.000417,0.000050,0.000293,-0.00018,-0.00070,-0.00099,-0.00012,-0.00062,0.001623,-0.00012,-0.00006,-0.00003,-0.00011,-0.00005,-0.00010,-0.00001,-4.63E-6,-9.19E-6,-8.46E-7,-0.00001,-6.08E-6,-0.00001,-1.07E-6,-1.48E-6,0.000294,0.000135,0.000266,0.000025,0.000032,-0.00072,-295E-12,-2.98E-8,-9.02E-8,-2.39E-8,-1.02E-7,-1.05E-7,-1.74E-8,-6.77E-8,-7.3E-8,-4.76E-8,-3.03E-8,-7.35E-8,-8.94E-8,-5.78E-8,-5.59E-8,2.191E-8,2.195E-7,2.006E-7,1.43E-7,2.086E-7,-2.96E-7
22,"UN(1,1)",-0.00080,-0.00028,-0.00010,-0.00006,-0.00002,-5.16E-6,0.000041,0.000014,3.318E-6,-2.13E-6,-0.00027,-0.00009,-0.00002,0.000014,-0.00009,0.000310,0.000108,0.000025,-0.00002,0.000105,-0.00012,0.001596,0.000559,0.000196,0.000131,0.000046,0.000011,-0.00008,-0.00003,-6.16E-6,4.896E-6,0.000542,0.000190,0.000045,-0.00003,0.000184,-0.00062,-0.00022,-0.00005,0.000031,-0.00021,0.000240,-0.00018,-0.00008,-0.00004,-0.00002,-9.08E-6,-2.36E-6,-0.00003,-0.00001,-3.05E-6,-3.99E-6,-0.00007,-0.00003,-8.4E-6,-0.00001,-0.00003,0.000047,0.000021,5.405E-6,6.987E-6,0.000019,-0.00001
23,"UN(2,1)",-0.00028,-0.00042,-0.00026,0.000024,-0.00002,5.58E-6,0.000082,0.000045,4.18E-6,-7.68E-6,-0.00028,-0.00021,-7.28E-6,0.000037,-0.00016,0.000125,0.000167,-7.75E-6,-0.00003,0.000116,-0.00006,0.000559,0.000838,0.000520,-0.00004,0.000038,-0.00001,-0.00016,-0.00008,-7.92E-6,0.000016,0.000574,0.000420,0.000017,-0.00007,0.000326,-0.00025,-0.00034,0.000015,0.000063,-0.00023,0.000111,-0.00008,-0.00016,-0.00013,-9.7E-6,-0.00002,-1.19E-6,-0.00001,-0.00003,-1.79E-6,-2.63E-6,-0.00011,-0.00010,-0.00001,-0.00002,-0.00008,0.000039,0.000050,4.642E-6,6.567E-6,0.000036,-0.00002
24,"UN(2,2)",-0.00010,-0.00026,-0.00067,0.000024,0.000064,-6.03E-6,0.000052,0.000136,-0.00001,-0.00003,-0.00017,-0.00044,0.000041,0.000088,-0.00028,0.000050,0.000130,-0.00001,-0.00003,0.000084,-0.00003,0.000196,0.000520,0.001387,-0.00005,-0.00012,0.000012,-0.00010,-0.00026,0.000026,0.000054,0.000337,0.000897,-0.00008,-0.00017,0.000581,-0.00010,-0.00027,0.000024,0.000050,-0.00017,0.000052,-0.00004,-0.00013,-0.00046,-4.6E-6,-0.00002,-6.09E-7,-7.75E-6,-0.00003,-1.04E-6,-1.8E-6,-0.00008,-0.00030,-0.00001,-0.00002,-0.00019,0.000025,0.000092,3.324E-6,5.601E-6,0.000059,-0.00002
25,"UN(3,1)",-0.00006,0.000024,0.000024,-0.00029,-0.00010,-0.00005,-2.73E-6,-3.32E-6,0.000014,4.44E-7,0.000115,0.000056,-0.00009,-8.01E-6,0.000086,0.000153,0.000035,0.000122,-5.56E-6,-1.39E-6,-0.00011,0.000131,-0.00004,-0.00005,0.000588,0.000200,0.000096,2.53E-6,5.475E-6,-0.00003,-1.52E-6,-0.00023,-0.00011,0.000178,0.000014,-0.00017,-0.00031,-0.00007,-0.00025,0.000011,3.048E-6,0.000218,-0.00002,-9.69E-6,-4.59E-6,-0.00014,-0.00006,-0.00003,0.000010,4.548E-6,-0.00002,3.59E-6,0.000034,0.000015,-0.00005,0.000011,0.000032,0.000043,0.000019,0.000041,2.836E-6,6.362E-6,-0.00002
26,"UN(3,2)",-0.00002,-0.00002,0.000064,-0.00010,-0.00027,0.000050,4.449E-6,-0.00001,0.000054,1.664E-6,0.000025,0.000136,-0.00018,-0.00003,0.000150,0.000055,0.000122,0.000039,-0.00003,0.000061,-0.00005,0.000046,0.000038,-0.00012,0.000200,0.000555,-0.00010,-9.9E-6,0.000016,-0.00010,-3.12E-6,-0.00005,-0.00028,0.000377,0.000048,-0.00031,-0.00011,-0.00025,-0.00008,0.000050,-0.00012,0.000101,-9.08E-6,-0.00002,-0.00002,-0.00006,-0.00022,-0.00002,4.321E-6,0.000019,-0.00001,2.41E-6,6.486E-6,0.000057,-0.00014,0.000016,0.000079,0.000021,0.000066,0.000046,9.503E-8,0.000029,-0.00003
27,"UN(3,3)",-5.17E-6,5.581E-6,-6.02E-6,-0.00005,0.000050,-0.00041,-6.94E-7,7.598E-7,-6.23E-6,-1.25E-7,0.000020,-0.00002,0.000181,2.719E-6,-0.00008,0.000023,-0.00002,0.000201,3.065E-6,-0.00009,-0.00010,0.000011,-0.00001,0.000012,0.000096,-0.00010,0.000871,8.496E-7,-1.59E-6,4.658E-6,6.006E-7,-0.00004,0.000043,-0.00038,-3.34E-6,0.000164,-0.00005,0.000047,-0.00041,-3.58E-6,0.000181,0.000199,-2.35E-6,-1.19E-6,-6.12E-7,-0.00003,-0.00002,-0.00042,2.769E-6,1.402E-6,0.000037,-3.28E-6,8.845E-6,4.464E-6,0.000119,-0.00001,-0.00003,9.25E-6,4.672E-6,0.000124,-0.00001,-0.00003,-0.00004
28,"UN(4,1)",0.000041,0.000082,0.000052,-2.7E-6,4.451E-6,-6.87E-7,-0.00040,-0.00014,-0.00003,0.000041,0.000019,0.000029,-5.32E-7,-0.00013,8.135E-6,5.089E-6,-0.00002,2.735E-6,0.000152,-1.68E-7,-0.00001,-0.00008,-0.00016,-0.00010,2.53E-6,-9.9E-6,8.496E-7,0.000808,0.000291,0.000066,-0.00007,-0.00003,-0.00005,5.899E-7,0.000277,-0.00001,-0.00002,0.000045,-5.27E-6,-0.00031,-3.52E-6,0.000023,-0.00003,-0.00001,-7.76E-6,0.000010,4.311E-6,2.77E-6,-0.00019,-0.00008,-0.00002,-0.00006,-0.00004,-0.00002,4.455E-7,-0.00008,-0.00003,0.000038,0.000018,8.359E-7,0.000054,0.000025,-0.00002
29,"UN(4,2)",0.000014,0.000045,0.000137,-3.31E-6,-0.00001,7.62E-7,-0.00014,-0.00038,0.000035,0.000147,0.000016,0.000055,-3.61E-6,-0.00024,0.000014,8.748E-7,-1.26E-6,-3.71E-7,0.000068,5.622E-6,-4.63E-6,-0.00003,-0.00008,-0.00026,5.475E-6,0.000016,-1.59E-6,0.000291,0.000785,-0.00007,-0.00028,-0.00003,-0.00009,4.741E-6,0.000495,-0.00001,-4.48E-6,-6.85E-6,1.222E-6,-0.00014,-0.00002,0.000012,-0.00001,-0.00003,-0.00003,4.55E-6,0.000019,1.407E-6,-0.00008,-0.00030,-9.67E-6,-0.00004,-0.00003,-0.00007,0.000010,-0.00020,-0.00008,0.000020,0.000059,-1.82E-6,0.000063,0.000048,-0.00002
30,"UN(4,3)",3.322E-6,4.186E-6,-0.00001,0.000015,0.000054,-6.18E-6,-0.00003,0.000035,-0.00028,-8.51E-6,-5.58E-6,-0.00002,9.91E-6,0.000125,-7.46E-6,-6.21E-6,-0.00003,0.000011,0.000138,-8.36E-6,-9.19E-6,-6.16E-6,-7.92E-6,0.000026,-0.00003,-0.00010,4.658E-6,0.000066,-0.00007,0.000602,6.846E-6,0.000011,0.000048,-8.12E-6,-0.00026,9.077E-6,0.000011,0.000052,-0.00003,-0.00029,0.000016,0.000023,-3.06E-6,-1.79E-6,-1.03E-6,-0.00002,-0.00001,0.000037,-0.00002,-9.65E-6,-0.00029,0.000051,1.279E-6,1.543E-6,-0.00007,0.000086,0.000034,0.000010,5.98E-6,0.000048,0.000080,2.526E-6,-0.00003
31,"UN(4,4)",-2.12E-6,-7.72E-6,-0.00003,4.581E-7,1.661E-6,-1.15E-7,0.000041,0.000147,-8.47E-6,-0.00078,-1.23E-6,-4.53E-6,3.068E-7,0.000023,-7.88E-7,-1.38E-6,-4.86E-6,2.627E-7,0.000026,-7.7E-7,-8.46E-7,4.896E-6,0.000016,0.000054,-1.52E-6,-3.12E-6,6.006E-7,-0.00007,-0.00028,6.846E-6,0.001660,4.366E-6,9.663E-6,-2.14E-6,-0.00002,6.895E-6,1.096E-6,8.016E-6,1.163E-6,-0.00007,-3.57E-6,5.928E-6,-3.99E-6,-2.63E-6,-1.82E-6,3.6E-6,2.417E-6,-3.27E-6,-0.00006,-0.00004,0.000050,-0.00078,-0.00001,-7.75E-6,0.000011,-0.00016,-0.00003,0.000010,6.887E-6,-9.41E-6,0.000146,0.000030,-0.00003
32,"UN(5,1)",-0.00027,-0.00028,-0.00017,0.000115,0.000025,0.000020,0.000019,0.000016,-5.58E-6,-1.22E-6,-0.00046,-0.00022,9.635E-6,0.000025,-0.00028,0.000070,0.000098,-0.00005,-5.48E-6,0.000166,-0.00001,0.000542,0.000574,0.000337,-0.00023,-0.00005,-0.00004,-0.00003,-0.00003,0.000011,4.366E-6,0.000925,0.000455,-0.00002,-0.00004,0.000567,-0.00014,-0.00020,0.000096,8.652E-6,-0.00033,0.000026,-0.00007,-0.00011,-0.00008,0.000034,6.478E-6,8.862E-6,-0.00004,-0.00003,1.263E-6,-0.00001,-0.00015,-0.00010,2.486E-7,-0.00004,-0.00011,0.000027,0.000032,-8.2E-6,0.000013,0.000043,-8.96E-6
