Row,CovParm,CovP1,CovP2,CovP3,CovP4,CovP5,CovP6,CovP7,CovP8,CovP9,CovP10,CovP11,CovP12,CovP13,CovP14,CovP15,CovP16,CovP17,CovP18,CovP19,CovP20,CovP21,CovP22,CovP23,CovP24,CovP25,CovP26,CovP27,CovP28,CovP29,CovP30,CovP31,CovP32,CovP33,CovP34,CovP35,CovP36,CovP37,CovP38,CovP39,CovP40,CovP41,CovP42,CovP43,CovP44,CovP45,CovP46,CovP47,CovP48,CovP49,CovP50,CovP51,CovP52,CovP53,CovP54,CovP55,CovP56,CovP57,CovP58,CovP59,CovP60,CovP61,CovP62,CovP63
11,"UN(5,1)",0.002412,0.003209,0.002725,-0.00065,-0.00079,0.000147,0.000428,0.000225,-0.00010,0.000030,0.003260,0.002632,-0.00076,0.000250,0.002576,-0.00106,-0.00066,0.000254,-0.00004,-0.00064,0.000113,-0.00109,-0.00086,-0.00059,0.000261,0.000138,-4.73E-6,-0.00031,-0.00022,0.000056,-0.00009,-0.00121,-0.00080,0.000168,-0.00031,-0.00108,0.000330,0.000240,-0.00006,0.000092,0.000333,-0.00010,-0.00001,-9.92E-6,-0.00002,-7.57E-6,-6.65E-6,5.572E-6,0.000011,9.1E-6,-1.9E-6,-2.34E-6,-0.00002,-0.00002,-6.47E-6,7.666E-6,-0.00001,0.000021,0.000016,-2.12E-6,-3.48E-6,0.000012,-3.78E-6
12,"UN(5,2)",0.001273,0.002825,0.006471,-0.00032,-0.00066,0.000079,0.000362,0.000868,-0.00008,0.000102,0.002632,0.006006,-0.00060,0.000772,0.005506,-0.00106,-0.00242,0.000245,-0.00033,-0.00225,0.000911,-0.00056,-0.00076,-0.00100,0.000222,0.000321,-0.00009,-0.00006,-0.00012,0.000016,0.000021,-0.00080,-0.00112,0.000318,-0.00007,-0.00112,0.000277,0.000351,-0.00012,0.000046,0.000401,-0.00013,-0.00001,-0.00002,-0.00003,-4.44E-6,-0.00002,-4.46E-7,6.266E-6,0.000023,-2.39E-6,5.766E-6,-0.00003,-0.00006,-0.00001,0.000018,-0.00008,0.000023,0.000064,4.923E-6,-3.31E-6,0.000067,-0.00004
13,"UN(5,3)",-0.00048,-0.00067,-0.00036,0.000930,0.001884,-0.00057,0.000030,0.000239,0.000244,0.000066,-0.00076,-0.00060,0.001963,0.000186,-0.00086,-0.00016,-0.00080,-0.00057,-0.00022,-0.00071,0.000650,5.73E-6,0.000096,0.000199,-0.00035,-0.00041,0.000329,0.000031,0.000066,-0.00013,0.000022,0.000164,0.000318,-0.00061,0.000105,0.000497,0.000050,0.000012,0.000096,3.433E-6,0.000012,-0.00002,6.657E-7,-4.05E-6,-0.00002,-4.56E-6,-9.07E-6,-0.00001,-2.17E-6,3.207E-6,6.417E-6,4.357E-6,-1.94E-6,-0.00002,-0.00002,4.649E-7,-0.00002,4.676E-6,0.000025,0.000023,-2.27E-6,0.000028,-0.00004
14,"UN(5,4)",0.000083,0.000182,0.000809,0.000084,0.000226,-0.00006,0.000588,0.001173,-0.00017,0.000371,0.000250,0.000772,0.000186,0.001268,0.000813,-0.00020,-0.00062,-0.00004,-0.00048,-0.00060,0.000348,-0.00024,-0.00010,0.000058,0.000084,0.000018,-0.00003,-0.00045,-0.00041,0.000199,-0.00028,-0.00031,-0.00008,0.000100,-0.00067,-0.00037,0.000055,-5.83E-6,-0.00002,0.000149,0.000056,-8.9E-8,8.891E-7,-7.62E-8,-3.88E-6,-7.67E-7,-3.08E-6,-1.79E-6,-4.32E-6,-2.95E-6,-1.3E-6,6.935E-6,1.434E-6,-1.86E-6,-4.19E-6,-0.00001,1.071E-6,3.771E-7,5.958E-6,4.591E-6,9.193E-6,6.184E-6,-0.00001
15,"UN(5,5)",0.001186,0.002445,0.005451,-0.00041,-0.00079,0.000153,0.000385,0.000774,-0.00013,0.000129,0.002576,0.005506,-0.00086,0.000813,0.005651,-0.00091,-0.00204,0.000291,-0.00029,-0.00205,0.000763,-0.00069,-0.00071,-0.00074,0.000320,0.000339,-0.00015,-0.00024,-0.00025,0.000109,-0.00008,-0.00109,-0.00113,0.000508,-0.00037,-0.00168,0.000250,0.000244,-0.00012,0.000091,0.000383,-0.00008,-9.18E-6,-0.00002,-0.00004,-4.03E-6,-0.00002,3.135E-6,6.041E-6,0.000024,-2.61E-6,2.788E-6,-0.00003,-0.00006,-0.00002,0.000020,-0.00008,0.000021,0.000061,2.899E-6,-5.37E-6,0.000067,-0.00004
16,"UN(6,1)",-0.00037,-0.00125,-0.00122,-0.00078,-0.00017,0.000378,-0.00044,-0.00024,0.000109,0.000012,-0.00106,-0.00106,-0.00016,-0.00020,-0.00091,0.001574,0.000884,-0.00027,0.000062,0.000806,-0.00023,0.000397,0.000396,0.000303,0.000080,0.000040,-3.44E-6,0.000047,0.000064,0.000019,4.58E-6,0.000333,0.000286,0.000048,0.000050,0.000258,-0.00066,-0.00039,-0.00001,-0.00014,-0.00043,0.000291,0.000011,7.824E-6,8.537E-6,4.96E-6,5.008E-6,1.952E-6,-7.38E-6,-5.44E-6,6.619E-7,7.892E-7,0.000011,9.973E-6,2.153E-6,-4.04E-6,9.428E-6,-0.00002,-0.00001,-3.27E-6,1.71E-6,-7.23E-6,1.111E-6
17,"UN(6,2)",-0.00019,-0.00080,-0.00289,-0.00040,-0.00094,0.000103,-0.00023,-0.00072,-0.00011,-0.00016,-0.00066,-0.00242,-0.00080,-0.00062,-0.00204,0.000884,0.002413,0.000262,0.000416,0.002019,-0.00141,0.000204,0.000316,0.000511,4.729E-6,0.000018,-0.00003,-0.00001,-0.00002,-7.69E-6,-3.17E-6,0.000231,0.000367,0.000010,-0.00002,0.000259,-0.00037,-0.00062,0.000080,0.000038,-0.00045,0.000390,5.8E-6,0.000013,0.000022,5.401E-6,0.000015,6.121E-6,-7.06E-7,-0.00001,-1.5E-6,-9.17E-6,0.000015,0.000035,0.000019,-7.29E-6,0.000044,-0.00002,-0.00004,-0.00002,-3.19E-7,-0.00005,0.000049
18,"UN(6,3)",0.000038,0.000275,0.000164,0.000069,-0.00078,-0.00114,0.000102,-0.00009,-0.00040,-0.00011,0.000254,0.000245,-0.00057,-0.00004,0.000291,-0.00027,0.000262,0.001359,0.000287,0.000071,-0.00095,-3.29E-6,-0.00004,-0.00010,0.000120,0.000170,0.000090,-0.00001,-0.00002,-6.9E-6,-8.09E-7,-0.00006,-0.00012,0.000105,-0.00001,-0.00012,-8.31E-6,0.000083,-0.00038,0.000040,0.000161,0.000083,-2.76E-6,3.179E-7,7.132E-6,5.258E-6,9.189E-6,0.000015,4.124E-6,1.065E-7,-6.05E-6,-5.79E-6,-2.16E-6,7.645E-6,0.000014,2.385E-6,6.858E-6,-1.38E-6,-0.00002,-0.00003,7.046E-8,-0.00002,0.000046
19,"UN(6,4)",-0.00004,-0.00002,-0.00036,-4.14E-7,-0.00026,-0.00018,-0.00010,-0.00059,-0.00038,-0.00033,-0.00004,-0.00033,-0.00022,-0.00048,-0.00029,0.000062,0.000416,0.000287,0.000796,0.000412,-0.00050,0.000091,0.000053,-0.00003,6.961E-6,-0.00002,-9.62E-6,0.000147,0.000213,0.000052,3.454E-6,0.000090,0.000050,3.95E-6,0.000155,0.000091,-0.00014,0.000025,0.000035,-0.00044,-0.00013,0.000011,-8.72E-7,6.182E-7,3.85E-6,3.252E-7,2.887E-6,2.418E-6,3.532E-6,-6.52E-7,2.307E-6,-2.76E-6,-7.66E-7,2.683E-6,1.939E-6,3.089E-6,-9.27E-9,-1.08E-7,-6.84E-6,-5.62E-6,-8.64E-6,-3.89E-6,0.000013
20,"UN(6,5)",-0.00020,-0.00071,-0.00243,-0.00033,-0.00069,0.000229,-0.00023,-0.00064,-0.00006,-0.00012,-0.00064,-0.00225,-0.00071,-0.00060,-0.00205,0.000806,0.002019,0.000071,0.000412,0.002001,-0.00117,0.000254,0.000309,0.000385,-9.06E-6,-0.00004,-0.00005,0.000048,0.000061,0.000015,5.365E-6,0.000324,0.000420,0.000010,0.000048,0.000405,-0.00042,-0.00046,0.000165,-0.00013,-0.00062,0.000267,4.481E-6,0.000012,0.000023,4.532E-6,0.000016,7.078E-6,-6.38E-7,-0.00001,-2.47E-6,-6.1E-6,0.000014,0.000033,0.000019,-8.3E-6,0.000040,-0.00001,-0.00004,-0.00002,2.799E-6,-0.00005,0.000049
21,"UN(6,6)",0.000058,0.000147,0.001087,0.000077,0.000772,0.000559,0.000032,0.000412,0.000306,0.000171,0.000113,0.000911,0.000650,0.000348,0.000763,-0.00023,-0.00141,-0.00095,-0.00050,-0.00117,0.001870,-0.00009,-0.00013,-0.00019,-0.00003,-0.00005,-6.33E-6,-7.65E-7,-3.41E-6,4.598E-6,2.4E-6,-0.00009,-0.00014,-0.00003,2.884E-6,-0.00009,0.000264,0.000401,0.000094,-2E-6,0.000281,-0.00081,-4.98E-7,-5.34E-6,-0.00001,-5.92E-6,-0.00001,-0.00001,-3.55E-6,5.274E-6,4.651E-6,9.046E-6,-4.84E-6,-0.00002,-0.00002,1.018E-6,-0.00002,8.54E-6,0.000025,0.000029,2.167E-6,0.000031,-0.00005
22,"UN(1,1)",-0.00174,-0.00088,-0.00045,7.314E-6,2.814E-6,2.032E-6,-0.00038,-0.00020,1.951E-6,-0.00009,-0.00109,-0.00056,5.73E-6,-0.00024,-0.00069,0.000397,0.000204,-3.29E-6,0.000091,0.000254,-0.00009,0.003543,0.001791,0.000909,-0.00003,-0.00002,5.419E-7,0.000777,0.000397,-6.86E-6,0.000178,0.002224,0.001131,-0.00002,0.000494,0.001405,-0.00081,-0.00041,6.748E-6,-0.00018,-0.00051,0.000188,-0.00029,-0.00011,-0.00004,0.000010,3.208E-6,-1.07E-6,0.000017,5.889E-6,-1.61E-6,2.643E-6,-0.00011,-0.00004,1.742E-6,5.845E-6,-0.00005,0.000073,0.000029,-1.25E-6,-1.01E-6,0.000032,-0.00002
23,"UN(2,1)",-0.00089,-0.00099,-0.00076,0.000147,0.000080,5.831E-7,-0.00005,-0.00014,0.000031,0.000019,-0.00086,-0.00076,0.000096,-0.00010,-0.00071,0.000396,0.000316,-0.00004,0.000053,0.000309,-0.00013,0.001791,0.001991,0.001545,-0.00029,-0.00016,3.989E-6,0.000103,0.000282,-0.00007,-0.00004,0.001729,0.001543,-0.00019,0.000197,0.001460,-0.00080,-0.00065,0.000073,-0.00010,-0.00063,0.000270,-0.00012,-0.00024,-0.00016,-0.00001,4.615E-6,1.6E-6,0.000014,0.000015,-6.54E-7,3.512E-7,-0.00018,-0.00014,1.884E-6,0.000012,-0.00012,0.000072,0.000073,1.122E-7,-4.83E-6,0.000060,-0.00003
24,"UN(2,2)",-0.00047,-0.00079,-0.00133,0.000153,0.000262,-0.00005,0.000044,0.000075,-0.00001,-4.95E-6,-0.00059,-0.00100,0.000199,0.000058,-0.00074,0.000303,0.000511,-0.00010,-0.00003,0.000385,-0.00019,0.000909,0.001545,0.002682,-0.00030,-0.00049,0.000100,-0.00010,-0.00017,0.000029,0.000011,0.001170,0.002015,-0.00037,-0.00013,0.001512,-0.00060,-0.00103,0.000189,0.000064,-0.00078,0.000394,-0.00004,-0.00017,-0.00064,-9.9E-6,-0.00003,7.481E-7,9.565E-6,0.000029,5.192E-7,-2.68E-6,-0.00012,-0.00045,-0.00002,0.000021,-0.00032,0.000046,0.000160,6.882E-6,-9.79E-6,0.000113,-0.00004
25,"UN(3,1)",0.000014,0.000147,0.000150,-0.00056,-0.00028,8.782E-6,0.000047,0.000055,-0.00012,0.000020,0.000261,0.000222,-0.00035,0.000084,0.000320,0.000080,4.729E-6,0.000120,6.961E-6,-9.06E-6,-0.00003,-0.00003,-0.00029,-0.00030,0.001157,0.000581,-0.00002,-0.00010,-0.00011,0.000250,-0.00004,-0.00052,-0.00044,0.000725,-0.00017,-0.00064,-0.00017,-0.00002,-0.00026,-0.00001,0.000010,0.000076,7.161E-6,-7.52E-6,-6.21E-6,-0.00018,-0.00007,0.000015,2.879E-6,1.156E-6,9.811E-6,9.65E-10,0.000045,0.000014,-0.00007,-1.58E-6,0.000032,0.000067,0.000026,0.000040,-3.44E-6,0.000014,-0.00003
26,"UN(3,2)",7.053E-6,0.000085,0.000255,-0.00029,-0.00051,0.000197,0.000022,0.000033,0.000021,-5.5E-6,0.000138,0.000321,-0.00041,0.000018,0.000339,0.000040,0.000018,0.000170,-0.00002,-0.00004,-0.00005,-0.00002,-0.00016,-0.00049,0.000581,0.001061,-0.00036,-0.00005,-0.00007,-0.00005,0.000010,-0.00027,-0.00063,0.000843,-0.00004,-0.00067,-0.00008,-0.00006,-0.00036,0.000042,0.000054,0.000123,2.363E-6,2.409E-6,-0.00002,-0.00007,-0.00027,-0.00003,1.482E-6,4.09E-6,0.000012,-1.02E-6,0.000021,0.000060,-0.00019,-4.55E-8,0.000096,0.000026,0.000100,0.000071,-5.93E-6,0.000052,-0.00005
27,"UN(3,3)",2.529E-8,-5.37E-7,-0.00005,0.000013,0.000191,-0.00070,-4.01E-7,-0.00001,0.000061,-5.32E-6,-4.73E-6,-0.00009,0.000329,-0.00003,-0.00015,-3.44E-6,-0.00003,0.000090,-9.62E-6,-0.00005,-6.33E-6,5.419E-7,3.989E-6,0.000100,-0.00002,-0.00036,0.001525,1.544E-6,0.000030,-0.00012,0.000010,9.573E-6,0.000167,-0.00066,0.000054,0.000294,4.39E-6,0.000050,-0.00024,0.000018,0.000099,0.000043,-3.49E-7,8.615E-7,-4.04E-7,0.000010,-0.00002,-0.00046,1.235E-8,-2.02E-7,6.335E-6,-2.57E-7,-2.31E-6,6.525E-6,0.000114,-1.73E-6,-0.00003,-3.69E-6,6.241E-6,0.000166,-2.37E-6,-0.00004,-0.00006
28,"UN(4,1)",-0.00037,-0.00004,0.000057,0.000051,0.000023,-1.4E-6,-0.00069,-0.00031,0.000015,-0.00029,-0.00031,-0.00006,0.000031,-0.00045,-0.00024,0.000047,-0.00001,-0.00001,0.000147,0.000048,-7.65E-7,0.000777,0.000103,-0.00010,-0.00010,-0.00005,1.544E-6,0.001419,0.000652,-0.00003,0.000586,0.000641,0.000142,-0.00006,0.000924,0.000498,-0.00012,9.953E-6,0.000022,-0.00031,-0.00011,0.000011,0.000012,0.000014,0.000011,4.511E-6,2.419E-6,2.287E-7,-0.00015,-0.00006,5.649E-6,0.000017,-0.00001,7.555E-7,3.398E-6,-0.00006,-8.4E-6,6.756E-6,-1.74E-6,-2.54E-6,0.000036,4.506E-6,-2.11E-6
29,"UN(4,2)",-0.00019,-0.00013,0.000101,0.000055,0.000036,-0.00002,-0.00032,-0.00056,0.000110,0.000065,-0.00022,-0.00012,0.000066,-0.00041,-0.00025,0.000064,-0.00002,-0.00002,0.000213,0.000061,-3.41E-6,0.000397,0.000282,-0.00017,-0.00011,-0.00007,0.000030,0.000652,0.001155,-0.00021,-0.00014,0.000456,0.000270,-0.00013,0.000854,0.000518,-0.00014,0.000011,0.000036,-0.00044,-0.00014,0.000018,4.404E-6,0.000013,0.000033,1.955E-6,7.362E-6,3.567E-7,-0.00006,-0.00023,-0.00001,0.000023,-1.88E-7,-0.00001,3.167E-6,-0.00016,-0.00003,1.124E-6,7.774E-6,-1.2E-6,0.000059,0.000015,-3.49E-6
30,"UN(4,3)",1.36E-6,0.000029,-0.00002,-0.00012,0.000029,0.000068,0.000017,0.000106,-0.00041,0.000072,0.000056,0.000016,-0.00013,0.000199,0.000109,0.000019,-7.69E-6,-6.9E-6,0.000052,0.000015,4.598E-6,-6.86E-6,-0.00007,0.000029,0.000250,-0.00005,-0.00012,-0.00003,-0.00021,0.000872,-0.00014,-0.00012,-0.00004,0.000279,-0.00040,-0.00023,-0.00004,0.000016,-7.4E-6,-0.00013,-0.00003,3.106E-6,-5.59E-7,-2.07E-7,-2.76E-8,6.935E-6,0.000013,0.000011,3.95E-6,-8.92E-6,-0.00019,6.224E-6,-1.91E-6,-5.45E-6,-0.00002,0.000048,7.895E-6,-2.21E-6,-3.34E-6,9.087E-6,0.000070,5.814E-6,-9.71E-6
31,"UN(4,4)",-0.00008,0.000023,-3.43E-6,0.000021,-5.66E-6,-6.11E-6,-0.00029,0.000081,0.000078,-0.00095,-0.00009,0.000021,0.000022,-0.00028,-0.00008,4.58E-6,-3.17E-6,-8.09E-7,3.454E-6,5.365E-6,2.4E-6,0.000178,-0.00004,0.000011,-0.00004,0.000010,0.000010,0.000586,-0.00014,-0.00014,0.001997,0.000178,-0.00004,-0.00004,0.000588,0.000177,-0.00002,3.912E-6,2.936E-6,-0.00004,-0.00002,-8E-7,7.651E-7,4.551E-8,-2.66E-6,2.096E-7,-1.24E-6,-5.2E-7,0.000012,0.000024,0.000011,-0.00032,3.489E-6,1.774E-6,6.188E-7,-0.00003,-2.6E-7,-2.84E-6,3.236E-8,3.081E-7,0.000015,5.147E-7,-1.98E-6
32,"UN(5,1)",-0.00106,-0.00084,-0.00057,0.000252,0.000128,-2.42E-6,-0.00031,-0.00022,0.000056,-0.00009,-0.00121,-0.00080,0.000164,-0.00031,-0.00109,0.000333,0.000231,-0.00006,0.000090,0.000324,-0.00009,0.002224,0.001729,0.001170,-0.00052,-0.00027,9.573E-6,0.000641,0.000456,-0.00012,0.000178,0.002457,0.001617,-0.00034,0.000630,0.002197,-0.00069,-0.00048,0.000120,-0.00019,-0.00067,0.000197,-0.00011,-0.00017,-0.00011,0.000049,0.000024,-3.79E-6,-9.69E-6,2.015E-6,-3.46E-6,5.207E-6,-0.00024,-0.00014,0.000026,6.431E-6,-0.00017,0.000077,0.000060,-0.00001,2.914E-6,0.000078,-0.00003
33,"UN(5,2)",-0.00055,-0.00076,-0.00098,0.000218,0.000318,-0.00008,-0.00007,-0.00013,0.000019,0.000019,-0.00080,-0.00112,0.000318,-0.00008,-0.00113,0.000286,0.000367,-0.00012,0.000050,0.000420,-0.00014,0.001131,0.001543,0.002015,-0.00044,-0.00063,0.000167,0.000142,0.000270,-0.00004,-0.00004,0.001617,0.002277,-0.00062,0.000165,0.002301,-0.00058,-0.00076,0.000238,-0.00010,-0.00086,0.000289,-0.00004,-0.00014,-0.00044,0.000013,0.000063,9.136E-6,1.543E-7,-0.00001,-5.76E-6,2.385E-6,-0.00014,-0.00048,0.000036,-7.25E-7,-0.00046,0.000047,0.000143,-0.00002,1E-6,0.000144,-0.00005
34,"UN(5,3)",5.998E-6,0.000095,0.000196,-0.00035,-0.00040,0.000321,0.000030,0.000062,-0.00013,0.000020,0.000168,0.000318,-0.00061,0.000100,0.000508,0.000048,0.000010,0.000105,3.95E-6,0.000010,-0.00003,-0.00002,-0.00019,-0.00037,0.000725,0.000843,-0.00066,-0.00006,-0.00013,0.000279,-0.00004,-0.00034,-0.00062,0.001290,-0.00021,-0.00101,-0.00010,-0.00005,-0.00023,-0.00001,-0.00005,0.000085,1.862E-6,8.027E-7,-0.00002,-0.00007,-0.00018,0.000122,2.04E-6,1.256E-6,-0.00002,3.013E-7,0.000020,0.000036,-0.00029,8.31E-6,0.000138,0.000023,0.000069,0.000051,6.131E-6,0.000080,-0.00005
