Row,CovParm,CovP1,CovP2,CovP3,CovP4,CovP5,CovP6,CovP7,CovP8,CovP9,CovP10,CovP11,CovP12,CovP13,CovP14,CovP15,CovP16,CovP17,CovP18,CovP19,CovP20,CovP21,CovP22,CovP23,CovP24,CovP25,CovP26,CovP27,CovP28,CovP29,CovP30,CovP31,CovP32,CovP33,CovP34,CovP35,CovP36,CovP37,CovP38,CovP39,CovP40,CovP41,CovP42,CovP43,CovP44,CovP45,CovP46,CovP47,CovP48,CovP49,CovP50,CovP51,CovP52,CovP53,CovP54,CovP55,CovP56,CovP57,CovP58,CovP59,CovP60,CovP61,CovP62,CovP63
11,"UN(5,1)",0.002060,0.001870,0.001174,0.000442,0.000299,0.000073,0.000430,0.000230,0.000079,0.000031,0.002225,0.001379,0.000339,0.000250,0.001639,-0.00199,-0.00141,-0.00036,-0.00029,-0.00166,0.001633,-0.00162,-0.00126,-0.00087,-0.00010,-0.00010,0.000012,-0.00028,-0.00014,-0.00004,0,-0.00178,-0.00119,-0.00015,-0.00016,-0.00163,0.001395,0.000979,0.000112,0.000175,0.001350,-0.00112,-0.00002,7.554E-7,1.558E-6,6.151E-6,2.746E-6,1.885E-7,-2E-6,1.129E-6,-7.91E-7,0.000010,-6.01E-6,2.634E-6,1.732E-7,4.466E-6,7.121E-6,4.651E-6,-1.46E-7,-3.39E-6,-1.31E-6,1.667E-6,4.874E-7
12,"UN(5,2)",0.000880,0.001359,0.002176,0.000404,0.000708,0.000250,0.000322,0.000517,0.000177,0.000085,0.001379,0.002194,0.000705,0.000490,0.002170,-0.00124,-0.00200,-0.00066,-0.00046,-0.00199,0.001825,-0.00084,-0.00097,-0.00113,-0.00013,-0.00013,0.000016,-0.00024,-0.00029,-0.00005,0,-0.00117,-0.00140,-0.00020,-0.00030,-0.00163,0.000901,0.001053,0.000139,0.000234,0.001251,-0.00097,-0.00001,-7.48E-6,0.000017,1.251E-6,7.961E-6,-1.13E-6,-3.95E-6,-3.01E-6,-1.54E-7,-0.00003,-0.00001,9.562E-6,5.204E-6,-6.15E-6,3.857E-6,5.436E-6,-6.05E-6,-3.13E-6,4.951E-6,-2.79E-6,3.95E-6
13,"UN(5,3)",0.000267,0.000482,0.000901,0.000934,0.001467,0.000734,0.000092,0.000180,0.000380,0.000027,0.000339,0.000705,0.001606,0.000109,0.000403,-0.00089,-0.00154,-0.00160,-0.00034,-0.00142,0.002080,-0.00019,-0.00023,-0.00027,-0.00040,-0.00042,-4.28E-6,-0.00005,-0.00006,-0.00016,0,-0.00014,-0.00019,-0.00064,-5.85E-6,0.000027,0.000295,0.000345,0.000442,0.000089,0.000301,-0.00043,-5.38E-6,2.953E-9,8.752E-6,-0.00001,-1.09E-6,0.000018,-5.11E-7,3.084E-6,-5.73E-6,-2.85E-6,1.904E-7,7.559E-6,-0.00001,3.659E-6,9.354E-6,2.186E-6,-0.00001,2.696E-6,-3.46E-7,-0.00001,7.786E-6
14,"UN(5,4)",0.000047,0.000203,0.000429,0.000061,0.000121,0.000052,0.000520,0.000708,0.000165,0.000235,0.000250,0.000490,0.000109,0.000832,0.000606,-0.00027,-0.00049,-0.00012,-0.00066,-0.00058,0.000541,0.000056,-0.00006,-0.00015,-8.46E-6,9.149E-7,5.858E-6,-0.00042,-0.00039,2.022E-6,0,-0.00017,-0.00030,-3.7E-6,-0.00057,-0.00055,0.000192,0.000276,5.276E-6,0.000363,0.000467,-0.00038,8.997E-7,-7.1E-7,2.127E-6,-1.08E-6,-1.03E-6,1.565E-7,-0.00001,4.103E-6,3.876E-6,-0.00015,-7.8E-7,3.807E-6,-1.56E-6,-0.00002,3.775E-6,3.492E-6,-4.65E-7,-1.18E-6,0.000025,3.702E-6,-4.66E-6
15,"UN(5,5)",0.000995,0.001301,0.001792,0.000223,0.000392,0.000132,0.000395,0.000499,0.000095,0.000077,0.001639,0.002170,0.000403,0.000606,0.002709,-0.00128,-0.00172,-0.00036,-0.00046,-0.00209,0.001656,-0.00104,-0.00106,-0.00109,5.917E-6,6.31E-6,0.000030,-0.00040,-0.00038,2.815E-6,0,-0.00159,-0.00164,-1.07E-8,-0.00054,-0.00244,0.001115,0.001131,-6.54E-7,0.000352,0.001673,-0.00116,-0.00001,-6.78E-6,0.000018,6.636E-6,9.772E-6,-0.00001,-6.92E-6,-2.56E-6,3.321E-6,-0.00007,-0.00002,0.000013,0.000019,-0.00001,-3.78E-6,7.09E-6,-6.37E-6,-7.87E-6,0.000012,1.552E-6,1.475E-6
16,"UN(6,1)",-0.00267,-0.00208,-0.00123,-0.00195,-0.00087,-0.00046,-0.00052,-0.00027,-0.00018,-0.00004,-0.00199,-0.00124,-0.00089,-0.00027,-0.00128,0.004120,0.002228,0.001461,0.000443,0.002269,-0.00389,0.001621,0.001137,0.000744,0.000387,0.000237,0.000064,0.000298,0.000149,0.000032,0,0.001409,0.000923,0.000301,0.000190,0.001141,-0.00197,-0.00121,-0.00037,-0.00017,-0.00150,0.001830,0.000017,-2.07E-6,-5.87E-6,5.848E-6,2.65E-6,-8.25E-7,3.662E-8,-1.72E-7,-7.08E-7,-0.00001,5.417E-7,-6.67E-6,2.884E-6,-2.61E-6,-7.88E-6,-3.61E-7,3.643E-6,-3.3E-6,4.218E-6,7.975E-6,2.043E-6
17,"UN(6,2)",-0.00111,-0.00163,-0.00236,-0.00109,-0.00193,-0.00132,-0.00040,-0.00059,-0.00046,-0.00011,-0.00141,-0.00200,-0.00154,-0.00049,-0.00172,0.002228,0.003616,0.002392,0.000833,0.002995,-0.00456,0.000833,0.000912,0.000962,0.000273,0.000299,0.000076,0.000254,0.000283,0.000081,0,0.000979,0.001059,0.000329,0.000273,0.001135,-0.00119,-0.00137,-0.00039,-0.00030,-0.00142,0.001602,0.000011,3.38E-6,-0.00001,5.984E-6,2.24E-6,5.342E-7,3.526E-6,-9.22E-7,1.637E-6,0.000030,4.927E-6,-0.00001,3.163E-6,3.03E-6,-8.19E-6,-6.62E-6,0.000018,-1.38E-6,-4.92E-6,0.000012,-0.00001
18,"UN(6,3)",-0.00035,-0.00061,-0.00101,-0.00147,-0.00216,-0.00384,-0.00012,-0.00023,-0.00055,-0.00004,-0.00036,-0.00066,-0.00160,-0.00012,-0.00036,0.001461,0.002392,0.004984,0.000535,0.001562,-0.00561,0.000190,0.000213,0.000229,0.000442,0.000404,0.000278,0.000047,0.000058,0.000162,0,0.000097,0.000136,0.000442,6.469E-6,-0.00001,-0.00036,-0.00040,-0.00079,-0.00009,-0.00020,0.000703,6.999E-6,5.258E-7,-8.64E-6,9.325E-6,-2.43E-6,0.000011,1.363E-6,-1.83E-6,1.299E-6,2.438E-6,7.706E-7,-5.72E-6,-1.53E-6,-1E-6,-3.37E-6,-4.26E-6,0.000013,-5.81E-7,3.562E-6,8.538E-6,-0.00003
19,"UN(6,4)",-0.00009,-0.00027,-0.00048,-0.00017,-0.00039,-0.00024,-0.00066,-0.00077,-0.00086,-0.00029,-0.00029,-0.00046,-0.00034,-0.00066,-0.00046,0.000443,0.000833,0.000535,0.001591,0.000823,-0.00133,-0.00006,0.000060,0.000129,-3.18E-6,0.000028,-0.00002,0.000418,0.000330,0.000136,0,0.000182,0.000239,0.000084,0.000373,0.000364,-0.00018,-0.00030,-0.00008,-0.00065,-0.00052,0.000681,-1.09E-6,9.878E-7,-1.57E-6,1.436E-6,6.123E-7,8.552E-7,7.355E-6,-3.41E-6,8.479E-6,0.000142,9.799E-7,-2.78E-6,1.578E-6,0.000012,-2.27E-6,-2.75E-6,2.474E-6,-3.95E-6,-0.00002,2.404E-6,4.808E-6
20,"UN(6,5)",-0.00123,-0.00151,-0.00191,-0.00089,-0.00135,-0.00067,-0.00047,-0.00055,-0.00035,-0.00009,-0.00166,-0.00199,-0.00142,-0.00058,-0.00209,0.002269,0.002995,0.001562,0.000823,0.003268,-0.00396,0.001032,0.000979,0.000923,0.000176,0.000179,-0.00002,0.000418,0.000363,0.000076,0,0.001351,0.001260,0.000290,0.000461,0.001681,-0.00148,-0.00143,-0.00021,-0.00051,-0.00199,0.001959,0.000014,2.519E-6,-0.00001,3.821E-6,-1.11E-6,-6.03E-6,5.997E-6,-1.7E-6,2.26E-6,0.000071,8.253E-6,-0.00001,2.572E-6,8.329E-6,-7.69E-6,-0.00001,0.000019,6.118E-6,-0.00001,0.000011,-7.39E-6
21,"UN(6,6)",0.001588,0.001788,0.002089,0.002041,0.002550,0.003418,0.000572,0.000618,0.000718,0.000117,0.001633,0.001825,0.002080,0.000541,0.001656,-0.00389,-0.00456,-0.00561,-0.00133,-0.00396,0.009939,-0.00104,-0.00091,-0.00079,-0.00037,-0.00031,-0.00009,-0.00043,-0.00034,-0.00016,0,-0.00113,-0.00098,-0.00042,-0.00038,-0.00117,0.001845,0.001610,0.000663,0.000670,0.001969,-0.00327,-0.00002,-1.01E-6,0.000014,-9.73E-6,-6.04E-7,-4.32E-6,-5.52E-6,2.731E-6,-4.24E-6,-0.00007,-4.17E-6,0.000012,-3.05E-6,-6.55E-6,8.54E-6,0.000010,-0.00002,4.442E-6,9.397E-6,-0.00002,0.000041
22,"UN(1,1)",-0.00255,-0.00131,-0.00067,-0.00030,-0.00015,-0.00003,0.000083,0.000044,9.714E-6,-1.41E-6,-0.00162,-0.00084,-0.00019,0.000056,-0.00104,0.001621,0.000833,0.000190,-0.00006,0.001032,-0.00104,0.004964,0.002572,0.001344,0.000592,0.000312,0.000070,-0.00018,-0.00009,-0.00002,0,0.003199,0.001672,0.000388,-0.00012,0.002079,-0.00312,-0.00163,-0.00038,0.000113,-0.00202,0.001978,-0.00027,-0.00009,-0.00003,0.000020,7.906E-6,-2.56E-6,-0.00001,-3.78E-6,1.046E-6,1.803E-6,-0.00010,-0.00003,8.195E-6,-3.55E-6,-0.00004,0.000062,0.000020,-4.93E-6,1.978E-6,0.000023,-0.00001
23,"UN(2,1)",-0.00133,-0.00121,-0.00088,-0.00028,-0.00021,-0.00004,-0.00010,-0.00004,-5.83E-6,-2.06E-7,-0.00126,-0.00097,-0.00023,-0.00006,-0.00106,0.001137,0.000912,0.000213,0.000060,0.000979,-0.00091,0.002572,0.002388,0.001761,0.000571,0.000418,0.000096,0.000196,0.000066,0.000014,0,0.002472,0.001941,0.000463,0.000105,0.002100,-0.00220,-0.00178,-0.00043,-0.00011,-0.00191,0.001745,-0.00009,-0.00021,-0.00014,0.000017,0.000021,-3.06E-6,2.292E-6,-5.93E-6,2.333E-8,-6.56E-6,-0.00016,-0.00012,0.000017,-4.82E-6,-0.00010,0.000064,0.000066,-7.56E-6,1.521E-6,0.000054,-0.00003
24,"UN(2,2)",-0.00070,-0.00090,-0.00116,-0.00022,-0.00028,-0.00006,-0.00013,-0.00017,-0.00004,-8.75E-7,-0.00087,-0.00113,-0.00027,-0.00015,-0.00109,0.000744,0.000962,0.000229,0.000129,0.000923,-0.00079,0.001344,0.001761,0.002394,0.000434,0.000570,0.000133,0.000253,0.000328,0.000078,0,0.001686,0.002278,0.000544,0.000298,0.002161,-0.00143,-0.00190,-0.00046,-0.00025,-0.00181,0.001530,-0.00003,-0.00013,-0.00059,0.000012,0.000041,-3.89E-6,5.558E-6,0.000014,-8.09E-7,0.000021,-0.00009,-0.00042,0.000030,0.000012,-0.00030,0.000034,0.000161,-9.98E-6,-6.73E-6,0.000114,-0.00005
25,"UN(3,1)",-0.00032,-0.00028,-0.00021,-0.00067,-0.00035,-0.00016,2.08E-8,2.166E-6,0.000022,-8.51E-7,-0.00010,-0.00013,-0.00040,-8.46E-6,5.917E-6,0.000387,0.000273,0.000442,-3.18E-6,0.000176,-0.00037,0.000592,0.000571,0.000434,0.001326,0.000708,0.000304,0.000050,0.000019,-0.00004,0,0.000196,0.000275,0.000820,0.000045,0.000013,-0.00078,-0.00057,-0.00087,-0.00002,-0.00039,0.000744,0.000026,0.000016,9.322E-6,-0.00016,-0.00006,0.000025,-5.04E-6,-9.86E-7,-6.34E-6,-2.84E-6,0.000064,0.000026,-0.00006,7.164E-7,0.000044,0.000047,0.000014,0.000034,3.505E-6,3.373E-6,-0.00002
26,"UN(3,2)",-0.00017,-0.00021,-0.00027,-0.00036,-0.00046,-0.00021,-0.00002,-0.00002,-0.00006,5.042E-6,-0.00010,-0.00013,-0.00042,9.149E-7,6.31E-6,0.000237,0.000299,0.000404,0.000028,0.000179,-0.00031,0.000312,0.000418,0.000570,0.000708,0.000963,0.000433,0.000062,0.000079,0.000135,0,0.000197,0.000272,0.000850,0.000034,-1.25E-6,-0.00047,-0.00064,-0.00081,-0.00009,-0.00039,0.000657,0.000010,0.000023,0.000037,-0.00005,-0.00024,0.000033,-1.68E-6,-8.29E-6,6.786E-6,4.072E-6,0.000034,0.000101,-0.00018,-7.24E-6,0.000126,0.000011,0.000071,0.000059,-1.97E-7,0.000030,-0.00004
27,"UN(3,3)",-0.00004,-0.00005,-0.00006,-0.00017,-0.00021,-0.00065,7.065E-8,2.846E-6,6.206E-6,3.915E-6,0.000012,0.000016,-4.28E-6,5.858E-6,0.000030,0.000064,0.000076,0.000278,-0.00002,-0.00002,-0.00009,0.000070,0.000096,0.000133,0.000304,0.000433,0.001341,9.634E-6,0.000014,0.000058,0,-8.2E-6,-0.00001,6.706E-6,-9.62E-6,-0.00003,-0.00013,-0.00018,-0.00061,-0.00001,0.000024,0.000247,-1.05E-6,-1.66E-6,-4.66E-6,0.000029,0.000030,-0.00038,1.12E-6,1.274E-6,-0.00001,-7.77E-7,-0.00001,-0.00001,0.000143,4.673E-6,-0.00005,-9.48E-6,-8.45E-6,0.000120,4.159E-6,-0.00004,-0.00004
28,"UN(4,1)",0.000098,-0.00010,-0.00013,-5.44E-8,-0.00002,4.127E-6,-0.00064,-0.00033,-0.00008,-7.05E-6,-0.00028,-0.00024,-0.00005,-0.00042,-0.00040,0.000298,0.000254,0.000047,0.000418,0.000418,-0.00043,-0.00018,0.000196,0.000253,0.000050,0.000062,9.634E-6,0.001257,0.000650,0.000152,0,0.000525,0.000463,0.000117,0.000820,0.000761,-0.00058,-0.00049,-0.00012,-0.00080,-0.00080,0.000828,-7.74E-6,-2.89E-6,1.992E-7,-5.46E-6,-2.14E-6,4.715E-7,-0.00019,-0.00007,0.000014,-0.00005,-0.00002,-6.94E-6,-2.65E-7,-0.00007,-0.00002,0.000032,0.000011,-7.17E-7,0.000053,0.000017,-0.00002
29,"UN(4,2)",0.000054,-0.00004,-0.00017,3.51E-6,-0.00002,2.339E-6,-0.00034,-0.00042,-0.00011,-5.39E-6,-0.00014,-0.00029,-0.00006,-0.00039,-0.00038,0.000149,0.000283,0.000058,0.000330,0.000363,-0.00034,-0.00009,0.000066,0.000328,0.000019,0.000079,0.000014,0.000650,0.000860,0.000206,0,0.000250,0.000545,0.000136,0.000785,0.000719,-0.00029,-0.00055,-0.00014,-0.00064,-0.00069,0.000656,-3.25E-6,-6.41E-6,-1.97E-6,-8.57E-7,-9.33E-6,1.405E-6,-0.00006,-0.00029,0.000024,0.000124,-0.00001,-0.00003,-3.95E-6,-0.00019,-0.00004,0.000010,0.000048,-1.16E-6,0.000058,0.000040,-0.00002
30,"UN(4,3)",0.000016,-6.44E-6,-0.00004,0.000025,-0.00006,5.147E-6,-0.00009,-0.00010,-0.00032,0.000030,-0.00004,-0.00005,-0.00016,2.022E-6,2.815E-6,0.000032,0.000081,0.000162,0.000136,0.000076,-0.00016,-0.00002,0.000014,0.000078,-0.00004,0.000135,0.000058,0.000152,0.000206,0.000656,0,0.000074,0.000094,0.000303,-2.75E-6,-2.4E-6,-0.00006,-0.00016,-0.00034,-0.00030,-0.00014,0.000310,6.503E-7,1.29E-6,-1.45E-6,-4.47E-6,-5.97E-8,-0.00002,0.000018,0.000019,-0.00023,0.000013,4.866E-6,8.677E-7,-0.00002,0.000089,0.000017,-2.43E-6,-1.37E-6,0.000040,0.000069,-5.99E-6,-0.00002
31,"UN(4,4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"UN(5,1)",-0.00166,-0.00126,-0.00085,-0.00008,-0.00009,0.000018,-0.00029,-0.00014,-0.00004,-3.89E-7,-0.00178,-0.00117,-0.00014,-0.00017,-0.00159,0.001409,0.000979,0.000097,0.000182,0.001351,-0.00113,0.003199,0.002472,0.001686,0.000196,0.000197,-8.2E-6,0.000525,0.000250,0.000074,0,0.003480,0.002308,0.000298,0.000304,0.003131,-0.00269,-0.00189,-0.00021,-0.00033,-0.00260,0.002121,-0.00009,-0.00016,-0.00010,0.000058,0.000032,-0.00001,-0.00002,-0.00001,3.221E-6,-0.00002,-0.00022,-0.00012,0.000037,-0.00002,-0.00015,0.000066,0.000054,-0.00002,7.73E-6,0.000069,-0.00003
33,"UN(5,2)",-0.00087,-0.00100,-0.00112,-0.00013,-0.00012,0.000016,-0.00025,-0.00029,-0.00005,-5.6E-6,-0.00119,-0.00140,-0.00019,-0.00030,-0.00164,0.000923,0.001059,0.000136,0.000239,0.001260,-0.00098,0.001672,0.001941,0.002278,0.000275,0.000272,-0.00001,0.000463,0.000545,0.000094,0,0.002308,0.002779,0.000409,0.000571,0.003212,-0.00176,-0.00206,-0.00028,-0.00044,-0.00243,0.001846,-0.00003,-0.00012,-0.00043,0.000026,0.000098,-0.00001,9.736E-8,-0.00002,1.822E-7,0.000053,-0.00011,-0.00045,0.000081,-2.41E-6,-0.00043,0.000034,0.000144,-0.00003,-4.21E-6,0.000141,-0.00005
34,"UN(5,3)",-0.00020,-0.00024,-0.00026,-0.00042,-0.00041,0.000018,-0.00005,-0.00005,-0.00017,7.961E-6,-0.00015,-0.00020,-0.00064,-3.7E-6,-1.07E-8,0.000301,0.000329,0.000442,0.000084,0.000290,-0.00042,0.000388,0.000463,0.000544,0.000820,0.000850,6.706E-6,0.000117,0.000136,0.000303,0,0.000298,0.000409,0.001266,0.000056,0.000011,-0.00059,-0.00068,-0.00086,-0.00018,-0.00060,0.000824,0.000010,0.000018,0.000026,-0.00006,-0.00018,0.000133,1.837E-7,-4.66E-6,-0.00001,0.000012,0.000039,0.000083,-0.00027,-2.08E-7,0.000180,0.000010,0.000051,0.000047,5.345E-6,0.000051,-0.00004
35,"UN(5,4)",0.000066,-0.00005,-0.00015,-8E-6,-1.54E-6,4.671E-6,-0.00043,-0.00039,-8.23E-8,-0.00003,-0.00016,-0.00030,-5.85E-6,-0.00057,-0.00054,0.000190,0.000273,6.469E-6,0.000373,0.000461,-0.00038,-0.00012,0.000105,0.000298,0.000045,0.000034,-9.62E-6,0.000820,0.000785,-2.75E-6,0,0.000304,0.000571,0.000056,0.001114,0.001013,-0.00037,-0.00053,-0.00004,-0.00070,-0.00088,0.000711,-2.78E-6,-4.62E-6,-1.72E-6,8.147E-7,-6.87E-6,5.92E-6,-0.00006,-0.00021,0.000088,0.000217,-0.00001,-0.00002,-5.35E-7,-0.00027,-0.00006,0.000010,0.000035,-0.00001,0.000043,0.000052,-0.00002
