Row,CovParm,CovP1,CovP2,CovP3,CovP4,CovP5,CovP6,CovP7,CovP8,CovP9,CovP10,CovP11,CovP12,CovP13,CovP14,CovP15,CovP16,CovP17,CovP18,CovP19,CovP20,CovP21,CovP22,CovP23,CovP24,CovP25,CovP26,CovP27,CovP28,CovP29,CovP30,CovP31,CovP32,CovP33,CovP34,CovP35,CovP36,CovP37,CovP38,CovP39,CovP40,CovP41,CovP42,CovP43,CovP44,CovP45,CovP46,CovP47,CovP48,CovP49,CovP50,CovP51,CovP52,CovP53,CovP54,CovP55,CovP56,CovP57,CovP58,CovP59,CovP60,CovP61,CovP62,CovP63
11,"UN(5,1)",0.000621,0.000965,0.000156,-0.00048,-0.00032,0.000271,0.000159,0.000064,-0.00007,0.000016,0.001358,0.000355,-0.00050,0.000108,0.000678,-0.00003,0.000165,-0.00004,0.000020,0.000208,-0.00004,-0.00033,-0.00034,-0.00021,0.000075,3.699E-6,0.000020,-0.00005,-0.00002,-2.72E-6,-2.5E-6,-0.00048,-0.00029,2.317E-6,-0.00003,-0.00039,-0.00001,0.000023,-0.00001,5.001E-6,0.000031,0,1.045E-7,5.277E-8,2.78E-7,3.226E-7,4.008E-7,4.249E-7,2.22E-8,6.313E-8,9.564E-8,1.592E-8,-3.65E-8,2.321E-7,3.725E-7,5.162E-8,1.857E-7,-6.66E-7,-1.1E-6,-1.33E-6,-2.69E-7,-9.83E-7,3.995E-6
12,"UN(5,2)",0.000077,0.000376,0.001746,-0.00004,-0.00041,0.000033,0.000026,0.000180,-0.00003,0.000014,0.000355,0.001922,-0.00037,0.000174,0.001992,-0.00006,-0.00025,0.000080,-0.00003,-0.00030,0.000033,-0.00012,-0.00028,-0.00060,0.000037,0.000103,-4.86E-6,-0.00002,-0.00005,2.531E-7,-1.36E-7,-0.00029,-0.00066,0.000085,-0.00004,-0.00067,0.000024,0.000027,-0.00001,0.000010,0.000055,0,2.602E-7,3.226E-7,1.044E-7,4.471E-7,7.352E-7,7.636E-7,8.353E-8,9.325E-8,1.59E-7,3.1E-8,2.791E-7,2.314E-9,6.562E-7,8.517E-8,-5.98E-8,-1.29E-6,-1.78E-6,-2.34E-6,-4.67E-7,-1.6E-6,6.959E-6
13,"UN(5,3)",-0.00016,-0.00031,-0.00007,0.000475,0.001077,-0.00093,-0.00005,-0.00005,0.000183,-0.00001,-0.00050,-0.00037,0.001581,-0.00010,-0.00086,-0.00014,-0.00055,0.000148,-0.00008,-0.00073,0.000110,-0.00004,-0.00003,5.783E-6,-0.00012,-0.00022,0.000141,-0.00002,-0.00002,-0.00003,-6.93E-6,2.276E-6,0.000085,-0.00033,-0.00002,0.000226,0.000061,0.000110,-0.00005,0.000016,0.000155,0,4.7E-7,6.901E-7,9.964E-7,7.414E-7,9.366E-7,1.551E-6,1.756E-7,2.807E-7,2.342E-7,6.956E-8,6.403E-7,9.661E-7,7.067E-7,2.816E-7,9.984E-7,-2.37E-6,-3.46E-6,-4.09E-6,-8.6E-7,-3.11E-6,0.000013
14,"UN(5,4)",0.000032,0.000065,0.000091,-0.00003,-0.00006,0.000040,0.000216,0.000610,-0.00027,0.000186,0.000108,0.000174,-0.00010,0.000842,0.000308,-0.00004,-0.00011,0.000051,-0.00006,-0.00014,0.000020,-9.01E-6,-7.85E-6,-6.66E-7,-0.00001,-0.00002,0.000013,-0.00013,-0.00022,0.000071,-0.00007,-0.00003,-0.00004,-0.00002,-0.00032,-0.00011,9.742E-6,0.000018,-6.45E-6,-0.00002,0.000020,0,6.803E-8,9.896E-8,1.534E-7,1.437E-7,2.332E-7,1.997E-7,4.33E-10,-1.45E-7,1.214E-7,-4.74E-8,8.285E-8,1.125E-7,2.373E-7,-2.26E-7,5.395E-8,-3.84E-7,-5.52E-7,-7.13E-7,-3.41E-8,-4.69E-7,2.059E-6
15,"UN(5,5)",0.000184,0.000493,0.001458,-0.00021,-0.00063,0.000276,0.000077,0.000225,-0.00010,0.000035,0.000678,0.001992,-0.00086,0.000308,0.002723,-0.00002,-0.00011,0.000053,-0.00002,-0.00014,0.000015,-0.00016,-0.00028,-0.00047,0.000094,0.000159,-0.00005,-0.00004,-0.00008,0.000026,-0.00001,-0.00039,-0.00067,0.000226,-0.00011,-0.00096,-0.00003,-0.00005,0.000015,-8.92E-6,-0.00007,0,-1.06E-7,-2.2E-7,-6.15E-7,-1.75E-7,-1.56E-7,-3.95E-7,-5E-8,-1.17E-7,-5E-8,-2.32E-8,-2.29E-7,-7.35E-7,-7.42E-8,-1.33E-7,-9.15E-7,6.464E-7,1.088E-6,9.723E-7,2.438E-7,1.076E-6,-3.25E-6
16,"UN(6,1)",0.000424,-0.00023,-0.00004,-0.00080,0.000034,0.000502,-0.00012,-0.00002,5.724E-6,-0.00001,-0.00003,-0.00006,-0.00014,-0.00004,-0.00002,0.001060,0.000032,-0.00048,0.000028,0.000247,0.000393,0.000076,0.000080,0.000048,0.000123,0.000047,0.000015,0.000021,8.369E-6,3.579E-6,7.635E-7,-0.00001,0.000023,0.000060,9.575E-6,-0.00003,-0.00027,-0.00010,-0.00002,-5.24E-6,-0.00014,0,1.278E-6,1.939E-6,2.824E-6,2.302E-6,3.311E-6,3.87E-6,4.904E-7,6.905E-7,8.04E-7,1.669E-7,1.799E-6,2.571E-6,3E-6,6.241E-7,2.345E-6,-6.97E-6,-0.00001,-0.00001,-2.44E-6,-9.11E-6,0.000036
17,"UN(6,2)",9.248E-7,0.000174,-0.00043,-0.00005,-0.00065,0.000068,6.187E-6,-0.00013,-0.00003,-0.00001,0.000165,-0.00025,-0.00055,-0.00011,-0.00011,0.000032,0.000981,0.000077,0.000072,0.000812,-0.00035,0.000027,0.000063,0.000139,0.000039,0.000119,-0.00002,6.518E-6,0.000020,-3.76E-6,-5.67E-7,0.000022,0.000026,0.000108,0.000018,-0.00005,-0.00010,-0.00028,0.000028,3.901E-6,-0.00024,0,2.211E-6,3.32E-6,5.067E-6,3.898E-6,5.898E-6,6.796E-6,8.087E-7,1.233E-6,1.403E-6,2.892E-7,3.019E-6,4.631E-6,5.317E-6,1.107E-6,4.218E-6,-0.00001,-0.00002,-0.00002,-4.26E-6,-0.00002,0.000063
18,"UN(6,3)",-0.00018,0.000068,0.000024,0.000518,-0.00023,-0.00164,0.000030,0.000017,-0.00011,0.000014,-0.00004,0.000080,0.000148,0.000051,0.000053,-0.00048,0.000077,0.001554,0.000027,-0.00028,-0.00112,4.376E-6,-3.28E-7,-0.00001,0.000031,0.000029,0.000151,3.06E-6,1.177E-6,0.000018,1.981E-6,-0.00001,-0.00002,-0.00005,-6.89E-6,0.000014,-0.00002,0.000030,-0.00017,-0.00001,0.000074,0,4.004E-6,5.968E-6,8.889E-6,7.032E-6,0.000011,0.000013,1.439E-6,2.138E-6,2.55E-6,5.116E-7,5.396E-6,8.011E-6,9.517E-6,1.918E-6,7.196E-6,-0.00002,-0.00003,-0.00004,-7.64E-6,-0.00003,0.000113
19,"UN(6,4)",0.000027,8.809E-7,-0.00002,-0.00006,-0.00003,0.000078,0.000122,-0.00016,-0.00045,-0.00016,0.000020,-0.00003,-0.00008,-0.00006,-0.00002,0.000028,0.000072,0.000027,0.000667,0.000133,-0.00020,1.412E-6,6.646E-7,-2E-6,4.197E-6,1.605E-6,0.000012,0.000031,0.000054,0.000098,0.000032,4.808E-6,9.905E-6,0.000016,-0.00002,-9.08E-6,-5.06E-6,4.07E-6,-0.00001,-0.00022,-0.00004,0,6.644E-7,9.871E-7,1.465E-6,1.152E-6,1.706E-6,1.982E-6,2.453E-7,4.145E-7,5.066E-7,1.509E-7,8.916E-7,1.33E-6,1.552E-6,4.249E-7,1.223E-6,-3.52E-6,-5.23E-6,-6.09E-6,-1.52E-6,-4.76E-6,0.000019
20,"UN(6,5)",0.000084,0.000101,-0.00037,-0.00025,-0.00048,0.000485,-7.18E-6,-0.00013,-0.00004,-0.00003,0.000208,-0.00030,-0.00073,-0.00014,-0.00014,0.000247,0.000812,-0.00028,0.000133,0.001089,-0.00015,0.000040,0.000068,0.000118,0.000053,0.000090,-0.00006,0.000016,0.000027,0.000013,5.796E-6,0.000031,0.000055,0.000155,0.000020,-0.00007,-0.00014,-0.00024,0.000068,-0.00004,-0.00033,0,-1.03E-6,-1.5E-6,-2.13E-6,-1.77E-6,-2.58E-6,-3.18E-6,-3.58E-7,-5.04E-7,-6.38E-7,-1.23E-7,-1.33E-6,-1.85E-6,-2.3E-6,-4.34E-7,-1.57E-6,5.348E-6,7.751E-6,9.488E-6,1.893E-6,6.873E-6,-0.00003
21,"UN(6,6)",0.000106,-0.00009,0.000079,-0.00029,0.000256,0.000832,-0.00005,0.000047,0.000152,0.000028,-0.00004,0.000033,0.000110,0.000020,0.000015,0.000393,-0.00035,-0.00112,-0.00020,-0.00015,0.001514,6.797E-7,7.903E-7,7.905E-7,-679E-12,-6.97E-7,-3.75E-6,1.058E-7,4.167E-8,-4.39E-7,-3.66E-8,2.703E-6,4.194E-6,5.653E-6,1.077E-6,2.229E-6,-2.07E-6,-1.5E-6,4.859E-6,2.44E-7,-0.00002,0,-9.06E-6,-0.00001,-0.00002,-0.00002,-0.00002,-0.00003,-3.27E-6,-4.88E-6,-5.74E-6,-1.19E-6,-0.00001,-0.00002,-0.00002,-4.41E-6,-0.00002,0.000048,0.000072,0.000084,0.000017,0.000065,-0.00026
22,"UN(1,1)",-0.00065,-0.00025,-0.00009,-0.00007,-0.00003,-6.38E-6,-0.00002,-6.67E-6,-1.7E-6,-4.39E-7,-0.00033,-0.00012,-0.00004,-9.01E-6,-0.00016,0.000076,0.000027,4.376E-6,1.412E-6,0.000040,6.797E-7,0.001362,0.000517,0.000195,0.000153,0.000056,0.000013,0.000035,0.000013,3.271E-6,8.803E-7,0.000669,0.000255,0.000076,0.000018,0.000329,-0.00017,-0.00006,-9.69E-6,-2.49E-6,-0.00008,0,-0.00032,-0.00011,-0.00004,-0.00004,-0.00001,-3.24E-6,4.847E-6,1.853E-6,8.208E-7,-1.42E-8,-0.00010,-0.00003,-0.00001,1.653E-6,-0.00003,0.000078,0.000025,5.605E-6,-1.97E-6,0.000022,-8.12E-6
23,"UN(2,1)",-0.00025,-0.00040,-0.00027,-8.75E-6,-0.00004,4.267E-6,-3.5E-6,-9.46E-6,6.322E-7,7.583E-8,-0.00034,-0.00028,-0.00003,-7.85E-6,-0.00028,0.000080,0.000063,-3.28E-7,6.646E-7,0.000068,7.903E-7,0.000517,0.000837,0.000559,0.000020,0.000077,-8.52E-6,5.761E-6,0.000018,-1.48E-6,-1.36E-7,0.000707,0.000582,0.000063,0.000015,0.000567,-0.00017,-0.00014,1.864E-7,-6.95E-7,-0.00015,0,-0.00011,-0.00023,-0.00015,-0.00001,-0.00003,-5.58E-9,7.332E-6,5.654E-6,1.328E-6,-8.91E-8,-0.00018,-0.00012,-0.00002,4.585E-6,-0.00010,0.000070,0.000068,2.715E-6,-3.79E-6,0.000053,-9.46E-6
24,"UN(2,2)",-0.00009,-0.00027,-0.00076,5.044E-6,0.000012,5.557E-6,1.035E-7,-3.16E-8,9.383E-7,1.526E-7,-0.00021,-0.00060,5.783E-6,-6.66E-7,-0.00047,0.000048,0.000139,-0.00001,-2E-6,0.000118,7.905E-7,0.000195,0.000559,0.001606,-9.35E-6,-0.00002,-0.00001,-1.01E-6,-2.84E-6,-2.12E-6,-2.5E-7,0.000441,0.001262,-8.94E-6,-8.47E-7,0.000986,-0.00010,-0.00030,0.000030,5.159E-6,-0.00025,0,-0.00004,-0.00015,-0.00056,-4.3E-6,-0.00002,2.69E-6,4.783E-6,0.000017,1.497E-6,-3.25E-7,-0.00011,-0.00042,-0.00002,0.000013,-0.00031,0.000035,0.000148,-4.55E-6,-6.97E-6,0.000109,-9.48E-6
25,"UN(3,1)",-0.00007,-8.8E-6,4.993E-6,-0.00026,-0.00009,-0.00005,-0.00003,-8.84E-6,-8.82E-6,-1.21E-6,0.000075,0.000037,-0.00012,-0.00001,0.000094,0.000123,0.000039,0.000031,4.197E-6,0.000053,-679E-12,0.000153,0.000020,-9.35E-6,0.000541,0.000196,0.000109,0.000049,0.000017,0.000017,2.456E-6,-0.00016,-0.00008,0.000242,0.000019,-0.00019,-0.00026,-0.00008,-0.00007,-7.23E-6,-0.00011,0,-0.00004,-0.00001,-3.71E-6,-0.00018,-0.00006,-0.00004,0.000015,5.827E-6,5.047E-6,-2.62E-7,0.000048,0.000018,-0.00005,4.324E-6,0.000034,0.000069,0.000017,0.000041,-6.98E-6,-1.67E-9,-5.38E-8
26,"UN(3,2)",-0.00003,-0.00004,0.000012,-0.00009,-0.00027,0.000016,-8.99E-6,-0.00003,1.739E-6,2.288E-7,3.699E-6,0.000103,-0.00022,-0.00002,0.000159,0.000047,0.000119,0.000029,1.605E-6,0.000090,-6.97E-7,0.000056,0.000077,-0.00002,0.000196,0.000572,-0.00003,0.000017,0.000048,-4.99E-6,-3.14E-7,-7.72E-6,-0.00022,0.000463,0.000040,-0.00034,-0.00010,-0.00025,-0.00007,-1.18E-6,-0.00019,0,-0.00001,-0.00003,-0.00002,-0.00006,-0.00023,-0.00001,6.537E-6,0.000021,8.988E-6,-8.47E-7,2.133E-6,0.000064,-0.00017,0.000013,0.000106,0.000020,0.000079,0.000049,-0.00001,0.000035,8.191E-6
27,"UN(3,3)",-6.59E-6,3.983E-6,5.177E-6,-0.00005,0.000016,-0.00038,-4.7E-6,2.214E-6,-0.00004,-3.3E-6,0.000020,-4.86E-6,0.000141,0.000013,-0.00005,0.000015,-0.00002,0.000151,0.000012,-0.00006,-3.75E-6,0.000013,-8.52E-6,-0.00001,0.000109,-0.00003,0.000812,8.609E-6,-5.04E-6,0.000066,6.955E-6,-0.00004,7.46E-6,-0.00030,-0.00003,0.000109,-0.00003,0.000053,-0.00032,-0.00002,0.000132,0,-7.75E-7,3.379E-6,7.225E-6,-0.00004,-0.00001,-0.00037,4.779E-6,3.681E-6,0.000034,-2.12E-6,0.000017,0.000013,0.000122,-7.51E-6,-0.00003,-3.29E-6,-0.00002,0.000118,-0.00002,-0.00007,0.000045
28,"UN(4,1)",-0.00002,-3.51E-6,1.021E-7,-0.00003,-8.97E-6,-4.64E-6,-0.00026,-0.00010,-0.00003,-0.00001,-0.00005,-0.00002,-0.00002,-0.00013,-0.00004,0.000021,6.518E-6,3.06E-6,0.000031,0.000016,1.058E-7,0.000035,5.761E-6,-1.01E-6,0.000049,0.000017,8.609E-6,0.000552,0.000209,0.000063,0.000028,0.000102,0.000036,0.000035,0.000272,0.000091,-0.00004,-0.00001,-5.48E-6,-0.00007,-0.00003,0,4.903E-6,7.383E-6,4.799E-6,0.000015,6.31E-6,4.065E-6,-0.00017,-0.00006,-0.00002,5.048E-6,-0.00002,-4.95E-6,2.482E-6,-0.00005,-0.00001,0.000013,1.827E-6,-3.82E-6,0.000042,8.215E-6,-1.33E-6
29,"UN(4,2)",-6.68E-6,-9.47E-6,-4.23E-8,-8.84E-6,-0.00003,2.29E-6,-0.00010,-0.00028,3.663E-6,-3.62E-7,-0.00002,-0.00005,-0.00002,-0.00022,-0.00008,8.369E-6,0.000020,1.177E-6,0.000054,0.000027,4.167E-8,0.000013,0.000018,-2.84E-6,0.000017,0.000048,-5.04E-6,0.000209,0.000600,-5.58E-6,-1.55E-6,0.000050,0.000101,0.000039,0.000470,0.000158,-0.00002,-0.00004,-1.05E-6,-0.00012,-0.00006,0,1.985E-6,5.8E-6,0.000017,5.79E-6,0.000020,2.766E-6,-0.00006,-0.00023,-0.00001,0.000013,-4.51E-6,-0.00002,0.000014,-0.00017,-0.00004,2.258E-6,0.000014,-7.84E-6,0.000063,0.000019,-6.23E-7
30,"UN(4,3)",-1.73E-6,5.918E-7,8.866E-7,-8.84E-6,1.715E-6,-0.00004,-0.00003,3.651E-6,-0.00020,-0.00004,-2.72E-6,2.531E-7,-0.00003,0.000071,0.000026,3.579E-6,-3.76E-6,0.000018,0.000098,0.000013,-4.39E-7,3.271E-6,-1.48E-6,-2.12E-6,0.000017,-4.99E-6,0.000066,0.000063,-5.58E-6,0.000439,0.000074,5.834E-6,-1.7E-7,0.000061,-0.00015,-0.00005,-6.71E-6,8.651E-6,-0.00004,-0.00021,-0.00003,0,1.18E-6,1.804E-6,2.102E-6,5.359E-6,9.266E-6,0.000033,-0.00002,-0.00001,-0.00019,0.000031,-2.4E-6,-1.97E-6,-0.00003,0.000058,0.000015,-2.62E-6,-6.81E-6,3.675E-6,0.000073,2.055E-8,5E-6
31,"UN(4,4)",-4.43E-7,7.043E-8,1.463E-7,-1.21E-6,2.287E-7,-3.28E-6,-0.00001,-3.62E-7,-0.00004,-0.00042,-2.5E-6,-1.36E-7,-6.93E-6,-0.00007,-0.00001,7.635E-7,-5.67E-7,1.981E-6,0.000032,5.796E-6,-3.66E-8,8.803E-7,-1.36E-7,-2.5E-7,2.456E-6,-3.14E-7,6.955E-6,0.000028,-1.55E-6,0.000074,0.000897,4.865E-6,-3.7E-8,0.000013,0.000151,0.000025,-1.36E-6,1.46E-6,-3.36E-6,-0.00007,-0.00001,0,3.567E-8,-2.73E-8,-2.54E-7,-2.4E-7,-8.53E-7,-2.29E-6,5.058E-6,0.000013,0.000031,-0.00037,7.489E-7,1.832E-6,4.01E-6,-0.00004,-5.27E-6,-9.71E-7,-1.94E-6,-3.55E-6,0.000031,3.017E-6,3.417E-7
32,"UN(5,1)",-0.00033,-0.00034,-0.00021,0.000075,3.985E-6,0.000020,-0.00005,-0.00002,-2.64E-6,-2.48E-6,-0.00048,-0.00029,2.276E-6,-0.00003,-0.00039,-0.00001,0.000022,-0.00001,4.808E-6,0.000031,2.703E-6,0.000669,0.000707,0.000441,-0.00016,-7.72E-6,-0.00004,0.000102,0.000050,5.834E-6,4.865E-6,0.000991,0.000597,-2.89E-6,0.000067,0.000809,0.000011,-0.00005,0.000026,-0.00001,-0.00007,0,-0.00010,-0.00018,-0.00011,0.000046,-1.26E-6,0.000012,-0.00002,-5.1E-6,-3.36E-6,5.833E-7,-0.00023,-0.00012,-9.65E-6,-3.5E-6,-0.00013,0.000068,0.000060,-4.69E-6,4.814E-6,0.000071,-0.00003
