Row,CovParm,CovP1,CovP2,CovP3,CovP4,CovP5,CovP6,CovP7,CovP8,CovP9,CovP10,CovP11,CovP12,CovP13,CovP14,CovP15,CovP16,CovP17,CovP18,CovP19,CovP20,CovP21,CovP22,CovP23,CovP24,CovP25,CovP26,CovP27,CovP28,CovP29,CovP30,CovP31,CovP32,CovP33,CovP34,CovP35,CovP36,CovP37,CovP38,CovP39,CovP40,CovP41,CovP42,CovP43,CovP44,CovP45,CovP46,CovP47,CovP48,CovP49,CovP50,CovP51,CovP52,CovP53,CovP54,CovP55,CovP56,CovP57,CovP58,CovP59,CovP60,CovP61,CovP62,CovP63
12,"UN(5,2)",-0.00002,0.000088,0.000606,0.000046,-0.00008,-0.00010,-0.00001,0.000101,0.000047,-9.8E-7,0.000020,0.000642,0.000074,0.000045,0.000493,-0.00002,-0.00021,-2.78E-6,-0.00005,-0.00022,0.000112,-0.00001,-0.00009,-0.00072,0.000012,0.000106,-7.04E-6,-3.74E-6,-0.00004,0.000010,-4.03E-6,-0.00008,-0.00067,0.000080,-0.00004,-0.00059,0.000016,0.000113,-5.66E-6,3.96E-6,0.000091,-0.00002,6.869E-7,3.125E-6,0.000017,2.018E-6,0.000015,-3.86E-6,-8.27E-7,-8.53E-6,-7.13E-7,1.512E-6,1.571E-6,4.237E-6,0.000014,-5.27E-6,-4.57E-6,-2.61E-6,-0.00001,-1.69E-6,1.767E-6,-0.00001,6.442E-6
13,"UN(5,3)",-0.00005,0.000031,0.000138,0.000238,0.000477,-0.00064,-0.00007,-0.00004,0.000304,-0.00009,-0.00008,0.000074,0.000992,-0.00019,-0.00024,-0.00010,-0.00038,-0.00011,-0.00011,-0.00056,0.000404,-0.00002,-0.00011,0.000035,-3.3E-6,-0.00031,0.000134,-3.36E-6,0.000034,-0.00002,3.338E-6,-0.00012,0.000091,-0.00035,0.000039,0.000156,0.000041,0.000143,0.000039,-2.43E-6,0.000146,-0.00007,2.154E-6,5.252E-6,4.331E-6,-3.45E-6,-4.82E-6,0.000035,1.126E-6,3.881E-6,-0.00001,1.89E-6,7.911E-6,7.796E-6,-0.00002,8.97E-6,0.000020,-2.08E-6,-4.52E-6,-9.83E-6,2.94E-6,1.433E-7,7.439E-6
14,"UN(5,4)",-0.00002,-0.00004,0.000016,-0.00002,-0.00009,0.000109,0.000085,0.000269,-0.00019,0.000214,-0.00004,0.000045,-0.00019,0.000479,0.000153,0.000010,-0.00004,0.000069,-0.00014,-0.00008,0.000022,7.121E-6,0.000032,-0.00006,-5.54E-6,0.000044,-0.00002,-0.00003,-0.00024,0.000054,-0.00001,0.000037,-0.00005,0.000040,-0.00026,-0.00003,2.012E-6,0.000082,-0.00003,0.000064,0.000092,-0.00004,-9.04E-7,-1.23E-6,3.317E-6,5.255E-7,-2.65E-7,-4.2E-6,7.985E-7,6.968E-6,0.000011,-0.00002,-1.99E-6,3.967E-6,3.906E-6,-3.02E-6,5.03E-7,7.611E-7,-1.16E-6,-2.33E-6,-5.5E-6,6.136E-7,2.518E-6
15,"UN(5,5)",0.000034,0.000085,0.000348,-0.00005,-0.00015,0.000079,0.000038,0.000080,-0.00005,0.000044,0.000152,0.000493,-0.00024,0.000153,0.000763,-0.00005,-0.00012,0.000067,-0.00005,-0.00021,0.000066,-9.7E-6,-0.00006,-0.00053,0.000015,0.000139,-0.00003,-3.04E-6,-0.00002,2.694E-6,1.012E-7,-0.00007,-0.00060,0.000144,-0.00002,-0.00067,0.000017,0.000124,-0.00003,5.195E-6,0.000145,-0.00003,5.514E-7,3.231E-6,0.000017,2.127E-6,8.969E-6,-0.00001,-1.92E-6,-8.63E-6,5.513E-6,-1.97E-6,1.685E-6,0.000010,0.000019,-0.00001,-4.86E-6,-2.81E-6,-0.00001,1.164E-6,2.133E-6,-0.00002,6.454E-6
16,"UN(6,1)",0.000210,-0.00025,0.000063,-0.00083,0.000161,0.000443,-0.00007,0.000027,0.000099,0.000014,-0.00011,-0.00002,-0.00010,0.000010,-0.00005,0.001114,-0.00017,-0.00047,-0.00013,0.000148,0.000481,0.000211,0.000042,4.791E-7,0.000169,0.000031,0.000125,0.000058,8.039E-6,0.000018,-0.00002,0.000056,4.387E-6,0.000031,-1.43E-6,3.034E-6,-0.00039,-0.00006,-0.00024,3.521E-6,-0.00005,0.000379,-2.01E-6,-1.69E-6,4.547E-6,4.985E-6,6.349E-6,-0.00001,-1.11E-6,2.385E-6,-3.83E-6,-1.58E-6,-2.21E-6,3.968E-6,6.872E-6,2.748E-6,3.63E-6,3.492E-7,-0.00002,0.000012,3.761E-6,-0.00002,-1.83E-6
17,"UN(6,2)",-0.00007,0.000090,-0.00038,0.000173,-0.00082,-0.00067,-8.85E-6,-0.00007,-0.00001,-1.69E-6,0.000012,-0.00021,-0.00038,-0.00004,-0.00012,-0.00017,0.001124,0.000758,0.000018,0.000550,-0.00087,0.000044,0.000175,0.000063,0.000016,0.000185,-0.00001,0.000031,0.000113,0.000012,0.000013,0.000135,0.000095,0.000132,0.000085,0.000106,-0.00008,-0.00052,6.802E-7,-0.00005,-0.00038,0.000080,-6.88E-7,-3.1E-6,-0.00001,-4.72E-8,0.000010,-5.63E-6,-4.89E-7,-2.08E-6,-2.68E-6,1.282E-6,-2.18E-6,-0.00001,6.834E-6,-5.48E-7,-9.47E-6,2.672E-6,4.902E-6,9.087E-6,1.465E-6,1.491E-6,-0.00002
18,"UN(6,3)",-0.00016,0.000154,-0.00020,0.000551,-0.00086,-0.00362,-0.00007,0.000081,0.000207,0.000031,0.000010,-2.78E-6,-0.00011,0.000069,0.000067,-0.00047,0.000758,0.003544,-0.00034,-0.00008,-0.00303,0.000093,1.47E-6,-1.67E-7,0.000205,0.000013,0.000303,0.000015,-7.05E-6,0.000077,-0.00002,-0.00002,-7.28E-6,0.000022,-0.00003,-0.00003,-0.00022,8.379E-6,-0.00051,2.754E-6,0.000075,0.000418,-1.39E-6,-1.12E-6,-2.53E-6,-4.07E-6,-6.35E-6,0.000046,-2.49E-6,-6.06E-8,-5.34E-7,-3.52E-6,-1.22E-6,-5.46E-7,-0.00001,-1.28E-6,2.341E-6,9.269E-6,7.272E-6,-0.00003,6.543E-6,0.000015,-1.5E-6
19,"UN(6,4)",-0.00003,0.000026,9.492E-7,0.000047,0.000086,0.000609,0.000121,-0.00022,-0.00079,-0.00011,0.000053,-0.00005,-0.00011,-0.00014,-0.00005,-0.00013,0.000018,-0.00034,0.001102,0.000217,-0.00020,-0.00003,0.000012,2.28E-6,-0.00003,0.000013,-0.00003,0.000104,0.000026,0.000108,0.000153,1.503E-6,4.854E-6,-4.02E-7,0.000050,3.388E-6,0.000011,-0.00004,8.325E-6,-0.00037,-0.00003,0.000227,8.03E-7,3.841E-7,-9.23E-7,3.055E-7,-3.01E-6,-5.34E-6,-1.64E-6,-6.39E-6,0.000014,-2.52E-6,4.618E-7,-1.37E-6,1.417E-6,-6.61E-6,-1.95E-6,-2.21E-6,5.462E-6,4.061E-7,-3.96E-6,6.481E-7,3.946E-6
20,"UN(6,5)",0.000045,-0.00004,-0.00016,-0.00016,-0.00027,0.000402,0.000025,-0.00009,-0.00015,-0.00001,0.000026,-0.00022,-0.00056,-0.00008,-0.00021,0.000148,0.000550,-0.00008,0.000217,0.000882,-0.00053,0.000024,0.000129,0.000046,-0.00002,0.000134,-0.00006,0.000018,0.000081,-0.00002,6.748E-6,0.000151,0.000078,0.000139,0.000095,0.000118,-0.00007,-0.00039,0.000062,-0.00003,-0.00044,0.000185,-7.82E-7,-2.99E-6,-0.00001,7.063E-7,6.009E-6,-0.00002,1.952E-7,-2.63E-6,2.777E-6,4.141E-6,-2.79E-6,-0.00001,0.000014,-1.09E-6,-0.00001,2.496E-6,9.689E-6,0.000012,-6.68E-6,6.445E-7,-0.00002
21,"UN(6,6)",0.000183,-0.00015,0.000203,-0.00046,0.000692,0.002341,0.000021,0.000021,0.000110,0.000025,-0.00007,0.000112,0.000404,0.000022,0.000066,0.000481,-0.00087,-0.00303,-0.00020,-0.00053,0.004070,-0.00011,-0.00003,-3.85E-6,-0.00013,-0.00002,-0.00014,-0.00007,-0.00001,-0.00008,-0.00005,-0.00005,-8.29E-6,-0.00005,-0.00003,-0.00002,0.000357,0.000066,0.000390,0.000238,0.000150,-0.00110,4.094E-7,1.522E-6,6.668E-6,-4.49E-7,9.263E-7,-0.00002,2.035E-6,2.081E-6,-5.65E-6,2.695E-6,2.009E-6,6.306E-6,1.859E-6,2.391E-6,5.597E-6,-3.8E-6,-0.00001,0.000030,-2.6E-6,-0.00002,-4.69E-6
22,"UN(1,1)",-0.00040,-0.00009,-0.00002,-0.00018,-0.00004,-0.00007,0.000054,0.000012,0.000023,-7.5E-6,-0.00006,-0.00001,-0.00002,7.121E-6,-9.7E-6,0.000211,0.000044,0.000093,-0.00003,0.000024,-0.00011,0.000810,0.000160,0.000028,0.000351,0.000073,0.000149,-0.00012,-0.00003,-0.00004,0.000016,0.000087,0.000014,0.000039,-0.00002,6.605E-6,-0.00043,-0.00009,-0.00019,0.000057,-0.00005,0.000229,-0.00013,-0.00003,-3.72E-6,-1.22E-6,3.359E-7,3.182E-7,9.608E-6,1.276E-6,5.266E-7,-2.1E-6,-0.00002,-3.56E-6,-2.7E-7,1.236E-6,-2.9E-6,0.000029,5.529E-6,-6.49E-7,-1.65E-6,5.705E-6,-6.04E-6
23,"UN(2,1)",-0.00006,-0.00033,-0.00013,-4.4E-6,-0.00014,0.000019,-0.00002,0.000040,-0.00002,7.011E-6,-0.00024,-0.00009,-0.00011,0.000032,-0.00006,0.000042,0.000175,1.47E-6,0.000012,0.000129,-0.00003,0.000160,0.000671,0.000252,3.542E-7,0.000282,-0.00004,0.000035,-0.00009,0.000031,-0.00001,0.000490,0.000159,0.000211,-0.00007,0.000097,-0.00010,-0.00036,-7.23E-7,-0.00002,-0.00026,0.000055,-0.00004,-0.00013,-0.00005,-4.13E-6,-9.85E-7,-7.72E-7,0.000012,0.000011,8.981E-7,-1.75E-6,-0.00009,-0.00004,-7.85E-7,7.319E-6,-0.00003,0.000036,0.000037,5.062E-7,-4.67E-6,0.000026,-0.00001
24,"UN(2,2)",-4.86E-6,-0.00009,-0.00098,5.482E-6,0.000042,-7.55E-6,-0.00001,-0.00008,0.000011,-0.00001,-0.00007,-0.00072,0.000035,-0.00006,-0.00053,4.791E-7,0.000063,-1.67E-7,2.28E-6,0.000046,-3.85E-6,0.000028,0.000252,0.002111,-0.00002,-0.00012,0.000016,0.000019,0.000147,-0.00002,0.000025,0.000186,0.001550,-0.00009,0.000115,0.001139,-0.00002,-0.00017,6.039E-6,-2.87E-6,-0.00012,0.000015,-0.00001,-0.00007,-0.00053,-1.64E-6,-0.00002,-2.48E-6,6.343E-6,0.000045,1.278E-6,-3.36E-6,-0.00005,-0.00034,-9.89E-6,0.000028,-0.00022,0.000017,0.000130,4.126E-6,-0.00001,0.000083,-0.00003
25,"UN(3,1)",-0.00019,-9.52E-6,3.311E-6,-0.00031,-0.00005,-0.00026,0.000041,4.75E-6,0.000053,-8.21E-6,0.000052,0.000012,-3.3E-6,-5.54E-6,0.000015,0.000169,0.000016,0.000205,-0.00003,-0.00002,-0.00013,0.000351,3.542E-7,-0.00002,0.000648,0.000091,0.000510,-0.00008,-7.48E-6,-0.00012,0.000018,-0.00013,-0.00003,-0.00001,0.000018,-0.00003,-0.00035,-0.00003,-0.00042,0.000073,0.000054,0.000277,-2.64E-6,4.782E-6,3.394E-6,-0.00014,-0.00003,1.821E-7,9.157E-6,1.547E-6,9.095E-6,-1.3E-6,0.000045,0.000012,-0.00003,-1.02E-6,0.000019,0.000049,9.193E-6,0.000032,-5.89E-6,-1.34E-6,-0.00002
26,"UN(3,2)",-0.00004,-0.00016,0.000031,-0.00002,-0.00041,0.000030,-7.62E-6,0.000052,-0.00003,7.397E-6,-0.00011,0.000106,-0.00031,0.000044,0.000139,0.000031,0.000185,0.000013,0.000013,0.000134,-0.00002,0.000073,0.000282,-0.00012,0.000091,0.000925,-0.00009,0.000015,-0.00011,0.000063,-0.00002,0.000186,-0.00028,0.000689,-0.00009,-0.00035,-0.00008,-0.00042,-0.00005,-0.00002,-0.00029,0.000070,-8.85E-8,8.556E-8,0.000020,-0.00004,-0.00029,-0.00002,2.675E-6,0.000017,0.000025,-2.49E-6,0.000013,0.000100,-0.00018,3.928E-6,0.000120,0.000014,0.000100,0.000074,-0.00001,0.000042,-0.00005
27,"UN(3,3)",-0.00008,0.000019,-8.74E-6,-0.00028,0.000016,-0.00066,0.000029,-2.47E-6,0.000077,-8.82E-6,0.000078,-7.04E-6,0.000134,-0.00002,-0.00003,0.000125,-0.00001,0.000303,-0.00003,-0.00006,-0.00014,0.000149,-0.00004,0.000016,0.000510,-0.00009,0.001582,-0.00005,9.666E-6,-0.00017,0.000019,-0.00014,0.000031,-0.00039,0.000042,0.000101,-0.00023,0.000045,-0.00073,0.000078,0.000184,0.000334,-6.52E-7,-2.58E-7,-1.73E-6,-2.33E-6,0.000020,-0.00061,-2.78E-7,-8.98E-7,0.000041,-3.53E-6,1.326E-7,-7.41E-6,0.000200,-0.00001,-0.00007,2.182E-6,-6.36E-6,0.000214,-0.00001,-0.00007,-0.00008
28,"UN(4,1)",0.000050,-0.00002,-8.91E-6,0.000040,-6.61E-6,0.000027,-0.00022,-0.00004,-0.00010,0.000061,-8.35E-6,-3.74E-6,-3.36E-6,-0.00003,-3.04E-6,0.000058,0.000031,0.000015,0.000104,0.000018,-0.00007,-0.00012,0.000035,0.000019,-0.00008,0.000015,-0.00005,0.000454,0.000078,0.000204,-0.00014,0.000015,7.319E-6,8.947E-6,0.000041,2.021E-6,-0.00011,-0.00006,-0.00003,-0.00021,-0.00003,0.000147,0.000011,7.852E-6,3.043E-6,8.75E-6,1.899E-6,-4.36E-7,-0.00012,-0.00003,-6.85E-7,0.000016,-6.55E-6,-5.44E-7,1.977E-6,-0.00002,-3.42E-6,0.000024,3.148E-6,-1.79E-6,0.000027,6.114E-6,-0.00001
29,"UN(4,2)",9.357E-6,0.000035,-0.00008,1.817E-6,0.000050,-3.48E-6,-0.00002,-0.00033,0.000012,-0.00004,0.000029,-0.00004,0.000034,-0.00024,-0.00002,8.039E-6,0.000113,-7.05E-6,0.000026,0.000081,-0.00001,-0.00003,-0.00009,0.000147,-7.48E-6,-0.00011,9.666E-6,0.000078,0.000725,-0.00004,0.000078,-0.00007,0.000090,-0.00007,0.000526,0.000052,-0.00002,-0.00022,0.000020,-0.00007,-0.00016,0.000035,2.825E-6,0.000012,0.000029,3.022E-6,0.000018,1.581E-6,-0.00004,-0.00026,-9.55E-6,0.000042,4.254E-6,-7.48E-6,0.000010,-0.00016,-0.00002,4.845E-6,0.000047,-3.02E-6,0.000058,0.000037,-0.00002
30,"UN(4,3)",0.000023,-0.00001,0.000011,0.000050,-0.00003,0.000076,-0.00011,6.949E-6,-0.00027,0.000059,-0.00002,0.000010,-0.00002,0.000054,2.694E-6,0.000018,0.000012,0.000077,0.000108,-0.00002,-0.00008,-0.00004,0.000031,-0.00002,-0.00012,0.000063,-0.00017,0.000204,-0.00004,0.000627,-0.00013,0.000040,-0.00002,0.000043,-0.00016,-0.00001,-0.00002,-0.00002,-0.00015,-0.00026,0.000037,0.000177,1.249E-6,-8.13E-8,-6.58E-7,0.000010,0.000015,0.000039,-1.79E-6,7.824E-6,-0.00027,0.000036,-2.43E-6,-4.1E-6,-0.00002,0.000091,0.000013,-4.01E-6,-7.74E-6,0.000047,0.000093,-0.00001,-0.00004
31,"UN(4,4)",-6.1E-6,7.433E-6,-0.00001,-7.63E-6,6.91E-6,-9.09E-6,0.000054,-0.00004,0.000059,-0.00043,3.636E-6,-4.03E-6,3.338E-6,-0.00001,1.012E-7,-0.00002,0.000013,-0.00002,0.000153,6.748E-6,-0.00005,0.000016,-0.00001,0.000025,0.000018,-0.00002,0.000019,-0.00014,0.000078,-0.00013,0.000974,-9E-6,9.29E-6,-7.76E-6,0.000029,2.9E-7,0.000042,-0.00003,0.000039,-0.00030,-0.00001,0.000095,-2.51E-6,-1.45E-6,-2.33E-6,-8.84E-7,-1.77E-6,-2.99E-6,0.000018,0.000028,0.000034,-0.00049,-3.23E-7,1.338E-6,3.136E-6,-0.00003,-3.63E-6,-4.11E-6,-5.9E-6,-5.93E-6,0.000097,5.615E-6,-0.00002
32,"UN(5,1)",-0.00003,-0.00023,-0.00009,0.000058,-0.00009,0.000070,-9.49E-6,0.000030,-0.00002,3.786E-6,-0.00027,-0.00008,-0.00012,0.000037,-0.00007,0.000056,0.000135,-0.00002,1.503E-6,0.000151,-0.00005,0.000087,0.000490,0.000186,-0.00013,0.000186,-0.00014,0.000015,-0.00007,0.000040,-9E-6,0.000563,0.000155,0.000236,-0.00009,0.000111,-0.00013,-0.00028,0.000036,4.406E-7,-0.00031,0.000108,-0.00003,-0.00009,-0.00004,0.000039,8.842E-6,-7.22E-7,-2.69E-6,4.736E-6,-1.68E-6,-3.65E-7,-0.00013,-0.00004,7.994E-6,6.856E-6,-0.00005,0.000033,0.000026,-9.85E-6,-1.03E-6,0.000035,-0.00001
33,"UN(5,2)",2.137E-6,-0.00005,-0.00071,7.025E-6,0.000116,-8.85E-6,-4.49E-6,-0.00005,0.000011,-3.63E-6,-0.00005,-0.00067,0.000091,-0.00005,-0.00060,4.387E-6,0.000095,-7.28E-6,4.854E-6,0.000078,-8.29E-6,0.000014,0.000159,0.001550,-0.00003,-0.00028,0.000031,7.319E-6,0.000090,-0.00002,9.29E-6,0.000155,0.001464,-0.00022,0.000087,0.001313,-0.00002,-0.00023,0.000025,-9.1E-6,-0.00019,0.000026,-9.68E-6,-0.00006,-0.00037,0.000011,0.000078,3.148E-6,1.47E-6,6.059E-6,-6.99E-6,1.425E-6,-0.00006,-0.00037,0.000046,0.000015,-0.00033,0.000016,0.000102,-0.00002,-2.71E-6,0.000099,-0.00003
