RandRep,Treat,Gen,CovParm,Subject,Estimate
751,1,2,"UN(6,3)",Vial(Treat*Line),-0.08020
751,1,2,"UN(6,4)",Vial(Treat*Line),-0.00642
751,1,2,"UN(6,5)",Vial(Treat*Line),0.02357
751,1,2,"UN(6,6)",Vial(Treat*Line),0.06482
751,1,2,"UN(1,1)",Anim(Trea*Line*Vial),0.5122
751,1,2,"UN(2,1)",Anim(Trea*Line*Vial),0.08951
751,1,2,"UN(2,2)",Anim(Trea*Line*Vial),0.8490
751,1,2,"UN(3,1)",Anim(Trea*Line*Vial),0.02867
751,1,2,"UN(3,2)",Anim(Trea*Line*Vial),0.07188
751,1,2,"UN(3,3)",Anim(Trea*Line*Vial),0.7662
751,1,2,"UN(4,1)",Anim(Trea*Line*Vial),0.02187
751,1,2,"UN(4,2)",Anim(Trea*Line*Vial),-0.02152
751,1,2,"UN(4,3)",Anim(Trea*Line*Vial),-0.08521
751,1,2,"UN(4,4)",Anim(Trea*Line*Vial),0.8299
751,1,2,"UN(5,1)",Anim(Trea*Line*Vial),0.08390
751,1,2,"UN(5,2)",Anim(Trea*Line*Vial),0.5297
751,1,2,"UN(5,3)",Anim(Trea*Line*Vial),-0.2481
751,1,2,"UN(5,4)",Anim(Trea*Line*Vial),0.1199
751,1,2,"UN(5,5)",Anim(Trea*Line*Vial),0.8022
751,1,2,"UN(6,1)",Anim(Trea*Line*Vial),-0.1523
751,1,2,"UN(6,2)",Anim(Trea*Line*Vial),-0.2575
751,1,2,"UN(6,3)",Anim(Trea*Line*Vial),-0.2371
751,1,2,"UN(6,4)",Anim(Trea*Line*Vial),-0.05567
751,1,2,"UN(6,5)",Anim(Trea*Line*Vial),-0.1903
751,1,2,"UN(6,6)",Anim(Trea*Line*Vial),0.7063
751,1,3,"UN(1,1)",Line,0.3146
751,1,3,"UN(2,1)",Line,0.04679
751,1,3,"UN(2,2)",Line,0.04766
751,1,3,"UN(3,1)",Line,-0.1207
751,1,3,"UN(3,2)",Line,0.08421
751,1,3,"UN(3,3)",Line,0.1793
751,1,3,"UN(4,1)",Line,-0.08109
751,1,3,"UN(4,2)",Line,-0.01784
751,1,3,"UN(4,3)",Line,0.04543
751,1,3,"UN(4,4)",Line,0.1041
751,1,3,"UN(5,1)",Line,0.1207
751,1,3,"UN(5,2)",Line,0.03623
751,1,3,"UN(5,3)",Line,0.01789
751,1,3,"UN(5,4)",Line,-0.06390
751,1,3,"UN(5,5)",Line,0.06474
751,1,3,"UN(6,1)",Line,0.04137
751,1,3,"UN(6,2)",Line,-0.08371
751,1,3,"UN(6,3)",Line,-0.1841
751,1,3,"UN(6,4)",Line,0.01269
751,1,3,"UN(6,5)",Line,0.01376
751,1,3,"UN(6,6)",Line,0.1719
751,1,3,"UN(1,1)",Vial(Treat*Line),0.06843
751,1,3,"UN(2,1)",Vial(Treat*Line),0.03168
751,1,3,"UN(2,2)",Vial(Treat*Line),0.07959
751,1,3,"UN(3,1)",Vial(Treat*Line),0.02337
751,1,3,"UN(3,2)",Vial(Treat*Line),-0.05994
751,1,3,"UN(3,3)",Vial(Treat*Line),0
751,1,3,"UN(4,1)",Vial(Treat*Line),0.05376
751,1,3,"UN(4,2)",Vial(Treat*Line),0.01767
751,1,3,"UN(4,3)",Vial(Treat*Line),-0.00888
751,1,3,"UN(4,4)",Vial(Treat*Line),0
751,1,3,"UN(5,1)",Vial(Treat*Line),0.04024
751,1,3,"UN(5,2)",Vial(Treat*Line),0.07120
751,1,3,"UN(5,3)",Vial(Treat*Line),-0.04099
751,1,3,"UN(5,4)",Vial(Treat*Line),0.05683
751,1,3,"UN(5,5)",Vial(Treat*Line),0.08982
751,1,3,"UN(6,1)",Vial(Treat*Line),-0.04693
751,1,3,"UN(6,2)",Vial(Treat*Line),0.02319
751,1,3,"UN(6,3)",Vial(Treat*Line),0.02883
751,1,3,"UN(6,4)",Vial(Treat*Line),-0.06918
751,1,3,"UN(6,5)",Vial(Treat*Line),-0.02769
751,1,3,"UN(6,6)",Vial(Treat*Line),0.03450
751,1,3,"UN(1,1)",Anim(Trea*Line*Vial),0.4546
751,1,3,"UN(2,1)",Anim(Trea*Line*Vial),0.1311
751,1,3,"UN(2,2)",Anim(Trea*Line*Vial),0.8028
751,1,3,"UN(3,1)",Anim(Trea*Line*Vial),0.01868
751,1,3,"UN(3,2)",Anim(Trea*Line*Vial),0.02240
751,1,3,"UN(3,3)",Anim(Trea*Line*Vial),0.7971
751,1,3,"UN(4,1)",Anim(Trea*Line*Vial),-0.01712
751,1,3,"UN(4,2)",Anim(Trea*Line*Vial),-0.00107
751,1,3,"UN(4,3)",Anim(Trea*Line*Vial),-0.03604
751,1,3,"UN(4,4)",Anim(Trea*Line*Vial),0.7576
751,1,3,"UN(5,1)",Anim(Trea*Line*Vial),0.1232
751,1,3,"UN(5,2)",Anim(Trea*Line*Vial),0.5228
751,1,3,"UN(5,3)",Anim(Trea*Line*Vial),-0.2531
751,1,3,"UN(5,4)",Anim(Trea*Line*Vial),0.09718
751,1,3,"UN(5,5)",Anim(Trea*Line*Vial),0.8199
751,1,3,"UN(6,1)",Anim(Trea*Line*Vial),-0.1353
751,1,3,"UN(6,2)",Anim(Trea*Line*Vial),-0.1245
751,1,3,"UN(6,3)",Anim(Trea*Line*Vial),-0.2612
751,1,3,"UN(6,4)",Anim(Trea*Line*Vial),-0.08728
751,1,3,"UN(6,5)",Anim(Trea*Line*Vial),-0.1572
751,1,3,"UN(6,6)",Anim(Trea*Line*Vial),0.7689
751,1,4,"UN(1,1)",Line,0.2699
751,1,4,"UN(2,1)",Line,-0.01015
751,1,4,"UN(2,2)",Line,0.01906
751,1,4,"UN(3,1)",Line,-0.00863
751,1,4,"UN(3,2)",Line,0.02280
751,1,4,"UN(3,3)",Line,0.09338
751,1,4,"UN(4,1)",Line,0.01214
751,1,4,"UN(4,2)",Line,0.01965
751,1,4,"UN(4,3)",Line,0.05812
751,1,4,"UN(4,4)",Line,0.03849
751,1,4,"UN(5,1)",Line,0.04891
751,1,4,"UN(5,2)",Line,0.01715
751,1,4,"UN(5,3)",Line,0.001431
751,1,4,"UN(5,4)",Line,-0.00116
751,1,4,"UN(5,5)",Line,0.05724
751,1,4,"UN(6,1)",Line,-0.07921
751,1,4,"UN(6,2)",Line,-0.02195
751,1,4,"UN(6,3)",Line,-0.05944
751,1,4,"UN(6,4)",Line,-0.08955
751,1,4,"UN(6,5)",Line,-0.02800
751,1,4,"UN(6,6)",Line,0.1332
751,1,4,"UN(1,1)",Vial(Treat*Line),0.1557
751,1,4,"UN(2,1)",Vial(Treat*Line),0.04254
751,1,4,"UN(2,2)",Vial(Treat*Line),0.05371
751,1,4,"UN(3,1)",Vial(Treat*Line),-0.01407
751,1,4,"UN(3,2)",Vial(Treat*Line),-0.02203
751,1,4,"UN(3,3)",Vial(Treat*Line),0.09761
751,1,4,"UN(4,1)",Vial(Treat*Line),0.03972
751,1,4,"UN(4,2)",Vial(Treat*Line),-0.05734
751,1,4,"UN(4,3)",Vial(Treat*Line),-0.04742
751,1,4,"UN(4,4)",Vial(Treat*Line),0
751,1,4,"UN(5,1)",Vial(Treat*Line),0.07831
751,1,4,"UN(5,2)",Vial(Treat*Line),0.04444
751,1,4,"UN(5,3)",Vial(Treat*Line),-0.07446
751,1,4,"UN(5,4)",Vial(Treat*Line),0.002871
751,1,4,"UN(5,5)",Vial(Treat*Line),0.08382
751,1,4,"UN(6,1)",Vial(Treat*Line),-0.05304
751,1,4,"UN(6,2)",Vial(Treat*Line),-0.02864
751,1,4,"UN(6,3)",Vial(Treat*Line),-0.06638
751,1,4,"UN(6,4)",Vial(Treat*Line),0.04222
751,1,4,"UN(6,5)",Vial(Treat*Line),0.02560
751,1,4,"UN(6,6)",Vial(Treat*Line),0.05169
751,1,4,"UN(1,1)",Anim(Trea*Line*Vial),0.5048
751,1,4,"UN(2,1)",Anim(Trea*Line*Vial),0.1708
751,1,4,"UN(2,2)",Anim(Trea*Line*Vial),0.8126
751,1,4,"UN(3,1)",Anim(Trea*Line*Vial),-0.00460
751,1,4,"UN(3,2)",Anim(Trea*Line*Vial),0.05249
751,1,4,"UN(3,3)",Anim(Trea*Line*Vial),0.6614
751,1,4,"UN(4,1)",Anim(Trea*Line*Vial),0.03239
751,1,4,"UN(4,2)",Anim(Trea*Line*Vial),-0.04799
751,1,4,"UN(4,3)",Anim(Trea*Line*Vial),-0.01108
751,1,4,"UN(4,4)",Anim(Trea*Line*Vial),0.8394
751,1,4,"UN(5,1)",Anim(Trea*Line*Vial),0.1475
751,1,4,"UN(5,2)",Anim(Trea*Line*Vial),0.5518
751,1,4,"UN(5,3)",Anim(Trea*Line*Vial),-0.1649
751,1,4,"UN(5,4)",Anim(Trea*Line*Vial),0.06735
751,1,4,"UN(5,5)",Anim(Trea*Line*Vial),0.8043
751,1,4,"UN(6,1)",Anim(Trea*Line*Vial),-0.02604
751,1,4,"UN(6,2)",Anim(Trea*Line*Vial),-0.1394
751,1,4,"UN(6,3)",Anim(Trea*Line*Vial),-0.2291
751,1,4,"UN(6,4)",Anim(Trea*Line*Vial),-0.1089
751,1,4,"UN(6,5)",Anim(Trea*Line*Vial),-0.1014
751,1,4,"UN(6,6)",Anim(Trea*Line*Vial),0.6499
751,1,5,"UN(1,1)",Line,0.3681
751,1,5,"UN(2,1)",Line,0.03991
751,1,5,"UN(2,2)",Line,0.1713
751,1,5,"UN(3,1)",Line,-0.06598
751,1,5,"UN(3,2)",Line,0.01393
751,1,5,"UN(3,3)",Line,0.1849
751,1,5,"UN(4,1)",Line,0.02022
751,1,5,"UN(4,2)",Line,-0.02498
751,1,5,"UN(4,3)",Line,0.07705
751,1,5,"UN(4,4)",Line,0.1356
751,1,5,"UN(5,1)",Line,0.08456
751,1,5,"UN(5,2)",Line,0.1370
751,1,5,"UN(5,3)",Line,-0.03947
751,1,5,"UN(5,4)",Line,-0.05622
751,1,5,"UN(5,5)",Line,0.1460
751,1,5,"UN(6,1)",Line,0.005734
751,1,5,"UN(6,2)",Line,-0.06733
751,1,5,"UN(6,3)",Line,-0.1507
751,1,5,"UN(6,4)",Line,-0.08675
751,1,5,"UN(6,5)",Line,-0.00946
751,1,5,"UN(6,6)",Line,0.1724
751,1,5,"UN(1,1)",Vial(Treat*Line),0.05166
751,1,5,"UN(2,1)",Vial(Treat*Line),0.04699
751,1,5,"UN(2,2)",Vial(Treat*Line),0.02466
751,1,5,"UN(3,1)",Vial(Treat*Line),-0.02844
751,1,5,"UN(3,2)",Vial(Treat*Line),-0.00950
751,1,5,"UN(3,3)",Vial(Treat*Line),0.01963
751,1,5,"UN(4,1)",Vial(Treat*Line),0.05493
751,1,5,"UN(4,2)",Vial(Treat*Line),0.04733
751,1,5,"UN(4,3)",Vial(Treat*Line),-0.01291
751,1,5,"UN(4,4)",Vial(Treat*Line),0
751,1,5,"UN(5,1)",Vial(Treat*Line),0.05365
751,1,5,"UN(5,2)",Vial(Treat*Line),0.05475
751,1,5,"UN(5,3)",Vial(Treat*Line),-0.02426
751,1,5,"UN(5,4)",Vial(Treat*Line),0.04941
751,1,5,"UN(5,5)",Vial(Treat*Line),0.07178
751,1,5,"UN(6,1)",Vial(Treat*Line),-0.04403
751,1,5,"UN(6,2)",Vial(Treat*Line),-0.04147
751,1,5,"UN(6,3)",Vial(Treat*Line),-0.01124
751,1,5,"UN(6,4)",Vial(Treat*Line),-0.03297
751,1,5,"UN(6,5)",Vial(Treat*Line),-0.03433
751,1,5,"UN(6,6)",Vial(Treat*Line),0.08328
751,1,5,"UN(1,1)",Anim(Trea*Line*Vial),0.5846
751,1,5,"UN(2,1)",Anim(Trea*Line*Vial),0.1860
751,1,5,"UN(2,2)",Anim(Trea*Line*Vial),0.9077
751,1,5,"UN(3,1)",Anim(Trea*Line*Vial),0.03964
751,1,5,"UN(3,2)",Anim(Trea*Line*Vial),-0.01742
751,1,5,"UN(3,3)",Anim(Trea*Line*Vial),0.7567
751,1,5,"UN(4,1)",Anim(Trea*Line*Vial),-0.02667
751,1,5,"UN(4,2)",Anim(Trea*Line*Vial),0.003607
751,1,5,"UN(4,3)",Anim(Trea*Line*Vial),0.002775
751,1,5,"UN(4,4)",Anim(Trea*Line*Vial),0.9305
751,1,5,"UN(5,1)",Anim(Trea*Line*Vial),0.1524
751,1,5,"UN(5,2)",Anim(Trea*Line*Vial),0.5851
751,1,5,"UN(5,3)",Anim(Trea*Line*Vial),-0.2524
751,1,5,"UN(5,4)",Anim(Trea*Line*Vial),0.09788
751,1,5,"UN(5,5)",Anim(Trea*Line*Vial),0.8239
751,1,5,"UN(6,1)",Anim(Trea*Line*Vial),-0.1161
751,1,5,"UN(6,2)",Anim(Trea*Line*Vial),-0.1162
751,1,5,"UN(6,3)",Anim(Trea*Line*Vial),-0.2166
751,1,5,"UN(6,4)",Anim(Trea*Line*Vial),-0.1388
751,1,5,"UN(6,5)",Anim(Trea*Line*Vial),-0.09375
751,1,5,"UN(6,6)",Anim(Trea*Line*Vial),0.6341
751,1,6,"UN(1,1)",Line,0.2601
751,1,6,"UN(2,1)",Line,0.006973
751,1,6,"UN(2,2)",Line,0.08796
751,1,6,"UN(3,1)",Line,-0.01063
751,1,6,"UN(3,2)",Line,0.1022
751,1,6,"UN(3,3)",Line,0.1993
751,1,6,"UN(4,1)",Line,-0.01730
751,1,6,"UN(4,2)",Line,0.01482
751,1,6,"UN(4,3)",Line,0.07232
751,1,6,"UN(4,4)",Line,0.1392
751,1,6,"UN(5,1)",Line,0.1556
751,1,6,"UN(5,2)",Line,0.05650
751,1,6,"UN(5,3)",Line,0.04833
751,1,6,"UN(5,4)",Line,0.03674
751,1,6,"UN(5,5)",Line,0.1764
751,1,6,"UN(6,1)",Line,-0.07364
751,1,6,"UN(6,2)",Line,-0.1239
751,1,6,"UN(6,3)",Line,-0.2117
751,1,6,"UN(6,4)",Line,-0.05284
751,1,6,"UN(6,5)",Line,-0.09344
751,1,6,"UN(6,6)",Line,0.2180
751,1,6,"UN(1,1)",Vial(Treat*Line),0.04022
751,1,6,"UN(2,1)",Vial(Treat*Line),0.03075
751,1,6,"UN(2,2)",Vial(Treat*Line),0
751,1,6,"UN(3,1)",Vial(Treat*Line),0.01437
751,1,6,"UN(3,2)",Vial(Treat*Line),0.01917
751,1,6,"UN(3,3)",Vial(Treat*Line),0.07719
751,1,6,"UN(4,1)",Vial(Treat*Line),-0.01210
751,1,6,"UN(4,2)",Vial(Treat*Line),0.03932
751,1,6,"UN(4,3)",Vial(Treat*Line),-0.03683
751,1,6,"UN(4,4)",Vial(Treat*Line),0.01937
751,1,6,"UN(5,1)",Vial(Treat*Line),0.001683
751,1,6,"UN(5,2)",Vial(Treat*Line),-0.00776
751,1,6,"UN(5,3)",Vial(Treat*Line),-0.03182
751,1,6,"UN(5,4)",Vial(Treat*Line),0.03945
751,1,6,"UN(5,5)",Vial(Treat*Line),0
751,1,6,"UN(6,1)",Vial(Treat*Line),0.004931
751,1,6,"UN(6,2)",Vial(Treat*Line),0.003362
751,1,6,"UN(6,3)",Vial(Treat*Line),-0.03294
751,1,6,"UN(6,4)",Vial(Treat*Line),-0.00780
751,1,6,"UN(6,5)",Vial(Treat*Line),0.01443
751,1,6,"UN(6,6)",Vial(Treat*Line),0.04808
751,1,6,"UN(1,1)",Anim(Trea*Line*Vial),0.6337
751,1,6,"UN(2,1)",Anim(Trea*Line*Vial),0.2466
751,1,6,"UN(2,2)",Anim(Trea*Line*Vial),0.8670
751,1,6,"UN(3,1)",Anim(Trea*Line*Vial),0.04850
751,1,6,"UN(3,2)",Anim(Trea*Line*Vial),0.05060
751,1,6,"UN(3,3)",Anim(Trea*Line*Vial),0.7657
751,1,6,"UN(4,1)",Anim(Trea*Line*Vial),0.01615
751,1,6,"UN(4,2)",Anim(Trea*Line*Vial),-0.03612
751,1,6,"UN(4,3)",Anim(Trea*Line*Vial),-0.02734
751,1,6,"UN(4,4)",Anim(Trea*Line*Vial),0.7484
751,1,6,"UN(5,1)",Anim(Trea*Line*Vial),0.1825
751,1,6,"UN(5,2)",Anim(Trea*Line*Vial),0.5269
751,1,6,"UN(5,3)",Anim(Trea*Line*Vial),-0.1847
751,1,6,"UN(5,4)",Anim(Trea*Line*Vial),0.05291
751,1,6,"UN(5,5)",Anim(Trea*Line*Vial),0.7306
751,1,6,"UN(6,1)",Anim(Trea*Line*Vial),-0.1813
751,1,6,"UN(6,2)",Anim(Trea*Line*Vial),-0.2162
751,1,6,"UN(6,3)",Anim(Trea*Line*Vial),-0.2006
751,1,6,"UN(6,4)",Anim(Trea*Line*Vial),-0.01409
751,1,6,"UN(6,5)",Anim(Trea*Line*Vial),-0.1312
751,1,6,"UN(6,6)",Anim(Trea*Line*Vial),0.6431
751,3,1,"UN(1,1)",Line,0.3086
751,3,1,"UN(2,1)",Line,0.1130
751,3,1,"UN(2,2)",Line,0.1554
751,3,1,"UN(3,1)",Line,-0.00857
751,3,1,"UN(3,2)",Line,0.1481
751,3,1,"UN(3,3)",Line,0.1862
751,3,1,"UN(4,1)",Line,-0.1019
751,3,1,"UN(4,2)",Line,0.02491
751,3,1,"UN(4,3)",Line,0.08535
751,3,1,"UN(4,4)",Line,0.1244
751,3,1,"UN(5,1)",Line,0.09213
751,3,1,"UN(5,2)",Line,0.09917
751,3,1,"UN(5,3)",Line,0.08392
751,3,1,"UN(5,4)",Line,0.006388
751,3,1,"UN(5,5)",Line,0.09224
751,3,1,"UN(6,1)",Line,-0.06255
751,3,1,"UN(6,2)",Line,-0.2182
751,3,1,"UN(6,3)",Line,-0.2607
751,3,1,"UN(6,4)",Line,-0.08939
751,3,1,"UN(6,5)",Line,-0.1375
751,3,1,"UN(6,6)",Line,0.4274
751,3,1,"UN(1,1)",Vial(Treat*Line),0.1173
751,3,1,"UN(2,1)",Vial(Treat*Line),-0.01592
751,3,1,"UN(2,2)",Vial(Treat*Line),0.01819
751,3,1,"UN(3,1)",Vial(Treat*Line),0.007791
751,3,1,"UN(3,2)",Vial(Treat*Line),-0.08631
751,3,1,"UN(3,3)",Vial(Treat*Line),0.1407
751,3,1,"UN(4,1)",Vial(Treat*Line),0.02729
751,3,1,"UN(4,2)",Vial(Treat*Line),-0.01973
751,3,1,"UN(4,3)",Vial(Treat*Line),0.03049
751,3,1,"UN(4,4)",Vial(Treat*Line),0.02539
751,3,1,"UN(5,1)",Vial(Treat*Line),0.008992
751,3,1,"UN(5,2)",Vial(Treat*Line),0.03805
751,3,1,"UN(5,3)",Vial(Treat*Line),-0.1112
751,3,1,"UN(5,4)",Vial(Treat*Line),-0.02075
751,3,1,"UN(5,5)",Vial(Treat*Line),0.06554
751,3,1,"UN(6,1)",Vial(Treat*Line),-0.01776
751,3,1,"UN(6,2)",Vial(Treat*Line),0.01697
751,3,1,"UN(6,3)",Vial(Treat*Line),-0.04494
751,3,1,"UN(6,4)",Vial(Treat*Line),-0.02479
751,3,1,"UN(6,5)",Vial(Treat*Line),0.04226
751,3,1,"UN(6,6)",Vial(Treat*Line),0.007900
751,3,1,"UN(1,1)",Anim(Trea*Line*Vial),0.4289
751,3,1,"UN(2,1)",Anim(Trea*Line*Vial),0.1692
751,3,1,"UN(2,2)",Anim(Trea*Line*Vial),0.8424
751,3,1,"UN(3,1)",Anim(Trea*Line*Vial),0.02217
751,3,1,"UN(3,2)",Anim(Trea*Line*Vial),0.01778
751,3,1,"UN(3,3)",Anim(Trea*Line*Vial),0.7593
751,3,1,"UN(4,1)",Anim(Trea*Line*Vial),0.06277
751,3,1,"UN(4,2)",Anim(Trea*Line*Vial),0.02444
751,3,1,"UN(4,3)",Anim(Trea*Line*Vial),-0.07878
751,3,1,"UN(4,4)",Anim(Trea*Line*Vial),0.8508
751,3,1,"UN(5,1)",Anim(Trea*Line*Vial),0.1447
751,3,1,"UN(5,2)",Anim(Trea*Line*Vial),0.5218
751,3,1,"UN(5,3)",Anim(Trea*Line*Vial),-0.1945
751,3,1,"UN(5,4)",Anim(Trea*Line*Vial),0.1577
751,3,1,"UN(5,5)",Anim(Trea*Line*Vial),0.7402
751,3,1,"UN(6,1)",Anim(Trea*Line*Vial),-0.06581
751,3,1,"UN(6,2)",Anim(Trea*Line*Vial),-0.1116
751,3,1,"UN(6,3)",Anim(Trea*Line*Vial),-0.1831
751,3,1,"UN(6,4)",Anim(Trea*Line*Vial),-0.09454
751,3,1,"UN(6,5)",Anim(Trea*Line*Vial),-0.1234
751,3,1,"UN(6,6)",Anim(Trea*Line*Vial),0.7951
751,3,2,"UN(1,1)",Line,0.4468
751,3,2,"UN(2,1)",Line,0.05188
751,3,2,"UN(2,2)",Line,0.1228
751,3,2,"UN(3,1)",Line,-0.03142
751,3,2,"UN(3,2)",Line,0.05196
751,3,2,"UN(3,3)",Line,0.2274
751,3,2,"UN(4,1)",Line,-0.05362
751,3,2,"UN(4,2)",Line,0.02226
751,3,2,"UN(4,3)",Line,0.07015
751,3,2,"UN(4,4)",Line,0.1073
751,3,2,"UN(5,1)",Line,0.05441
751,3,2,"UN(5,2)",Line,0.06310
751,3,2,"UN(5,3)",Line,0.02237
751,3,2,"UN(5,4)",Line,0.004876
751,3,2,"UN(5,5)",Line,0.05209
751,3,2,"UN(6,1)",Line,0.008451
751,3,2,"UN(6,2)",Line,-0.09601
751,3,2,"UN(6,3)",Line,-0.2390
751,3,2,"UN(6,4)",Line,-0.08968
751,3,2,"UN(6,5)",Line,-0.04870
751,3,2,"UN(6,6)",Line,0.3220
751,3,2,"UN(1,1)",Vial(Treat*Line),0.04038
751,3,2,"UN(2,1)",Vial(Treat*Line),0.03252
751,3,2,"UN(2,2)",Vial(Treat*Line),0
751,3,2,"UN(3,1)",Vial(Treat*Line),0.01858
751,3,2,"UN(3,2)",Vial(Treat*Line),-0.05256
751,3,2,"UN(3,3)",Vial(Treat*Line),0.04363
751,3,2,"UN(4,1)",Vial(Treat*Line),-0.02191
